eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
2,1,1628470,200794,203999,203914,1627750,1628371,203932,202696,203095,1628365,NA
54,1,1628470,200794,203999,203914,1627750,1628371,202329,202696,203095,1628365,NA
68,1,1628470,200794,203999,203914,1627750,1628371,202329,202696,201571,1628365,NA
69,1,1628470,200794,203999,203914,1627750,1628371,202329,202696,201571,203082,NA
70,1,203924,200794,203999,203914,1627750,1628371,202329,202696,201571,203082,NA
71,1,203924,1629008,203999,203914,1627750,1628371,202329,202696,201571,203082,NA
80,1,203924,1629008,203999,203914,1627750,1628371,202329,1628964,201571,203082,NA
86,1,203924,1629008,203486,203914,1627750,1628371,202329,1628964,201571,203082,NA
96,1,203924,1629008,203486,203914,1627750,203932,202329,1628964,201571,203082,NA
97,1,203924,1629008,203486,1628420,1627750,203932,202329,1628964,201571,203082,NA
98,1,203924,1629008,203486,1628420,1627736,203932,202329,1628964,201571,203082,NA
130,1,203924,1627823,203486,1628420,1627736,203932,202329,1628964,201571,203082,NA
142,2,203924,203486,1628420,1627736,1627823,203932,202329,201571,203082,1628964,NA
177,2,203924,203486,1628420,1627736,1627823,203932,202329,201571,203082,202696,NA
188,2,203924,203486,1628420,1627736,1627823,1628371,202329,201571,203082,202696,NA
203,2,203924,203486,203914,1627736,1627823,1628371,202329,201571,203082,202696,NA
204,2,203924,203999,203914,1627736,1627823,1628371,202329,201571,203082,202696,NA
205,2,203924,203999,203914,1627750,1627823,1628371,202329,201571,203082,202696,NA
218,2,203924,203999,203914,1627750,200794,1628371,202329,201571,203082,202696,NA
226,2,203924,203999,203914,1627750,200794,1628371,202329,201571,203095,202696,NA
237,2,203924,203999,203914,1627750,200794,1628371,1628365,201571,203095,202696,NA
238,2,1628470,203999,203914,1627750,200794,1628371,1628365,201571,203095,202696,NA
270,2,1628470,203999,203914,1627750,200794,1628371,1628365,203932,203095,202696,NA
302,2,1628470,203999,203914,1627750,200794,1628371,1628365,203932,203095,203920,NA
304,2,1628470,203999,203914,1627750,203924,1628371,1628365,203932,203095,203920,NA
319,3,1628470,200794,203999,203914,1627750,1628371,203932,202696,203095,1628365,203486
391,3,1628470,200794,203999,203914,1627750,202329,203932,202696,203095,1628365,203486
392,3,1628470,200794,203999,203914,1627750,202329,203932,202696,203082,1628365,203486
393,3,1628470,200794,203999,203914,1627750,202329,203932,202696,203082,201571,203486
406,3,1628470,203924,203999,203914,1627750,202329,203932,202696,203082,201571,203486
411,3,1628470,203924,203999,203914,1627750,202329,203932,1628964,203082,201571,203486
415,3,1629008,203924,203999,203914,1627750,202329,203932,1628964,203082,201571,203486
431,3,1629008,203924,203999,203914,1628420,202329,203932,1628964,203082,201571,203486
486,3,1629008,203924,203486,203914,1628420,202329,203932,1628964,203082,201571,203486
452,3,1629008,203924,203486,1627736,1628420,202329,203932,1628964,203082,201571,203486
470,3,1629008,203924,1627823,1627736,1628420,202329,203932,1628964,203082,201571,203486
481,3,1629008,203924,1627823,1627736,1628420,202329,203932,203920,203082,201571,203486
492,3,1629008,203924,1628470,1627736,1628420,202329,203932,203920,203082,201571,203486
499,4,203924,203486,1628420,1627736,1627823,1628371,202329,201571,203082,203920,NA
530,4,203924,203486,1628420,1627736,1627823,1628371,202329,201571,203082,202696,NA
536,4,203924,203486,1628420,203914,1627823,1628371,202329,201571,203082,202696,NA
551,4,203924,203486,1628420,203914,1627823,1628371,202329,201571,203095,202696,NA
552,4,1628470,203486,1628420,203914,1627823,1628371,202329,201571,203095,202696,NA
553,4,1628470,203486,200794,203914,1627823,1628371,202329,201571,203095,202696,NA
554,4,1628470,203999,200794,203914,1627823,1628371,202329,201571,203095,202696,NA
555,4,1628470,203999,200794,203914,1627750,1628371,202329,201571,203095,202696,NA
573,4,1628470,203999,200794,203914,1627750,1628371,1628365,201571,203095,202696,NA
574,4,1628470,203999,200794,203914,1627750,1628371,1628365,203932,203095,202696,NA
610,4,1628470,203999,200794,203914,1627750,203082,1628365,203932,203095,202696,NA
629,4,1628420,203999,200794,203914,1627750,203082,1628365,203932,203095,202696,NA
640,4,1628470,203999,203924,203914,1627750,203082,1628365,203932,203095,202696,NA
641,4,1628470,203486,203924,203914,1627750,203082,1628365,203932,203095,202696,NA
647,4,1628470,203486,203924,203914,1627750,203082,1628365,203932,203095,1628371,NA
648,4,203999,203486,203924,203914,1627750,203082,1628365,203932,203095,1628371,NA
649,4,203999,203486,200794,203914,1627750,203082,1628365,203932,203095,1628371,NA
650,4,203999,1628420,200794,203914,1627750,203082,1628365,203932,203095,1628371,NA
658,4,203999,1628420,200794,203914,1627750,203082,1628365,203932,203095,202696,NA
659,4,203486,1628420,200794,203914,1627750,203082,1628365,203932,203095,202696,NA
660,4,203486,1628420,203924,203914,1627750,203082,1628365,203932,203095,202696,NA
661,4,203486,1628470,203924,203914,1627750,203082,1628365,203932,203095,202696,NA
