eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,203933,203960,1627734,1627763,1628988,1628371,203932,202696,203095,1628365
47,1,203933,203960,1627734,1627763,1628988,1628371,203487,202696,203095,1628365
54,1,203933,203960,1627734,1627763,1628988,1628371,203487,202696,203082,1628365
55,1,203933,203960,1627734,1627763,1628988,1628371,203487,202696,203082,201571
56,1,204456,203960,1627734,1627763,1628988,1628371,203487,202696,203082,201571
57,1,204456,203960,1627734,1627763,203200,1628371,203487,202696,203082,201571
58,1,204456,203960,1627734,203926,203200,1628371,203487,202696,203082,201571
73,1,204456,203960,1627734,203926,203200,1628964,203487,202696,203082,201571
74,1,204456,203960,1627734,203926,203200,1628964,203487,203932,203082,201571
75,1,204456,203960,203933,203926,203200,1628964,203487,203932,203082,201571
76,1,204456,1628388,203933,203926,203200,1628964,203487,203932,203082,201571
97,2,203933,204456,203200,203926,1628388,203932,203487,203082,201571,1628964
112,2,203933,204456,203200,203926,1627734,203932,203487,203082,201571,1628964
119,2,203933,204456,203200,203926,1627734,202329,203487,203082,201571,1628964
122,2,1628993,204456,203200,203926,1627734,202329,203487,203082,201571,1628964
126,2,1628993,1627763,203200,203926,1627734,202329,203487,203082,201571,1628964
133,2,1628993,1627763,203200,203926,1627734,202329,203487,203082,201571,202696
142,2,1628993,1627763,203200,203926,1627734,202329,203095,203082,201571,202696
143,2,1628993,1627763,203200,203926,1627734,202329,203095,1628371,201571,202696
144,2,1628993,1627763,203200,1628988,1627734,202329,203095,1628371,201571,202696
153,2,1628993,1627763,203200,1628988,1627734,202329,203095,1628371,1628365,202696
154,2,1628993,1627763,203933,1628988,1627734,202329,203095,1628371,1628365,202696
155,2,203960,1627763,203933,1628988,1627734,202329,203095,1628371,1628365,202696
177,2,203960,1627763,203933,1628988,1627734,203932,203095,1628371,1628365,202696
194,3,203933,203960,1627734,1627763,1628988,1628371,203932,202696,203095,1628365
235,3,203933,203960,1627734,1627763,1628988,1628371,203487,202696,203095,1628365
237,3,203933,203960,1627734,1627763,1628988,1628371,203487,202696,203095,201571
239,3,203926,203960,1627734,1627763,1628988,1628371,203487,202696,203095,201571
248,3,203926,203960,1627734,1627763,1628988,1628371,203487,1628964,203095,201571
249,3,203926,203960,1627734,1627763,1628988,1628371,203487,1628964,203082,201571
250,3,203926,203960,1627734,1627763,203200,1628371,203487,1628964,203082,201571
252,3,203926,203960,1627734,204456,203200,1628371,203487,1628964,203082,201571
257,3,203926,203960,1627734,204456,203200,202329,203487,1628964,203082,201571
258,3,203926,203960,1628388,204456,203200,202329,203487,1628964,203082,201571
259,3,203926,1628993,1628388,204456,203200,202329,203487,1628964,203082,201571
286,4,204456,203200,203926,1628388,1628993,203487,203082,201571,1628964,202329
310,4,204456,203200,203926,1628388,1628993,203487,203082,201571,203932,202329
311,4,204456,203200,203926,1628388,1628993,203487,203082,201571,203932,202696
312,4,204456,203200,203926,203933,1628993,203487,203082,201571,203932,202696
313,4,204456,203200,203926,203933,1627734,203487,203082,201571,203932,202696
329,4,204456,203200,203926,203933,1627734,1628371,203082,201571,203932,202696
330,4,204456,203200,203926,203933,1627734,1628371,203095,201571,203932,202696
352,4,204456,203200,203926,203933,1627734,1628371,203095,1628365,203932,202696
353,4,204456,1627763,203926,203933,1627734,1628371,203095,1628365,203932,202696
363,4,1628988,1627763,203926,203933,1627734,1628371,203095,1628365,203932,202696
376,4,1628988,1627763,203926,203933,1627734,203082,203095,1628365,203932,202696
383,4,1628988,1627763,203200,203933,1627734,203082,203095,1628365,203932,202696
