eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1626224,201567,202684,1629012,1629636,203115,203924,203999,203914,1627750
46,1,1626224,201567,202684,1629012,202688,203115,203924,203999,203914,1627750
64,1,1626224,201567,202684,1629636,202688,203115,203924,203999,203914,1627750
65,1,1628035,201567,202684,1629636,202688,203115,203924,203999,203914,1627750
90,1,1628035,201567,202684,1629636,202688,203115,1627736,203999,203914,1627750
91,1,1628035,201567,202684,1629636,202688,203115,1627736,203999,203486,1627750
92,1,1628035,201567,202684,1629636,202688,203115,1627736,1629008,203486,1627750
93,1,1628035,201567,202684,1629636,202688,203115,1627736,1629008,203486,1628420
94,1,1628035,1626224,202684,1629636,202688,203115,1627736,1629008,203486,1628420
95,1,1628035,1626224,1627790,1629636,202688,203115,1627736,1629008,203486,1628420
107,1,1628035,1626224,201567,1629636,202688,203115,1627736,1629008,203486,1628420
111,2,1626224,1629636,1628035,1627790,203521,1627736,203486,1629008,1628420,1627823
128,2,1626224,1629636,1628035,1627790,203521,1627736,203486,203914,1628420,1627823
151,2,1626224,1629636,1628035,1627790,203521,203924,203486,203914,1628420,1627823
152,2,1626224,1629636,1628035,1627790,203521,203924,203486,203914,1628420,1627750
153,2,1626224,201567,1628035,1627790,203521,203924,203486,203914,1628420,1627750
154,2,1626224,201567,202684,1627790,203521,203924,203486,203914,1628420,1627750
155,2,1626224,201567,202684,1629012,203521,203924,203486,203914,1628420,1627750
169,2,1626224,201567,202684,1629012,203521,203924,203486,203914,203999,1627750
170,2,1626224,201567,202684,1629012,203521,203924,203115,203914,203999,1627750
175,2,1629636,201567,202684,1629012,203521,203924,203115,203914,203999,1627750
176,2,1629636,201567,202684,1629012,1628035,203924,203115,203914,203999,1627750
214,3,1626224,201567,202684,1629012,1629636,203115,203924,203999,203914,1627750
245,3,1626224,201567,202684,1629012,1629636,203486,203924,203999,203914,1627750
246,3,1626224,201567,202684,1629012,1629636,203486,203924,1628420,203914,1627750
247,3,1626224,201567,202684,1629012,1629636,203486,203924,1628420,203914,1627736
251,3,1626224,201567,202684,1629012,202688,203486,203924,1628420,203914,1627736
266,3,1628035,201567,202684,1629012,202688,203486,203924,1628420,203914,1627736
278,3,1628035,201567,202684,1629012,202688,203486,203924,1628420,203115,1627736
279,3,1628035,1626224,202684,1629012,202688,203486,203924,1628420,203115,1627736
280,3,1628035,1626224,202684,1629012,202688,203486,1627823,1628420,203115,1627736
286,3,1628035,1626224,202684,1629636,202688,203486,1627823,1628420,203115,1627736
287,3,1628035,1626224,1627790,1629636,202688,203486,1627823,1628420,203115,1627736
318,4,1626224,1629636,202688,1628035,1627790,203115,203999,1627750,203486,1628420
336,4,1626224,1629636,202688,1628035,202684,203115,203999,1627750,203486,1628420
337,4,201567,1629636,202688,1628035,202684,203115,203999,1627750,203486,1628420
348,4,201567,1629012,202688,1628035,202684,203115,203999,1627750,203486,1628420
361,4,201567,1629012,1629636,1628035,202684,203115,203999,1627750,203486,1628420
362,4,201567,1629012,1629636,1626224,202684,203115,203999,1627750,203486,1628420
393,4,201567,1629012,1629636,1626224,202684,203115,203999,1627750,203486,203914
419,4,201567,1629012,1629636,1626224,202684,203115,203999,1627750,1628420,203914
420,4,1628035,1629012,1629636,1626224,202684,203115,203999,1627750,1628420,203914
429,4,1628035,1629012,1629636,1626224,202684,203115,203486,1627750,1628420,203914
430,4,201567,1629012,1629636,1626224,202684,203115,203486,1627750,1628420,203914
