eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1629006,1627823,1626157,1627736,1626156,1628384,1627783,1626178,200768,1627832
52,1,201949,1627823,1626157,1627736,1626156,1628384,1627783,1626178,200768,1627832
53,1,201949,1627823,1626157,1629633,1626156,1628384,1627783,1626178,200768,1627832
54,1,201949,203459,1626157,1629633,1626156,1628384,1627783,1626178,200768,1627832
62,1,201949,203459,1626157,1629633,1629162,1628384,1627783,1626178,200768,1627832
71,1,201949,203459,1626157,1629633,1629162,1628384,1627783,1629056,200768,1627832
72,1,201949,203459,1626157,1629633,1629162,1628384,1627783,1629056,200768,1627775
88,1,201949,203459,1626157,1629633,1629162,1628449,1627783,1629056,200768,1627775
96,1,201949,203459,1626157,1629633,1626156,1628449,1627783,1629056,200768,1627775
97,1,201949,203459,1629675,1629633,1626156,1628449,1627783,1629056,200768,1627775
102,1,201949,203459,1629675,1629633,1626156,1628449,1628384,1629056,200768,1627775
113,2,1627736,201949,1629633,1629162,1629675,1628384,1627832,1629056,1627775,1628449
131,2,1627736,1627823,1629633,1629162,1629675,1628384,1627832,1629056,1627775,1628449
156,2,1627736,1627823,1629633,1629162,1629675,1629744,1627832,1629056,1627775,1628449
157,2,1627736,1627823,1629633,1629162,1629675,1629744,1627832,1629056,1627775,1626178
169,2,1627736,1627823,1629633,1629162,1629675,1629744,1627832,1629056,1627783,1626178
170,2,1627736,1627823,1629633,1629162,1629675,1629744,200768,1629056,1627783,1626178
171,2,1627736,1627823,1629633,1629006,1629675,1629744,200768,1629056,1627783,1626178
172,2,1627736,1627823,1629633,1629006,1626157,1629744,200768,1629056,1627783,1626178
173,2,1627736,1627823,1626156,1629006,1626157,1629744,200768,1629056,1627783,1626178
187,2,1627736,1627823,1626156,1629006,1626157,1629744,200768,1628384,1627783,1626178
194,2,1627736,1627823,1626156,1629006,1626157,1627832,200768,1628384,1627783,1626178
211,2,1627736,201949,1626156,1629006,1626157,1627832,200768,1628384,1627783,1626178
233,2,1627736,201949,1626156,1629006,1626157,1627832,200768,1628384,1627775,1626178
234,2,203459,201949,1626156,1629006,1626157,1627832,200768,1628384,1627775,1626178
254,2,203459,201949,1626156,1629006,1627823,1627832,200768,1628384,1627775,1626178
258,3,1629006,1627823,1626157,1627736,1626156,1628384,1627783,1626178,200768,1627832
307,3,1629006,1629675,1626157,1627736,1626156,1628384,1627783,1626178,200768,1627832
308,3,1629006,1629675,201949,1627736,1626156,1628384,1627783,1626178,200768,1627832
313,3,1629633,1629675,201949,1627736,1626156,1628384,1627783,1626178,200768,1627832
326,3,1629633,1629675,201949,203459,1626156,1628384,1627783,1626178,200768,1627832
337,3,1629633,1629675,201949,203459,1626156,1628384,1627783,1628449,200768,1627832
338,3,1629633,1629675,201949,203459,1626156,1628384,1627783,1628449,1627775,1627832
339,3,1629633,1629675,201949,203459,1626157,1628384,1627783,1628449,1627775,1627832
340,3,1629633,1629162,201949,203459,1626157,1628384,1627783,1628449,1627775,1627832
363,3,1629633,1629162,201949,203459,1626157,1628384,1626178,1628449,1627775,1627832
364,3,1629633,1626156,201949,203459,1626157,1628384,1626178,1628449,1627775,1627832
370,4,1626157,201949,1629633,203459,1629162,1628384,200768,1629056,1627775,1628449
399,4,1626157,201949,1629633,203459,1629162,1626178,200768,1629056,1627775,1628449
400,4,1626157,201949,1629633,203459,1629162,1626178,200768,1629056,1627775,1627783
411,4,1626157,201949,1629633,203459,1629162,1626178,200768,1627832,1627775,1627783
412,4,1626157,201949,1629633,1627823,1629162,1626178,200768,1627832,1627775,1627783
413,4,1626157,1627736,1629633,1627823,1629162,1626178,200768,1627832,1627775,1627783
414,4,1626157,1627736,1629006,1627823,1629162,1626178,200768,1627832,1627775,1627783
415,4,1626157,1627736,1629006,1627823,1626156,1626178,200768,1627832,1627775,1627783
437,4,201949,1627736,1629006,1627823,1626156,1626178,200768,1627832,1627775,1627783
447,4,201949,1627736,1626157,1627823,1626156,1626178,200768,1627832,1627775,1627783
