eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1626224,201567,202684,1629012,1629636,201942,200746,200752,1627854,1628401
39,1,1626224,201567,202684,1629012,203521,201942,200746,200752,1627854,1628401
51,1,1626224,201567,202684,1629012,203521,201942,200746,200752,1627749,1628401
53,1,1626224,201567,202684,1629012,203521,201942,200746,200752,1627749,201988
59,1,1626224,201567,202684,1629012,203521,201942,1626168,200752,1627749,201988
60,1,1626224,201567,202684,1629012,203521,201942,1626168,1627751,1627749,201988
66,1,1626224,201567,202684,203903,203521,201942,1626168,1627751,1627749,201988
67,1,1629645,201567,202684,203903,203521,201942,1626168,1627751,1627749,201988
72,1,1629645,201567,203089,203903,203521,201942,1626168,1627751,1627749,201988
82,1,1629645,201567,203089,203903,203521,1629022,1626168,1627751,1627749,201988
83,1,1629645,1626204,203089,203903,203521,1629022,1626168,1627751,1627749,201988
84,1,1629645,1626204,203089,203903,1629636,1629022,1626168,1627751,1627749,201988
104,2,1629636,203903,1629645,203089,1626204,200752,1627749,201988,1627751,1629022
111,2,1629636,203903,1629645,203089,1626204,200752,1627749,201988,200746,1629022
120,2,1629636,203903,1629645,203089,1626204,200752,1627749,1627854,200746,1629022
126,2,1629636,203903,1629645,203089,1626204,200752,1628401,1627854,200746,1629022
129,2,1629636,203903,1629645,202684,1626204,200752,1628401,1627854,200746,1629022
146,2,203521,203903,1629645,202684,1626204,200752,1628401,1627854,200746,1629022
154,2,203521,203903,1629645,202684,1626204,201942,1628401,1627854,200746,1629022
155,2,203521,203903,201567,202684,1626204,201942,1628401,1627854,200746,1629022
156,2,203521,1626224,201567,202684,1626204,201942,1628401,1627854,200746,1629022
157,2,203521,1626224,201567,202684,1629012,201942,1628401,1627854,200746,1629022
158,2,203521,1626224,201567,202684,1629012,201942,1628401,1627854,200746,201158
178,2,203521,1626224,201567,202684,1629012,201942,1628401,201988,200746,201158
184,2,1629636,1626224,201567,202684,1629012,201942,1628401,201988,200746,201158
212,3,1626224,201567,202684,1629012,1629636,201942,200746,1627854,1628401,1627751
239,3,1626224,201567,202684,1629012,1629636,201942,200746,1627854,1627749,1627751
253,3,1626224,201567,202684,1629012,1629636,201942,200746,201988,1627749,1627751
254,3,1626224,201567,202684,1629012,203521,201942,200746,201988,1627749,1627751
263,3,1626224,201567,202684,1629012,203521,201942,200746,201988,1627749,200752
292,3,1626224,201567,202684,1629012,203521,1629022,200746,201988,1627749,200752
293,3,1626224,1626204,202684,1629012,203521,1629022,200746,201988,1627749,200752
294,3,1626224,1626204,202684,1629645,203521,1629022,200746,201988,1627749,200752
295,3,203903,1626204,202684,1629645,203521,1629022,200746,201988,1627749,200752
296,3,203903,1626204,203089,1629645,203521,1629022,200746,201988,1627749,200752
297,3,203903,1626204,203089,1629645,203521,1629022,1627751,201988,1627749,200752
311,3,203903,1626204,203089,1629645,1629636,1629022,1627751,201988,1627749,200752
325,4,1629636,203903,1629645,203089,1626204,200752,1628401,201988,1627751,1629022
339,4,1629636,203903,1629645,203089,1626204,200752,1628401,201158,1627751,1629022
340,4,1629636,203903,1629645,203089,1626204,201942,1628401,201158,1627751,1629022
341,4,1629636,203903,1626224,203089,1626204,201942,1628401,201158,1627751,1629022
344,4,1629636,203903,1626224,201567,1626204,201942,1628401,201158,1627751,1629022
349,4,203521,203903,1626224,201567,1626204,201942,1628401,201158,1627751,1629022
362,4,203521,203903,1626224,201567,1626204,201942,1628401,201158,200746,1629022
363,4,1629012,203903,1626224,201567,1626204,201942,1628401,201158,200746,1629022
416,4,1629012,203903,1626224,201567,1626204,201942,1628401,201158,200746,201988
427,4,1629012,203903,1626224,203089,1626204,201942,1628401,201158,200746,201988
430,4,1629012,203903,1626224,203089,1626204,201942,1628401,1629022,200746,201988
431,4,1629012,203903,1626224,201567,1626204,201942,1628401,1629022,200746,201988
442,4,1629012,203903,1626224,201567,1626204,201942,201158,1629022,200746,201988
443,4,1629012,203903,1626224,201567,1626204,201942,201158,200752,200746,201988
444,4,1629012,203903,1626224,203089,1626204,201942,201158,200752,200746,201988
448,5,1626224,201567,1629012,203903,1626204,201942,200746,201988,1627751,201158
464,5,1626224,201567,1629012,203903,1626204,201942,200746,201988,1629022,201158
475,5,1626224,201567,1629012,203903,1626204,201942,200746,201988,1629022,1628401
482,5,1626224,203089,1629012,203903,1626204,201942,200746,201988,1629022,1628401
485,5,1626224,203089,1629012,203903,1626204,201942,200746,201988,1629022,201158
