eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,203090,203944,201959,1629628,203901,1629631,1628381,203473,1628989,1629027
59,1,203090,203944,201959,1629628,203901,1629631,1628381,203473,1629629,1629027
60,1,203090,203944,1629011,1629628,203901,1629631,1628381,203473,1629629,1629027
72,1,203090,203944,1629011,1629628,203901,1629631,1628381,203473,1629629,201952
73,1,203090,203944,1629011,1629628,203901,1629631,1628381,1628981,1629629,201952
83,1,203090,203944,1629011,1629628,203901,1626203,1628381,1628981,1629629,201952
88,1,203090,203944,1629011,1629628,203901,1626203,1713,1628981,1629629,201952
99,1,203090,203944,1629011,1629628,1628995,1626203,1713,1628981,1629629,201952
100,1,203090,203944,1629011,1628373,1628995,1626203,1713,1628981,1629629,201952
105,1,1626171,203944,1629011,1628373,1628995,1626203,1713,1628981,1629629,201952
106,1,1626171,201961,1629011,1628373,1628995,1626203,1713,1628981,1629629,201952
127,2,201959,1628995,1628373,1626171,201961,1628989,1629629,201952,1628981,1713
148,2,201959,1628995,1628373,1626171,201961,1628989,1629629,1629027,1628981,1713
149,2,201959,1628995,1628373,1626171,201961,1628989,1629629,1629027,1628981,1628381
170,2,201959,1628995,1628373,1626171,201961,1628989,1629631,1629027,1628981,1628381
171,2,201959,1628995,1628373,1626171,201961,1628989,1629631,1629027,203473,1628381
172,2,201959,1628995,1628373,1626171,203090,1628989,1629631,1629027,203473,1628381
173,2,1629011,1628995,1628373,1626171,203090,1628989,1629631,1629027,203473,1628381
180,2,1629011,1628995,1628373,203944,203090,1628989,1629631,1629027,203473,1628381
191,2,1629011,1629628,1628373,203944,203090,1628989,1629631,1629027,203473,1628381
197,2,1629011,1629628,1628373,203944,203090,201952,1629631,1629027,203473,1628381
200,2,1629011,1629628,203901,203944,203090,201952,1629631,1629027,203473,1628381
216,2,1629011,1629628,203901,203944,203090,201952,1629631,1629027,1629629,1628381
217,2,1626171,1629628,203901,203944,203090,201952,1629631,1629027,1629629,1628381
229,2,1626171,1629628,203901,203944,203090,1626203,1629631,1629027,1629629,1628381
230,2,1626171,1629628,203901,203944,203090,1626203,1629631,1713,1629629,1628381
238,3,203090,203944,201959,1629628,203901,1629631,1628381,203473,1628989,1629027
275,3,203090,203944,201959,1629628,203901,1629631,1628381,1629629,1628989,1629027
282,3,203090,203944,201959,1629628,203901,1629631,1628381,1629629,201952,1629027
283,3,203090,203944,201959,1629628,203901,1629631,1628381,1629629,201952,1628981
284,3,203090,203944,201959,1629628,203901,1713,1628381,1629629,201952,1628981
285,3,203090,203944,201959,1629628,203901,1713,1626203,1629629,201952,1628981
296,3,203090,203944,1629011,1629628,203901,1713,1626203,1629629,201952,1628981
317,3,203090,203944,1629011,1629628,1628373,1713,1626203,1629629,201952,1628981
325,3,203090,203944,1629011,1626171,1628373,1713,1626203,1629629,201952,1628981
326,3,203090,1628995,1629011,1626171,1628373,1713,1626203,1629629,201952,1628981
335,3,203090,1628995,1629011,1626171,1628373,203473,1626203,1629629,201952,1628981
336,3,203090,1628995,1629011,1626171,1628373,203473,1626203,1629629,201952,1628381
337,3,201961,1628995,1629011,1626171,1628373,203473,1626203,1629629,201952,1628381
354,4,1629011,1628995,1628373,1626171,201961,1629631,1628381,203473,1628989,1629027
363,4,1629011,1628995,1628373,1626171,1629628,1629631,1628381,203473,1628989,1629027
387,4,201959,1628995,1628373,1626171,1629628,1629631,1628381,203473,1628989,1629027
393,4,201959,1628995,1628373,1626171,1629628,1629631,1628381,203473,1629629,1629027
394,4,201959,203090,1628373,1626171,1629628,1629631,1628381,203473,1629629,1629027
401,4,201959,203090,1628373,203944,1629628,1629631,1628381,203473,1629629,1629027
402,4,201959,203090,203901,203944,1629628,1629631,1628381,203473,1629629,1629027
410,4,1629011,203090,203901,203944,1629628,1629631,1628381,203473,1629629,1629027
422,4,1629011,203090,203901,203944,1629628,1629631,1628381,1628989,1629629,1629027
439,4,1628373,203090,203901,203944,1629628,1629631,1628381,1628989,1629629,1629027
473,4,1628373,203090,203901,203944,1629628,1629631,1628381,203473,1629629,1629027
477,5,203090,203944,1629628,203901,1629011,1629631,1628381,203473,1629027,1629629
496,5,203090,203944,1629628,203901,1629011,1629631,1628381,1628989,1629027,1629629
512,5,203090,203944,1629628,203901,1628373,1629631,1628381,1628989,1629027,1629629
528,5,203090,203944,1629628,203901,1628373,1629631,1628381,1628989,1626203,1629629
533,5,203090,203944,1629628,203901,1628373,1629027,1628381,1628989,1626203,1629629
534,5,203090,203944,1629628,203901,1628373,1629027,1628381,1628989,1713,1629629
