eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1626220,202711,203497,1628378,201144,202699,201143,203954,1627788,1627732
46,1,1626220,202711,203497,1628378,201144,202699,201143,203516,1627788,1627732
47,1,1626220,202711,203497,204060,201144,202699,201143,203516,1627788,1627732
72,1,1626220,202711,203497,204060,201144,202699,201143,203516,203118,1627732
73,1,1626220,202711,203497,204060,202334,202699,201143,203516,203118,1627732
74,1,201145,202711,203497,204060,202334,202699,201143,203516,203118,1627732
75,1,201145,202711,203957,204060,202334,202699,201143,203516,203118,1627732
76,1,201145,1628378,203957,204060,202334,202699,201143,203516,203118,1627732
88,1,201145,1628378,203957,204060,202334,202699,201143,203526,203118,1627732
89,1,201145,1628378,203957,204060,202334,1627788,201143,203526,203118,1627732
90,1,201145,1628378,203957,204060,202334,1627788,201143,203526,203118,1629680
91,1,201145,1628378,203957,204060,202334,1627788,203954,203526,203118,1629680
112,2,1628378,204060,202334,201145,203957,203954,1627788,203118,203526,1629680
129,2,1628378,204060,202334,201145,203957,203954,1627788,202699,203526,1629680
132,2,1628378,204060,202334,201145,201144,203954,1627788,202699,203526,1629680
139,2,1628378,204060,203497,201145,201144,203954,1627788,202699,203526,1629680
140,2,1626220,204060,203497,201145,201144,203954,1627788,202699,203526,1629680
145,2,1626220,204060,203497,201145,201144,203954,1627788,202699,201143,1629680
146,2,1626220,204060,203497,201145,201144,1627732,1627788,202699,201143,1629680
147,2,1626220,204060,203497,201145,201144,1627732,203516,202699,201143,1629680
156,2,1626220,202711,203497,201145,201144,1627732,203516,202699,201143,1629680
177,2,1626220,202711,203497,1628378,201144,1627732,203516,202699,201143,1629680
201,2,1626220,202711,203497,1628378,201144,1627732,203516,202699,203954,1629680
202,2,204060,202711,203497,1628378,201144,1627732,203516,202699,203954,1629680
212,2,204060,202711,203497,1628378,201144,203526,203516,202699,203954,1629680
220,2,204060,202711,203497,1628378,201144,203526,203516,203118,203954,1629680
235,2,204060,202711,203497,1628378,201144,203526,203516,203118,201143,1629680
245,3,1626220,202711,203497,1628378,201144,202699,201143,203954,1627732,1629680
268,3,201145,202711,203497,1628378,201144,202699,201143,203954,1627732,1629680
289,3,201145,202711,203497,1628378,201144,202699,201143,203516,1627732,1629680
297,3,201145,202711,203497,1628378,204060,202699,201143,203516,1627732,1629680
307,3,201145,202711,202334,1628378,204060,202699,201143,203516,1627732,1629680
315,3,201145,202711,202334,1628378,204060,202699,201143,203516,1627732,203118
324,3,201145,202711,202334,1626144,204060,202699,201143,203516,1627732,203118
331,3,201145,202711,202334,1626144,204060,1627788,201143,203516,1627732,203118
342,3,201145,202711,202334,1626144,204060,1627788,201143,203516,203526,203118
343,3,201145,202711,202334,1626144,204060,1627788,203954,203516,203526,203118
344,3,201145,1627777,202334,1626144,204060,1627788,203954,203516,203526,203118
345,3,201145,1627777,203497,1626144,204060,1627788,203954,203516,203526,203118
346,3,1626220,1627777,203497,1626144,204060,1627788,203954,203516,203526,203118
368,4,1626220,203497,1628378,204060,1627777,203954,1627788,203516,203118,203526
385,4,1626220,203497,1628378,204060,1627777,203954,1627788,203516,1629680,203526
386,4,1626220,203497,1628378,204060,1627777,203954,1627788,202699,1629680,203526
396,4,1626220,203497,1628378,204060,1627777,201143,1627788,202699,1629680,203526
399,4,1626220,203497,1628378,204060,1627777,201143,1627788,202699,1629680,1627732
406,4,1626220,203497,202711,204060,1627777,201143,1627788,202699,1629680,1627732
414,4,1626220,1628396,202711,204060,1627777,201143,1627788,202699,1629680,1627732
424,4,1626220,1628396,202711,1628378,1627777,201143,1627788,202699,1629680,1627732
425,4,1626220,1628396,202711,1628378,1627777,201143,1627788,202699,203954,1627732
426,4,1626220,1628396,202711,1628378,1627777,201143,203516,202699,203954,1627732
428,4,1626220,203497,202711,1628378,1627777,201143,203516,202699,203954,1627732
442,4,204060,203497,202711,1628378,1627777,201143,203516,202699,203954,1627732
450,4,204060,203497,202711,1628378,1626220,201143,203516,202699,203954,1627732
