eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1626162,203967,203382,1626164,201937,203115,200794,203999,203914,1627750
47,1,1626162,203967,1626163,1626164,201937,203115,200794,203999,203914,1627750
62,1,1626162,203967,1626163,1626164,201937,203115,203924,203999,203914,1627750
63,1,1626162,203967,1626163,1626164,201937,1628470,203924,203999,203914,1627750
64,1,1628969,203967,1626163,1626164,201937,1628470,203924,203999,203914,1627750
65,1,1628969,203967,1626163,1626164,1628975,1628470,203924,203999,203914,1627750
77,1,1628969,203967,1626163,1626164,1628975,1628470,203924,203999,1627736,1627750
78,1,1628969,1627767,1626163,1626164,1628975,1628470,203924,203999,1627736,1627750
81,1,1628969,1627767,1626163,1626164,1628975,1628470,203924,203486,1627736,1627750
93,1,1628969,1627767,1626163,1626164,1628975,1628470,203924,203486,1627736,1628420
98,1,1628969,1627767,1626163,204020,1628975,1628470,203924,203486,1627736,1628420
99,1,1628969,1626162,1626163,204020,1628975,1628470,203924,203486,1627736,1628420
114,2,1626162,201937,1626163,1628969,204020,203924,1628470,1627736,203486,1628420
132,2,203967,201937,1626163,1628969,204020,203924,1628470,1627736,203486,1628420
142,2,203967,201937,1626163,1628969,204020,203924,1628470,1627736,203999,1628420
148,2,203967,201937,203382,1628969,204020,203924,1628470,1627736,203999,1628420
154,2,203967,201937,203382,1626164,204020,203924,1628470,1627736,203999,1628420
160,2,203967,201937,203382,1626164,204020,1627750,1628470,1627736,203999,1628420
161,2,203967,201937,203382,1626164,204020,1627750,1628470,1627736,203999,203914
162,2,203967,201937,203382,1626164,204020,1627750,1628470,200794,203999,203914
174,2,203967,201937,203382,1626164,204020,1627750,203115,200794,203999,203914
175,2,203967,1626162,203382,1626164,204020,1627750,203115,200794,203999,203914
176,2,203967,1626162,203382,1626164,1628975,1627750,203115,200794,203999,203914
192,2,203967,1626162,203382,1626164,201937,1627750,203115,200794,203999,203914
202,2,1626163,1626162,203382,1626164,201937,1627750,203115,200794,203999,203914
225,2,1626163,1626162,203967,1626164,201937,1627750,203115,200794,203999,203914
226,2,1626163,1626162,203967,1626164,201937,1627750,203115,200794,203924,203914
230,3,1626162,203967,203382,1626164,201937,203115,200794,203999,203914,1627750
284,3,1626162,203967,1626163,1626164,201937,203115,200794,203999,203914,1627750
296,3,1626162,203967,1626163,1626164,201937,203115,203924,203999,203914,1627750
299,3,1626162,203967,1626163,204020,201937,203115,203924,203999,203914,1627750
307,3,1626162,203967,1626163,204020,201937,1628470,203924,203999,203914,1627750
308,3,1626162,203967,1626163,204020,1628975,1628470,203924,203999,203914,1627750
313,3,1626162,203967,1626163,204020,1628975,1628470,203924,203999,1627736,1627750
322,3,1626162,203382,1626163,204020,1628975,1628470,203924,203999,1627736,1627750
340,4,203382,201937,1626163,1628969,204020,203924,1628470,1627736,203486,1628420
351,4,1626164,201937,1626163,1628969,204020,203924,1628470,1627736,203486,1628420
377,4,1626164,201937,1626163,1626162,204020,203924,1628470,1627736,203486,1628420
381,4,1626164,201937,1628975,1626162,204020,203924,1628470,1627736,203486,1628420
382,4,1626164,203382,1628975,1626162,204020,203924,1628470,1627736,203486,1628420
397,4,1626164,203382,1628975,1626162,204020,203924,1628470,1627736,203486,1627750
398,4,1626164,203382,1628975,1626162,204020,203924,1628470,1627736,203999,1627750
405,4,1626164,203382,201937,1626162,204020,203924,1628470,1627736,203999,1627750
406,4,1626164,203382,201937,1626162,1626163,203924,1628470,1627736,203999,1627750
413,4,1626164,203382,201937,1626162,1626163,203924,203914,1627736,203999,1627750
421,4,1626164,203967,201937,1626162,1626163,203924,203914,1627736,203999,1627750
447,4,1626164,203382,201937,1626162,1626163,203924,203914,1628470,203999,1627750
453,4,1626164,203382,201937,1626162,204020,203924,203914,1627736,203999,1627750
470,4,1626164,203382,201937,1626162,204020,203115,203914,1627736,203999,1627750
471,4,1626164,203382,1628975,1626162,204020,203115,203914,1627736,203999,1627750
477,4,1626164,203382,1628975,1626162,204020,203115,203914,1627736,203924,1627750
478,4,1626164,203382,1628975,1626162,204020,1628470,203914,1627736,203924,1627750
479,4,1626164,203382,1628975,1626162,1626163,1628470,203914,1627736,203924,1627750
480,4,1626164,203382,201937,1626162,1626163,1628470,203914,1627736,203924,1627750
487,4,1626164,203382,201937,1626162,1626163,203999,203914,1627736,203924,1627750
488,4,1626164,203382,201937,1626162,1628975,203999,203914,1627736,203924,1627750
494,5,1626162,203382,1626164,201937,1626163,203999,203914,1627750,203924,1627736
497,5,1626162,204020,1626164,201937,1626163,203999,203914,1627750,203924,1627736
499,5,203967,204020,1626164,201937,1626163,203999,203914,1627750,203924,1627736
507,5,203967,204020,1626164,1628975,1626163,203999,203914,1627750,203924,1627736
543,5,203967,204020,1626164,1628975,1626163,1628470,203914,1627750,203924,1627736
