eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,203084,202357,1628385,1627741,1628368,1626162,1629028,203382,1626164,201937
39,1,203084,202357,1628385,1627741,1628368,1626162,1629028,203967,1626164,201937
43,1,203084,202357,1628385,1627741,1628368,1629059,1629028,203967,1626164,201937
44,1,203084,202357,1628385,1627741,1628368,1629059,1629028,203967,1626164,1629661
57,1,203084,202357,203473,1627741,1628368,1629059,1629028,203967,1626164,1629661
70,1,203084,202357,203473,1627741,1628368,1629059,203382,203967,1626164,1629661
71,1,203084,202357,203473,1627741,2772,1629059,203382,203967,1626164,1629661
72,1,203084,202709,203473,1627741,2772,1629059,203382,203967,1626164,1629661
77,1,203084,202709,203473,1627741,2772,1629059,203382,1628969,1626164,1629661
83,1,203084,202709,203473,1627741,2772,1629059,203382,1628969,1626162,1629661
84,1,203084,202709,203473,1627741,2772,1629059,203382,1628969,1626162,204020
88,1,203084,202709,203473,1627741,2772,201937,203382,1628969,1626162,204020
95,1,202357,202709,203473,1627741,2772,201937,203382,1628969,1626162,204020
96,1,202357,1628368,203473,1627741,2772,201937,203382,1628969,1626162,204020
100,1,202357,1628368,203473,1627741,2772,201937,1626164,1628969,1626162,204020
101,1,202709,1628368,203473,1627741,2772,201937,1626164,1628969,1626162,204020
104,1,202709,1628368,203473,1627741,2772,201937,1629028,1628969,1626162,204020
107,2,202357,1628368,203473,2772,202709,1626162,1629028,201937,1628969,204020
117,2,202357,1628368,203473,2772,202709,1626162,1629028,201937,203967,204020
138,2,202357,1628368,203473,2772,202709,1626162,1629028,201937,203967,1626164
139,2,202357,203084,203473,2772,202709,1626162,1629028,201937,203967,1626164
140,2,202357,203084,1628385,2772,202709,1626162,1629028,201937,203967,1626164
156,2,202357,203084,1628385,2772,202709,1626162,1629028,1629059,203967,1626164
157,2,202357,203084,1628385,2772,202709,1626162,1629028,1629059,1628969,1626164
158,2,202357,203084,1628385,2772,202709,1626162,203382,1629059,1628969,1626164
159,2,1627741,203084,1628385,2772,202709,1626162,203382,1629059,1628969,1626164
165,2,1627741,203084,1628385,2772,202709,1629661,203382,1629059,1628969,1626164
171,2,1627741,203084,1628385,2772,202357,1629661,203382,1629059,1628969,1626164
172,2,1627741,1628368,1628385,2772,202357,1629661,203382,1629059,1628969,1626164
182,2,1627741,1628368,1628385,203084,202357,1629661,203382,1629059,1628969,1626164
183,2,1627741,1628368,203473,203084,202357,1629661,203382,1629059,1628969,1626164
191,2,1627741,1628368,203473,203084,202357,1629661,203382,201937,1628969,1626164
192,2,1627741,1628368,203473,203084,202357,1629661,1629028,201937,1628969,1626164
196,2,1627741,1628368,203473,203084,202357,1626162,1629028,201937,1628969,1626164
197,2,1627741,1628368,203473,203084,202357,1626162,1629028,201937,203967,1626164
221,3,203084,202357,1628385,1627741,1628368,1626162,1629028,203382,1626164,201937
272,3,203084,202357,1628385,1627741,2772,1626162,1629028,203382,1626164,201937
273,3,202709,202357,1628385,1627741,2772,1626162,1629028,203382,1626164,201937
274,3,202709,202357,203473,1627741,2772,1626162,1629028,203382,1626164,201937
278,3,202709,202357,203473,1627741,2772,1626162,1629028,203967,1626164,201937
283,3,202709,202357,203473,1627741,2772,1629059,1629028,203967,1626164,201937
284,3,202709,202357,203473,1627741,2772,1629059,1629028,203967,1626164,1629661
285,3,202709,202357,203473,1629713,2772,1629059,1629028,203967,1626164,1629661
295,3,202709,202357,203473,1629713,2772,1629059,203382,203967,1626164,1629661
296,3,202709,203084,203473,1629713,2772,1629059,203382,203967,1626164,1629661
317,3,202709,203084,203473,1629713,2772,1629059,203382,203967,1626164,1626162
321,3,202709,203084,203473,1629713,2772,1629059,1629028,203967,1626164,1626162
326,3,202709,203084,203473,1629713,2772,1629059,1629028,1628969,1626164,1626162
333,3,202709,203084,203473,1629713,2772,201937,1629028,1628969,1626164,1626162
347,3,1628368,203084,203473,1629713,2772,201937,1629028,1628969,1626164,1626162
348,3,1628368,203084,203473,1627741,2772,201937,1629028,1628969,1626164,1626162
352,4,202357,1628368,203473,2772,202709,1626162,1629028,201937,1628969,204020
368,4,202357,1628368,203473,2772,202709,1626162,1629028,201937,203967,204020
387,4,202357,1628368,203473,2772,202709,1626162,1629028,201937,203967,1626164
394,4,202357,1628368,203473,2772,202709,1626162,1629028,201937,203382,1626164
412,4,202357,1628368,203473,2772,202709,1626162,1628969,201937,203382,1626164
425,4,202357,1628368,203473,2772,202709,1626162,1628969,201937,1629028,1626164
453,4,202357,1628368,203473,2772,202709,1626162,1628969,1629059,1629028,1626164
458,4,202357,1628368,203473,2772,202709,1626162,201937,1629059,1629028,1626164
459,4,202357,1628368,203473,2772,202709,1626162,201937,1629661,1629028,1626164
463,4,202357,1628368,203473,2772,202709,1628969,201937,1629661,1629028,1626164
