eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,home.6
2,1,202711,1626220,203497,1628378,201144,1626162,203967,203382,1626164,201937,NA
17,1,202711,1626220,203497,1628378,201144,1626162,1626163,203382,1626164,201937,NA
44,1,202711,1626220,203497,1628378,1626144,1626162,1626163,203382,1626164,201937,NA
88,1,202711,1626220,203497,1628378,1626144,1626162,1626163,203382,1626164,1628975,NA
89,1,202711,1626220,203497,204060,1626144,1626162,1626163,203382,1626164,1628975,NA
99,1,202711,1626220,203497,204060,1626144,1628969,1626163,203382,1626164,1628975,NA
100,1,202711,1626220,203497,204060,1626144,1628969,1626163,1629661,1626164,1628975,NA
115,1,202711,201145,203497,204060,1626144,1628969,1626163,1629661,1626164,1628975,NA
126,1,202711,201145,203497,204060,1626144,1628969,1626163,1629661,204020,1628975,NA
127,1,202711,201145,203497,204060,202334,1628969,1626163,1629661,204020,1628975,NA
128,1,202711,201145,1628378,204060,202334,1628969,1626163,1629661,204020,1628975,NA
136,1,1627777,201145,1628378,204060,202334,1628969,1626163,1629661,204020,1628975,NA
151,1,1627777,201145,1628378,204060,202334,1626164,1626163,1629661,204020,1628975,NA
152,1,1626220,201145,1628378,204060,202334,1626164,1626163,1629661,204020,1628975,NA
168,2,1628378,201144,204060,201145,202334,203967,203382,201937,1628969,1629661,204020
208,2,1628378,201144,204060,201145,202334,203967,203382,201937,1628969,1626162,204020
276,2,1628378,201144,204060,201145,202334,203967,203967,201937,1628969,1626162,204020
212,2,1628378,201144,204060,1627777,202334,203967,203967,201937,1628969,1626162,204020
219,2,1626220,201144,204060,1627777,202334,203967,203967,201937,1628969,1626162,204020
223,2,1626220,201144,204060,1627777,202334,1626163,1626163,201937,1628969,1626162,204020
242,2,1626220,201144,204060,1627777,202334,1626163,1626163,201937,1626164,1626162,204020
243,2,1626220,201144,204060,1627777,203497,1626163,1626163,201937,1626164,1626162,204020
244,2,1626220,201144,204060,202711,203497,1626163,1626163,201937,1626164,1626162,204020
251,2,1626220,201144,204060,202711,203497,1626163,1626163,1628975,1626164,1626162,204020
252,2,1626220,1626144,204060,202711,203497,1626163,1626163,1628975,1626164,1626162,204020
255,2,1626220,1626144,1628378,202711,203497,1626163,1626163,1628975,1626164,1626162,204020
289,2,1626220,201144,1628378,202711,203497,1626163,1626163,1628975,1626164,1626162,204020
296,2,1626220,204060,1628378,202711,203497,1626163,1626163,1628975,1626164,1626162,204020
355,2,1626220,204060,1628378,202711,203497,203382,203382,1628975,1626164,1626162,204020
356,2,1626220,1626144,1628378,202711,203497,203382,203382,1628975,1626164,1626162,204020
373,2,1626220,1626144,204060,202711,203497,203382,203382,1628975,1626164,1626162,204020
394,3,202711,1626220,203497,1628378,201144,1626162,203967,203382,1626164,201937,NA
401,3,202711,1626220,203497,1628378,1626144,1626162,203967,203382,1626164,201937,NA
440,3,202711,1626220,203497,1628378,1626144,1626162,203967,203382,204020,201937,NA
479,3,202711,1626220,203497,1628378,1627777,1626162,203967,203382,204020,201937,NA
480,3,202711,204060,203497,1628378,1627777,1626162,203967,203382,204020,201937,NA
497,3,202711,204060,203497,1628378,1627777,1626162,203967,203382,204020,1628975,NA
507,3,201145,204060,203497,1628378,1627777,1626162,203967,203382,204020,1628975,NA
517,3,201145,204060,203497,1628378,1627777,1626163,203967,203382,204020,1628975,NA
518,3,201145,204060,203497,1628378,1627777,1626163,203967,1628969,204020,1628975,NA
519,3,201145,204060,202334,1628378,1627777,1626163,203967,1628969,204020,1628975,NA
529,3,201145,204060,202334,201144,1627777,1626163,203967,1628969,204020,1628975,NA
561,4,201144,204060,201145,202334,1627777,1626163,1628975,1628969,1629661,204020,NA
567,4,201144,204060,201145,202334,202711,1626163,1628975,1628969,1629661,204020,NA
576,4,201144,204060,201145,202334,202711,1626163,1628975,1628969,1629661,201937,NA
592,4,201144,1628378,201145,202334,202711,1626163,1628975,1628969,1629661,201937,NA
593,4,1626220,1628378,201145,202334,202711,1626163,1628975,1628969,1629661,201937,NA
594,4,1626220,1628378,201145,203497,202711,1626163,1628975,1628969,1629661,201937,NA
609,4,1626220,1628378,201145,203497,202711,1626163,1628975,1628969,1626164,201937,NA
610,4,1626220,1628378,201145,203497,202711,1626163,1628975,203967,1626164,201937,NA
622,4,1626220,1628378,201144,203497,202711,1626163,1628975,203967,1626164,201937,NA
625,4,1626220,1628378,201144,203497,202711,1626163,1628975,203967,1626164,1626162,NA
659,4,1626220,1628378,201144,203497,202711,1626163,201937,203967,1626164,1626162,NA
660,4,1626220,1628378,201144,203497,202711,203382,201937,203967,1626164,1626162,NA
693,4,204060,1628378,201144,203497,202711,1626163,201937,203967,1626164,1626162,NA
702,4,204060,1628378,201144,203497,202711,1626163,201937,1628975,1626164,1626162,NA
713,4,204060,1628378,1626220,203497,202711,1626163,201937,1628975,1626164,1626162,NA
715,4,204060,1628378,1626220,203497,202711,1626163,204020,1628975,1626164,1626162,NA
720,4,204060,1628378,201144,203497,202711,1626163,204020,1628975,1626164,1626162,NA
727,4,204060,1628378,201144,203497,202711,1626163,203967,1628975,1626164,1626162,NA
