eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
2,1,1628367,1627737,2199,1626164,1627755,202695,203937,2200,1627854,2225,NA
61,1,1628367,1627737,2199,1626164,1627755,202695,203530,2200,1627854,2225,NA
62,1,1628367,1627737,2199,1626164,1627755,202695,203530,202722,1627854,2225,NA
63,1,1628367,1627733,2199,1626164,1627755,202695,203530,202722,1627854,2225,NA
90,1,1628367,1627733,2199,1626164,1627755,201988,203530,202722,1627854,2225,NA
91,1,1628367,1627733,2199,1626164,1627755,201988,203530,202722,1627854,1938,NA
92,1,1628367,1627733,2199,1626164,1627755,201988,203530,202722,203937,1938,NA
93,1,1628367,1627733,2199,203584,1627755,201988,203530,202722,203937,1938,NA
94,1,1628367,1627733,1627863,203584,1627755,201988,203530,202722,203937,1938,NA
95,1,203458,1627733,1627863,203584,1627755,201988,203530,202722,203937,1938,NA
133,1,203458,1627737,1627863,203584,1627755,201988,203530,202722,203937,1938,NA
153,2,1627737,1626164,203584,1627863,203458,202695,203937,2200,201988,1938,NA
172,2,1627737,1626164,203584,1627863,203458,202695,203937,2200,2225,1938,NA
173,2,1627737,1626164,203584,1627863,203458,202695,203937,2200,2225,1627854,NA
193,2,1627737,1626164,203584,1627863,203458,202695,202722,2200,2225,1627854,NA
194,2,1627737,1626164,1627755,1627863,203458,202695,202722,2200,2225,1627854,NA
203,2,1627737,1626164,1627755,1628367,203458,202695,202722,2200,2225,1627854,NA
210,2,2199,1626164,1627755,1628367,203458,202695,202722,2200,2225,1627854,NA
211,2,2199,1626164,1627755,1628367,1627733,202695,202722,2200,2225,1627854,NA
235,2,2199,203584,1627755,1628367,1627733,202695,202722,2200,2225,1627854,NA
237,2,2199,203584,1627755,1628367,1627733,202695,202722,2200,2225,1938,NA
252,2,2199,203584,1627755,1628367,1627733,201988,202722,2200,2225,1938,NA
253,2,2199,203584,1627755,1628367,1627733,201988,202722,2200,1627854,1938,NA
273,2,2199,203584,1627755,1628367,1627733,201988,202722,203530,1627854,1938,NA
274,2,2199,203584,1626164,1628367,1627733,201988,202722,203530,1627854,1938,NA
275,2,2199,203584,1626164,1627863,1627733,201988,202722,203530,1627854,1938,NA
276,2,2199,203584,1626164,1627863,1627737,201988,202722,203530,1627854,1938,NA
287,2,2199,203584,1626164,1627863,1627737,201988,202722,202695,1627854,1938,NA
305,2,2199,203584,1627755,1627863,1627737,201988,202722,202695,1627854,1938,NA
327,3,1628367,1627737,2199,1626164,1627755,202695,203937,2200,1627854,2225,NA
369,3,1627863,1627737,2199,1626164,1627755,202695,203937,2200,1627854,2225,NA
377,3,1627863,1627737,2199,1626164,1627755,202695,203937,202722,1627854,2225,NA
379,3,1627863,1627737,2199,1626164,1627755,202695,203937,202722,1938,2225,NA
397,3,1627863,1627737,2199,1626164,1627755,202695,203464,202722,1938,2225,NA
399,3,1627863,1627737,2199,203584,1627755,202695,203464,202722,1938,2225,NA
415,3,1627863,1627737,2199,203584,1627755,201988,203464,202722,1938,2225,NA
416,3,1627863,1627737,2199,203584,1627755,201988,203464,202722,1938,1627749,NA
417,3,1627863,1627737,1627733,203584,1627755,201988,203464,202722,1938,1627749,NA
443,3,1627863,1627737,1627733,203584,1627755,201988,203464,2200,1938,1627749,NA
444,3,1627863,203458,1627733,203584,1627755,201988,203464,2200,1938,1627749,NA
451,3,1627863,203458,1627733,203584,1627755,201988,203937,2200,1938,1627749,NA
452,3,1627863,203458,1627733,203584,1626164,201988,203937,2200,1938,1627749,NA
498,4,1628367,2199,1626164,1627733,203584,203937,2200,1627854,201988,203464,203458
516,4,1628367,2199,1626164,1627733,203584,203937,2200,1627854,2225,203464,203458
567,4,1628367,2199,1626164,1627737,203584,203937,2200,1627854,2225,203464,203458
582,4,1628367,2199,1626164,1627737,203584,202722,2200,1627854,2225,203464,203458
599,4,1628367,1627733,1626164,1627737,203584,202722,2200,1627854,2225,203464,203458
635,4,1628367,1627733,1626164,1627737,203584,202722,203530,1627854,2225,203464,203458
636,4,1628367,1627733,1626164,1627737,203584,202722,203530,1627854,2225,202695,203458
637,4,1627755,1627733,1626164,1627737,203584,202722,203530,1627854,2225,202695,203458
641,4,1627755,1627733,1626164,1627737,203584,202722,203530,1627854,2225,1628401,203458
642,4,1627755,1627733,1626164,1627737,203584,202722,203530,1627854,1627749,1628401,203458
657,4,1627755,1627733,1627863,1627737,203584,202722,203530,1627854,1627749,1628401,203458
663,4,1627755,1627733,1627863,1627737,203584,202722,203530,203464,1627749,1628401,203458
672,4,1627755,1627733,1627863,1627737,1628367,202722,203530,203464,1627749,1628401,203458
