EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,1626159,1628389,203482,1626196,201609,1626169,201933,203083,203493,202397
73,1,1626159,1628389,203482,1626196,201609,1626169,201933,1627740,203493,202397
74,1,1626159,1628389,203482,1626196,201609,1626169,201933,1627740,204038,202397
75,1,1626159,1628389,203482,201949,201609,1626169,201933,1627740,204038,202397
76,1,1626159,1628389,201961,201949,201609,1626169,201933,1627740,204038,202397
94,1,204020,1628389,201961,201949,201609,1626169,201933,1627740,204038,202397
110,1,204020,203482,201961,201949,201609,1626169,201933,1627740,204038,202397
132,1,204020,203482,201961,201949,201609,203493,201933,1627740,204038,202397
133,1,204020,203482,201961,201949,201609,203493,201933,1627740,204038,201229
134,1,204020,203482,201961,201949,201609,203493,203083,1627740,204038,201229
135,1,204020,203482,201961,201949,1626196,203493,203083,1627740,204038,201229
161,2,203482,1626196,201949,201961,204020,203083,203493,1627740,204038,201229
195,2,203482,1626196,201949,201961,204020,203083,203493,1626169,204038,201229
218,2,203482,1626196,201949,201961,204020,203083,203493,1626169,201933,201229
219,2,203482,1626196,201949,201961,204020,203083,203493,1626169,201933,202397
228,2,203482,201609,201949,201961,204020,203083,203493,1626169,201933,202397
241,2,203482,201609,201949,201961,204020,203083,203493,201229,201933,202397
242,2,203482,201609,201949,1626159,204020,203083,203493,201229,201933,202397
243,2,1628389,201609,201949,1626159,204020,203083,203493,201229,201933,202397
267,2,1628389,201609,1626196,1626159,204020,203083,203493,201229,201933,202397
287,2,1628389,201609,1626196,1626159,204020,203186,203493,201229,201933,202397
314,2,203482,201609,1626196,1626159,204020,203186,203493,201229,201933,202397
297,2,203482,201609,1626196,1626159,204020,203186,203493,204038,201933,202397
299,2,203482,201609,1626196,1626159,201961,203186,203493,204038,201933,202397
321,3,1626159,1628389,203482,1626196,201609,1626169,201933,203083,203493,202397
385,3,1626159,1628389,203482,1626196,201609,1626169,201933,201229,203493,202397
390,3,1626159,1628389,203482,201961,201609,1626169,201933,201229,203493,202397
418,3,1626159,1628389,203482,201961,201609,1626169,201933,201229,203493,204038
419,3,1626159,1628389,201949,201961,201609,1626169,201933,201229,203493,204038
432,3,1626159,1628389,201949,201961,201609,1626169,203083,201229,203493,204038
433,3,1626159,1628389,201949,201961,203482,1626169,203083,201229,203493,204038
434,3,1626159,1626196,201949,201961,203482,1626169,203083,201229,203493,204038
435,3,204020,1626196,201949,201961,203482,1626169,203083,201229,203493,204038
456,4,203482,1626196,201949,201961,204020,1626169,203083,202397,204038,201229
494,4,203482,1626196,201949,201961,204020,203493,203083,202397,204038,201229
504,4,203482,1626196,201949,201961,204020,203493,201933,202397,204038,201229
510,4,203482,1626196,201949,201961,201609,203493,201933,202397,204038,201229
532,4,203482,1626196,201949,201961,201609,203493,201933,202397,1626169,201229
533,4,203482,1626196,201949,201961,201609,203083,201933,202397,1626169,201229
571,4,203482,1626196,201949,201961,201609,203083,201933,202397,203493,201229
572,4,203482,1626196,201949,1628389,201609,203083,201933,202397,203493,201229
573,4,204020,1626196,201949,1628389,201609,203083,201933,202397,203493,201229
581,4,204020,1626196,201949,1628389,201609,1626169,201933,202397,203493,201229
582,4,204020,1626196,201949,203482,201609,1626169,201933,202397,203493,201229
583,4,201961,1626196,201949,203482,201609,1626169,201933,202397,203493,201229
