eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
2,1,201142,203110,2585,202691,201939,203084,1628467,1717,202083,1628372,NA
56,1,201142,203110,2585,202691,201939,203084,1628467,1626257,202083,1628372,NA
83,1,201142,203110,2585,202691,201939,203084,2734,1626257,202083,1628372,NA
84,1,201142,1627775,2585,202691,201939,203084,2734,1626257,202083,1628372,NA
92,1,201142,1627775,1628395,202691,201939,203084,2734,1626257,202083,1628372,NA
109,1,201142,1627775,1628395,202691,201939,203084,2734,1626257,202083,200826,NA
110,1,201142,1627775,1628395,201156,201939,203084,2734,1626257,202083,200826,NA
113,1,201142,1627775,1628395,201156,201939,203084,2734,1626257,1627812,200826,NA
127,1,201142,1627775,1628395,201156,201939,1717,2734,1626257,1627812,200826,NA
128,1,201142,1627775,1628395,201156,201939,1717,2734,203939,1627812,200826,NA
182,2,203110,202691,1627775,201156,2733,1717,202083,200826,203939,NA,2561
229,2,203110,202691,1627775,201156,2733,203084,202083,200826,203939,NA,2561
249,2,203110,201142,1627775,201156,2733,203084,202083,200826,203939,NA,2561
263,2,203110,201142,1627775,201156,2733,203084,202083,2734,203939,NA,2561
264,2,203110,201142,1627775,201156,2733,203084,1627812,2734,203939,NA,2561
266,2,203110,201142,1627775,201156,1628395,203084,1627812,2734,203939,NA,2561
293,2,203110,201142,1627775,201156,1628395,203084,202083,2734,203939,NA,2561
294,2,203110,201142,202691,201156,1628395,203084,202083,2734,203939,NA,2561
300,2,203110,201142,202691,201156,1628395,203084,202083,2734,1628467,NA,2561
323,2,203110,201142,202691,201156,1628395,203084,202083,200826,1628467,NA,2561
327,2,203110,201142,202691,201156,1628395,203084,202083,200826,1717,NA,2561
328,2,203110,201142,202691,201156,1627775,203084,202083,200826,1717,NA,2561
348,3,201142,203110,2585,202691,201939,203084,1628467,1717,202083,1628372,NA
402,3,201142,203110,2585,202691,201939,203084,1628467,1627812,202083,1628372,NA
416,3,201142,203110,1628395,202691,201939,203084,1628467,1627812,202083,1628372,NA
429,3,201142,203110,1628395,202691,201939,203084,1628467,2734,202083,1628372,NA
430,3,201142,1627775,1628395,202691,201939,203084,1628467,2734,202083,1628372,NA
438,3,201142,1627775,1628395,202691,201939,203084,1628467,2734,202083,203939,NA
439,3,201142,1627775,1628395,202691,201939,203084,200826,2734,202083,203939,NA
470,3,201142,1627775,1628395,202691,201939,203084,200826,2734,1627812,203939,NA
471,3,201142,1627775,1628395,201156,201939,203084,200826,2734,1627812,203939,NA
484,3,201142,1627775,1628395,201156,203110,203084,200826,2734,1627812,203939,NA
519,4,203110,202691,1627775,2733,2561,1717,202083,2734,200826,203939,NA
575,4,203110,202691,1627775,2733,2561,1717,202083,1627812,200826,203939,NA
576,4,203110,202691,1627775,2733,2561,1717,1628372,1627812,200826,203939,NA
577,4,203110,202691,201142,2733,2561,1717,1628372,1627812,200826,203939,NA
578,4,203110,201939,201142,2733,2561,1717,1628372,1627812,200826,203939,NA
598,4,203110,201939,201142,2733,2561,202083,1628372,1627812,200826,203939,NA
599,4,203110,201939,201142,2733,2561,202083,1628372,203084,200826,203939,NA
600,4,202691,201939,201142,2733,2561,202083,1628372,203084,200826,203939,NA
601,4,202691,201939,201142,1628395,2561,202083,1628372,203084,200826,203939,NA
621,4,202691,201939,201142,1628395,2561,202083,1628372,203084,1627812,203939,NA
622,4,202691,201939,201142,1628395,203110,202083,1628372,203084,1627812,203939,NA
646,4,202691,201939,201142,1627775,203110,202083,1628372,203084,1627812,203939,NA
667,4,202691,201939,201142,1627775,203110,202083,1628372,203084,1627812,1717,NA
689,2,203110,201142,202691,1627775,1627775,203084,202083,200826,1717,NA,2561
