EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5,AWAY_6
2,1,201933,202325,201599,201976,203085,203501,204001,202683,201584,101127,NA
69,1,201933,202325,201599,101150,203085,203501,204001,202683,201584,101127,NA
70,1,201933,202325,201599,101150,1628414,203501,204001,202683,201584,101127,NA
84,1,201933,202325,201599,101150,1628414,203926,204001,202683,201584,101127,NA
94,1,201933,202325,201599,101150,1628414,203926,204001,202683,201584,1628373,NA
95,1,201933,1628393,201599,101150,1628414,203926,204001,202683,201584,1628373,NA
105,1,201933,1628393,201599,101150,1628414,203926,204001,203124,201584,1628373,NA
112,1,201933,1628393,201599,101150,1628414,203926,202498,203124,201584,1628373,NA
207,1,1626155,1628393,201599,101150,1628414,203926,202498,203124,201584,1628373,NA
208,1,1626155,1628393,203186,101150,1628414,203926,202498,203124,201584,1628373,NA
160,2,202325,203085,101150,1628393,1626155,203501,203926,1628373,203124,202498,203186
184,2,202325,203085,101150,1628393,1626155,203501,203926,1628373,202683,202498,203186
216,2,202325,203085,101150,1628393,1626155,203501,203926,101127,202683,202498,203186
217,2,202325,203085,101150,1628393,1626155,203501,203926,101127,202683,204001,203186
227,2,202325,203085,101150,1628393,201599,203501,203926,101127,202683,204001,203186
334,2,202325,203085,101150,202325,201599,203501,203926,101127,202683,204001,203186
268,2,202325,203085,201976,202325,201599,203501,203926,101127,202683,204001,203186
280,2,202325,203085,201976,202325,201599,203501,201584,101127,202683,204001,203186
290,2,101150,203085,201976,101150,201599,203501,201584,101127,202683,204001,203186
338,3,201933,202325,201599,201976,203085,203501,204001,202683,201584,101127,NA
393,3,201933,202325,201599,201976,203085,203926,204001,202683,201584,101127,NA
421,3,201933,202325,201599,101150,203085,203926,204001,202683,201584,101127,NA
434,3,201933,1628414,201599,101150,203085,203926,204001,202683,201584,101127,NA
445,3,201933,1628414,201599,101150,203085,203926,204001,202683,201584,1628373,NA
446,3,201933,1628414,201599,101150,1628393,203926,204001,202683,201584,1628373,NA
452,3,201933,1628414,201599,101150,1628393,203926,202498,202683,201584,1628373,NA
453,3,201933,1628414,1626149,101150,1628393,203926,202498,202683,201584,1628373,NA
467,3,1626155,1628414,1626149,101150,1628393,203926,202498,202683,201584,1628373,NA
481,3,1626155,1628414,1626149,101150,203085,203926,202498,202683,201584,1628373,NA
486,3,1626155,1628414,1626149,101150,203085,203926,202498,202683,1628422,1628373,NA
501,3,1626155,1628414,203186,101150,203085,203926,202498,202683,1628422,1628373,NA
513,4,203085,101150,1628414,1626155,203186,203926,203124,202498,1628422,201196,NA
521,4,203085,101150,201976,1626155,203186,203926,203124,202498,1628422,201196,NA
522,4,203085,101150,201976,201933,203186,203926,203124,202498,1628422,201196,NA
523,4,203085,101150,201976,201933,201599,203926,203124,202498,1628422,201196,NA
551,4,203085,202325,201976,201933,201599,203926,203124,202498,1628422,201196,NA
552,4,1628393,202325,201976,201933,201599,203926,203124,202498,1628422,201196,NA
575,4,1628393,202325,201976,201933,201599,203926,203124,202498,203501,201196,NA
576,4,1628393,202325,201976,201933,201599,203926,203124,204001,203501,201196,NA
597,4,1628393,202325,203085,201933,201599,203926,203124,204001,203501,201196,NA
603,4,1628393,202325,203085,201933,201599,203926,202683,204001,203501,201196,NA
610,4,1628393,202325,101150,201933,201599,203926,202683,204001,203501,201196,NA
621,4,1628393,202325,101150,203710,201599,203926,202683,204001,203501,201196,NA
622,4,1628393,1626155,101150,203710,201599,203926,202683,204001,203501,201196,NA
627,4,1628393,1626155,101150,203710,201599,203926,202683,204001,1628422,201196,NA
637,4,1628393,1626155,101150,203710,201599,203926,202683,1626195,1628422,201196,NA
639,4,1628393,1626155,101150,203710,203186,203926,202683,1626195,1628422,201196,NA
640,4,1628393,1626155,1628414,203710,203186,203926,202683,1626195,1628422,201196,NA
638,4,1628393,1626155,1628414,203710,203186,203926,201563,1626195,1628422,201196,NA
673,4,1628393,1626155,1628414,203710,203186,203124,201563,1626195,1628422,201196,NA
674,4,1628393,203966,1628414,203710,203186,203124,201563,1626195,1628422,201196,NA
