EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,203496,203967,101161,200755,1627732,201163,203999,203486,203914,1627750
33,1,203496,203967,101161,204456,1627732,201163,203999,203486,203914,1627750
40,1,203496,201573,101161,204456,1627732,201163,203999,203486,203914,1627750
61,1,203496,201573,101161,204456,1627732,201163,203999,203115,203914,1627750
62,1,203496,201573,203967,204456,1627732,201163,203999,203115,203914,1627750
63,1,203496,201573,203967,204456,1626158,201163,203999,203115,203914,1627750
75,1,203496,201573,203967,204456,1626158,1626168,203999,203115,203914,1627750
93,1,203496,1627789,203967,204456,1626158,1626168,203999,203115,203914,1627750
94,1,200755,1627789,203967,204456,1626158,1626168,203999,203115,203914,1627750
106,1,200755,1627789,203967,204456,1626158,1626168,203999,203115,203914,1628470
107,1,200755,1627789,1627732,204456,1626158,1626168,203999,203115,203914,1628470
108,1,200755,1627789,1627732,202344,1626158,1626168,203999,203115,203914,1628470
121,1,200755,1627789,1627732,202344,1626158,1626168,203486,203115,203914,1628470
165,2,203967,200755,1627732,204456,202344,201163,203999,1627750,203115,1626168
183,2,203967,101161,1627732,204456,202344,201163,203999,1627750,203115,1626168
184,2,203967,101161,1627732,204456,203496,201163,203999,1627750,203115,1626168
197,2,203967,101161,1627789,204456,203496,201163,203999,1627750,203115,1626168
232,2,203967,101161,1627789,204456,203496,201163,203914,1627750,203115,1626168
233,2,203967,101161,1627789,204456,203496,201163,203914,203486,203115,1626168
234,2,203967,1626158,1627789,204456,203496,201163,203914,203486,203115,1626168
248,2,203967,1626158,1627789,204456,203496,201163,203914,203486,1628470,1626168
249,2,203967,1626158,1627789,204456,203496,201163,203914,203486,1628470,1627750
250,2,203967,1626158,1627732,204456,203496,201163,203914,203486,1628470,1627750
251,2,202344,1626158,1627732,204456,203496,201163,203914,203486,1628470,1627750
267,2,202344,1626158,1627732,200755,203496,201163,203914,203486,1628470,1627750
287,2,202344,1626158,1627732,200755,203496,201163,203914,203486,203115,1627750
288,2,202344,1626158,1627732,200755,203496,201163,203914,203999,203115,1627750
289,2,202344,1626158,1627732,200755,1627789,201163,203914,203999,203115,1627750
290,2,203967,1626158,1627732,200755,1627789,201163,203914,203999,203115,1627750
327,3,203496,203967,101161,200755,1627732,201163,203999,203486,203914,1627750
374,3,203496,201573,101161,200755,1627732,201163,203999,203486,203914,1627750
375,3,203496,201573,101161,1626158,1627732,201163,203999,203486,203914,1627750
376,3,203496,201573,204456,1626158,1627732,201163,203999,203486,203914,1627750
394,3,203496,201573,204456,1626158,1627732,203115,203999,203486,203914,1627750
399,3,203496,201573,204456,1626158,203967,203115,203999,203486,203914,1627750
416,3,203496,201573,204456,1626158,203967,203115,203999,1626168,203914,1627750
432,3,203496,201573,204456,1626158,203967,203115,203999,1626168,203914,201163
433,3,203496,201573,204456,1626158,202344,203115,203999,1626168,203914,201163
434,3,203496,201573,204456,101161,202344,203115,203999,1626168,203914,201163
444,3,203496,201573,204456,101161,202344,203115,203486,1626168,203914,201163
474,3,203496,201573,204456,101161,202344,203115,203486,1626168,203914,1627750
476,3,203496,201573,204456,101161,202344,203115,203486,1626168,201163,1627750
491,3,203496,201573,204456,203967,202344,203115,203486,1626168,201163,1627750
507,4,203967,200755,1627732,201573,202344,203486,203914,1627750,203115,1626168
524,4,203967,200755,1627732,201573,202344,203999,203914,1627750,203115,1626168
543,4,203967,200755,1627732,201573,101161,203999,203914,1627750,203115,1626168
569,4,203967,203496,1627732,201573,101161,203999,203914,1627750,203115,1626168
584,4,203967,203496,1627732,201573,101161,203999,203914,1627750,201163,1626168
585,4,203967,203496,1627732,204456,101161,203999,203914,1627750,201163,1626168
600,4,203967,203496,1627732,204456,1626158,203999,203914,1627750,201163,1626168
613,4,203967,203496,200755,204456,1626158,203999,203914,1627750,201163,1626168
632,4,203967,203496,200755,204456,101161,203999,203914,1627750,201163,1626168
634,4,203967,203496,200755,1627732,101161,203999,203914,1627750,201163,1626168
638,4,203967,203496,200755,1627732,101161,203999,203115,1627750,201163,1626168
647,4,203967,203496,200755,1627732,201573,203999,203115,1627750,201163,1626168
654,4,203967,203496,200755,1627732,201573,203999,203115,1627750,203914,1626168
679,4,203967,203496,200755,1627732,201573,201163,203115,1627750,203914,1626168
680,4,203967,203496,200755,1627732,201573,201163,203115,1628470,203914,1626168
686,4,203967,203496,200755,1627732,201573,201163,203115,203999,203914,1626168
688,4,204456,203496,200755,1627732,201573,201163,203115,203999,203914,1626168
692,4,204456,203496,200755,1627732,201573,1627750,203115,203999,203914,1626168
693,4,203967,203496,200755,1627732,201573,1627750,203115,203999,203914,1626168
699,4,203967,203496,200755,1627732,201573,1627750,203115,201163,203914,1626168
