EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5,AWAY_6
2,1,202498,204001,202683,201584,101127,202734,203076,202326,201950,200765,NA
78,1,202498,204001,202683,201584,101127,202734,203076,202326,203121,200765,NA
79,1,203926,204001,202683,201584,101127,202734,203076,202326,203121,200765,NA
80,1,203926,204001,202683,201584,1628373,202734,203076,202326,203121,200765,NA
92,1,203926,204001,202683,201584,1628373,202734,203076,201967,203121,200765,NA
111,1,203926,204001,203124,201584,1628373,202734,203076,201967,203121,200765,NA
121,1,203926,204001,203124,201584,1628373,202734,203076,201967,203121,2749,NA
144,1,203926,204001,203124,201584,1628373,202734,202326,201967,203121,2749,NA
145,1,203926,201563,203124,201584,1628373,202734,202326,201967,203121,2749,NA
167,2,203926,1628373,203124,201563,1627758,202326,203121,201967,2749,203546,NA
214,2,203926,1628373,203124,201563,1627758,202326,203121,201967,201950,203546,NA
215,2,203926,1628373,203124,201563,1627758,202326,203121,203076,201950,203546,NA
232,2,203926,1628373,203124,201563,1627758,202326,203121,203076,201950,200765,NA
233,2,203926,201196,203124,201563,1627758,202326,203121,203076,201950,200765,NA
243,2,203926,201196,203124,201563,1627758,202326,202734,203076,201950,200765,NA
255,2,204001,201196,203124,201563,1627758,202326,202734,203076,201950,200765,NA
267,2,204001,201196,203124,201563,1627758,202326,202734,203076,203121,200765,NA
275,2,204001,201196,203124,201563,201584,202326,202734,203076,203121,200765,NA
290,2,204001,202498,203124,201563,201584,202326,202734,203076,203121,200765,NA
291,2,204001,202498,203124,1628373,201584,202326,202734,203076,203121,200765,NA
301,2,204001,202498,202683,1628373,201584,202326,202734,203076,203121,200765,NA
350,3,202498,204001,202683,201584,101127,202734,203076,202326,201950,200765,203124
414,3,202498,201563,202683,201584,101127,202734,203076,202326,201950,200765,203124
422,3,203926,201563,202683,201584,101127,202734,203076,202326,201950,200765,203124
423,3,203926,201563,202683,201584,1628373,202734,203076,202326,201950,200765,203124
426,3,203926,201563,202683,201584,1628373,202734,203076,203121,201950,200765,203124
643,3,203926,201563,203124,201584,1628373,202734,203076,203121,201950,200765,203124
476,3,203926,201563,203124,201584,1628373,202734,203546,203121,201950,200765,203124
477,3,203926,201563,203124,201584,1628373,202326,203546,203121,201950,200765,203124
483,3,203926,201563,201149,201584,1628373,202326,203546,203121,201950,200765,203124
494,4,203926,1628373,201563,1627758,201149,202326,201950,203121,201967,203546,NA
510,4,203926,1628373,201563,101127,201149,202326,201950,203121,201967,203546,NA
519,4,203926,1628373,204001,101127,201149,202326,201950,203121,201967,203546,NA
550,4,203926,1628373,204001,101127,201149,202326,201950,203121,203076,203546,NA
551,4,201584,1628373,204001,101127,201149,202326,201950,203121,203076,203546,NA
560,4,201584,1628373,204001,101127,201149,202326,201950,203121,203076,200765,NA
592,4,201584,1628373,204001,101127,201149,202326,201950,202734,203076,200765,NA
593,4,201584,201563,204001,101127,201149,202326,201950,202734,203076,200765,NA
607,4,201584,201563,204001,101127,201149,202326,201950,203121,203076,200765,NA
626,4,201584,201563,204001,101127,201149,202326,201950,203121,203076,201967,NA
635,4,201584,202498,204001,101127,201149,202326,201950,203121,203076,200765,NA
