EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,203077,101107,2730,201587,202689,203496,203967,203954,200755,1627732
43,1,203077,101107,2730,201587,202689,203496,203967,203954,201158,1627732
54,1,203077,101107,2730,201587,202689,203496,203967,1626158,201158,1627732
70,1,203077,101107,2730,201587,202689,204456,203967,1626158,201158,1627732
84,1,203077,101107,2730,201587,202689,204456,101141,1626158,201158,1627732
85,1,203077,1626163,2730,201587,202689,204456,101141,1626158,201158,1627732
88,1,203077,1626163,2730,201587,202689,204456,101141,1626158,201158,200755
92,1,203087,1626163,2730,201587,202689,204456,101141,1626158,201158,200755
97,1,203087,1626163,2730,201587,202689,204456,101141,203954,201158,200755
102,1,203087,1626163,2730,201587,202689,204456,101141,203954,1627789,200755
113,1,203087,1626163,1626195,201587,202689,204456,101141,203954,1627789,200755
117,1,203087,1626163,1626195,201587,203487,204456,101141,203954,1627789,200755
158,2,1626163,203087,1626195,203487,1626203,203954,201158,204456,101141,1627789
171,2,1626163,203087,1626195,203487,1626203,203954,201158,204456,101141,203496
176,2,1626163,203087,1626195,203487,1626203,203954,201158,204456,203967,203496
192,2,1626163,203087,1626195,203487,1626203,203954,201158,1626158,203967,203496
193,2,1626163,203087,1626195,203487,1626203,1627732,201158,1626158,203967,203496
199,2,1626163,203087,1626195,203487,1626203,1627732,201158,101141,203967,203496
222,2,1626163,203087,1626195,202689,1626203,1627732,201158,1626158,203967,203496
233,2,1626163,203087,1626195,202689,1626203,1627732,200755,1626158,203967,203496
234,2,1626163,203077,1626195,202689,1626203,1627732,200755,1626158,203967,203496
235,2,1626163,203077,1626195,202689,201587,1627732,200755,1626158,203967,203496
245,2,1626163,203077,101107,202689,201587,1627732,200755,1626158,203967,203496
272,2,1626163,203077,101107,202689,201587,1627732,200755,203954,203967,203496
273,2,1626163,203077,101107,202689,201587,1627732,200755,203954,203967,204456
285,2,1626163,203077,1626203,202689,201587,1627732,200755,203954,203967,204456
301,2,1626163,203487,1626203,202689,201587,1627732,200755,203954,203967,204456
306,2,1626163,203487,1626203,202689,201587,1627732,200755,203954,203496,204456
307,2,1626163,203487,1626203,202689,201587,1627732,200755,1626158,203496,204456
325,3,203077,101107,2730,201587,202689,203496,203967,203954,200755,1627732
383,3,203077,101107,2730,201587,202689,203496,203967,101141,200755,1627732
400,3,203077,101107,2730,201587,202689,203496,201158,101141,200755,1627732
401,3,203077,101107,2730,201587,202689,203496,201158,101141,1626158,1627732
419,3,203077,101107,2730,201587,202689,204456,201158,101141,1626158,1627732
432,3,203077,1626163,2730,201587,202689,204456,201158,101141,1626158,1627732
437,3,203077,1626163,2730,201587,202689,204456,201158,101141,203954,1627732
438,3,203077,1626163,2730,201587,202689,204456,201158,101141,203954,200755
448,3,203077,1626163,2730,201587,202689,204456,203496,101141,203954,200755
449,3,203077,1626163,1626195,201587,202689,204456,203496,101141,203954,200755
450,3,203087,1626163,1626195,201587,202689,204456,203496,101141,203954,200755
469,3,203087,1626163,1626195,203487,202689,204456,203496,101141,203954,200755
498,4,201587,1626163,203087,1626195,203487,203496,203967,203954,200755,204456
518,4,201587,1626163,203087,1626195,203487,203496,203967,203954,200755,1627732
526,4,203077,1626163,203087,1626195,203487,203496,203967,203954,200755,1627732
527,4,203077,1626163,203087,1626195,202689,203496,203967,203954,200755,1627732
533,4,203077,1626163,203087,1626195,202689,203496,203967,203954,201158,1627732
534,4,203077,1626163,203087,1626195,202689,203496,203967,101141,201158,1627732
557,4,203077,1626163,203087,101107,202689,203496,203967,101141,201158,1627732
569,4,203077,1626163,203087,101107,202689,203496,200755,101141,201158,1627732
570,4,203077,1626163,203087,101107,202689,203496,200755,101141,203954,1627732
571,4,203077,2730,203087,101107,202689,203496,200755,101141,203954,1627732
617,4,203077,2730,201587,101107,202689,203496,200755,101141,203954,1627732
641,4,203077,2730,201587,101107,202689,203496,200755,101141,204456,1627732
643,4,203077,2730,201587,1626163,202689,203496,200755,101141,204456,1627732
644,4,203087,2730,201587,1626163,202689,203496,200755,101141,204456,1627732
