PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Maurice Harkless,203090,POR,1
Al-Farouq Aminu,202329,POR,1
Enes Kanter,202683,POR,1
CJ McCollum,203468,POR,1
Damian Lillard,203081,POR,1
Jemerrio Jones,1629203,LAL,1
Mike Muscala,203488,LAL,1
JaVale McGee,201580,LAL,1
Kentavious Caldwell-Pope,203484,LAL,1
Alex Caruso,1627936,LAL,1
Rodney Hood,203918,POR,2
Seth Curry,203552,POR,2
Evan Turner,202323,POR,2
Zach Collins,1628380,POR,2
Jake Layman,1627774,POR,2
Jemerrio Jones,1629203,LAL,2
Mike Muscala,203488,LAL,2
Alex Caruso,1627936,LAL,2
Johnathan Williams,1629140,LAL,2
Moritz Wagner,1629021,LAL,2
Maurice Harkless,203090,POR,3
Al-Farouq Aminu,202329,POR,3
Enes Kanter,202683,POR,3
CJ McCollum,203468,POR,3
Damian Lillard,203081,POR,3
Jemerrio Jones,1629203,LAL,3
Mike Muscala,203488,LAL,3
JaVale McGee,201580,LAL,3
Kentavious Caldwell-Pope,203484,LAL,3
Alex Caruso,1627936,LAL,3
Rodney Hood,203918,POR,4
Seth Curry,203552,POR,4
Evan Turner,202323,POR,4
Zach Collins,1628380,POR,4
Jake Layman,1627774,POR,4
Jemerrio Jones,1629203,LAL,4
Kentavious Caldwell-Pope,203484,LAL,4
Alex Caruso,1627936,LAL,4
Johnathan Williams,1629140,LAL,4
Moritz Wagner,1629021,LAL,4
