PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Mikal Bridges,1628969,PHX,1
Dragan Bender,1627733,PHX,1
Ray Spalding,1629034,PHX,1
Josh Jackson,1628367,PHX,1
Elie Okobo,1629059,PHX,1
Justin Jackson,1628382,DAL,1
Dirk Nowitzki,1717,DAL,1
Dwight Powell,203939,DAL,1
Devin Harris,2734,DAL,1
Luka Doncic,1629029,DAL,1
Mikal Bridges,1628969,PHX,2
Ray Spalding,1629034,PHX,2
Troy Daniels,203584,PHX,2
Jamal Crawford,2037,PHX,2
De'Anthony Melton,1629001,PHX,2
Dirk Nowitzki,1717,DAL,2
Dwight Powell,203939,DAL,2
Devin Harris,2734,DAL,2
Jalen Brunson,1628973,DAL,2
Ryan Broekhoff,1629151,DAL,2
Mikal Bridges,1628969,PHX,3
Dragan Bender,1627733,PHX,3
Ray Spalding,1629034,PHX,3
Josh Jackson,1628367,PHX,3
Elie Okobo,1629059,PHX,3
Justin Jackson,1628382,DAL,3
Dirk Nowitzki,1717,DAL,3
Dwight Powell,203939,DAL,3
Devin Harris,2734,DAL,3
Luka Doncic,1629029,DAL,3
Ray Spalding,1629034,PHX,4
Josh Jackson,1628367,PHX,4
Jamal Crawford,2037,PHX,4
De'Anthony Melton,1629001,PHX,4
Jimmer Fredette,202690,PHX,4
Dwight Powell,203939,DAL,4
Jalen Brunson,1628973,DAL,4
Dorian Finney-Smith,1627827,DAL,4
Ryan Broekhoff,1629151,DAL,4
Trey Burke,203504,DAL,4
