player.name,player.id,team.abbreviation,period
Bogdan Bogdanovic,203992,SAC,1
Nemanja Bjelica,202357,SAC,1
Willie Cauley-Stein,1626161,SAC,1
Buddy Hield,1627741,SAC,1
De'Aaron Fox,1628368,SAC,1
Harrison Barnes,203084,DAL,1
Luka Doncic,1629029,DAL,1
DeAndre Jordan,201599,DAL,1
Wesley Matthews,202083,DAL,1
Jalen Brunson,1628973,DAL,1
Willie Cauley-Stein,1626161,SAC,2
Buddy Hield,1627741,SAC,2
Justin Jackson,1628382,SAC,2
Troy Williams,1627786,SAC,2
Yogi Ferrell,1627812,SAC,2
Jalen Brunson,1628973,DAL,2
Dwight Powell,203939,DAL,2
Dirk Nowitzki,1717,DAL,2
Devin Harris,2734,DAL,2
Ryan Broekhoff,1629151,DAL,2
Bogdan Bogdanovic,203992,SAC,3
Nemanja Bjelica,202357,SAC,3
Willie Cauley-Stein,1626161,SAC,3
Buddy Hield,1627741,SAC,3
De'Aaron Fox,1628368,SAC,3
Harrison Barnes,203084,DAL,3
Luka Doncic,1629029,DAL,3
DeAndre Jordan,201599,DAL,3
Wesley Matthews,202083,DAL,3
Jalen Brunson,1628973,DAL,3
Bogdan Bogdanovic,203992,SAC,4
Justin Jackson,1628382,SAC,4
Kosta Koufos,201585,SAC,4
Troy Williams,1627786,SAC,4
Yogi Ferrell,1627812,SAC,4
Jalen Brunson,1628973,DAL,4
Dorian Finney-Smith,1627827,DAL,4
Dwight Powell,203939,DAL,4
Devin Harris,2734,DAL,4
Maxi Kleber,1628467,DAL,4
