PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Jared Dudley,201162,BKN,1
Joe Harris,203925,BKN,1
Jarrett Allen,1628386,BKN,1
Caris LeVert,1627747,BKN,1
D'Angelo Russell,1626156,BKN,1
Damyean Dotson,1628422,NYK,1
Noah Vonleh,203943,NYK,1
Mitchell Robinson,1629011,NYK,1
Tim Hardaway Jr.,203501,NYK,1
Frank Ntilikina,1628373,NYK,1
Joe Harris,203925,BKN,2
Allen Crabbe,203459,BKN,2
Spencer Dinwiddie,203915,BKN,2
Shabazz Napier,203894,BKN,2
Ed Davis,202334,BKN,2
Mario Hezonja,1626209,NYK,2
Enes Kanter,202683,NYK,2
Allonzo Trier,1629019,NYK,2
Trey Burke,203504,NYK,2
Lance Thomas,202498,NYK,2
Jared Dudley,201162,BKN,3
Joe Harris,203925,BKN,3
Jarrett Allen,1628386,BKN,3
Caris LeVert,1627747,BKN,3
D'Angelo Russell,1626156,BKN,3
Damyean Dotson,1628422,NYK,3
Noah Vonleh,203943,NYK,3
Mitchell Robinson,1629011,NYK,3
Tim Hardaway Jr.,203501,NYK,3
Frank Ntilikina,1628373,NYK,3
Joe Harris,203925,BKN,4
Rondae Hollis-Jefferson,1626178,BKN,4
Allen Crabbe,203459,BKN,4
Spencer Dinwiddie,203915,BKN,4
Shabazz Napier,203894,BKN,4
Mario Hezonja,1626209,NYK,4
Enes Kanter,202683,NYK,4
Allonzo Trier,1629019,NYK,4
Trey Burke,203504,NYK,4
Lance Thomas,202498,NYK,4
