eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,200782,202693,203458,101123,202339,2399,2200,201149,202710,201565
53,1,200782,202693,203458,202688,202339,2399,2200,201149,202710,201565
64,1,202694,202693,203458,202688,202339,2399,2200,201149,202710,201565
75,1,202694,202693,203458,202688,202339,2399,2200,201959,202710,201565
76,1,202694,202693,203458,202688,202339,2399,2200,201959,202710,201166
77,1,202694,201148,203458,202688,202339,2399,2200,201959,202710,201166
88,1,202694,201148,203458,202688,203462,2399,2200,201959,202710,201166
111,1,202694,201148,203458,202688,203462,203503,2200,201959,202710,201166
117,2,202693,202688,202694,201148,203462,201149,201959,201166,203503,202703
159,2,202693,202688,202694,201148,203462,201149,201959,201565,203503,202703
160,2,202693,202688,202694,201148,203462,201149,201959,201565,202710,202703
161,2,202693,202339,202694,201148,203462,201149,201959,201565,202710,202703
168,2,202693,202339,202694,201148,200782,201149,201959,201565,202710,202703
174,2,202693,202339,202694,201148,200782,2200,201959,201565,202710,202703
185,2,202693,202339,202694,203458,200782,2200,201959,201565,202710,202703
186,2,202693,202339,202694,203458,200782,2200,201959,201565,202710,2399
187,2,202693,202339,202694,203458,200782,2200,201959,201166,202710,2399
207,2,202693,202339,202694,203458,200782,2200,201149,201166,202710,2399
220,2,202693,202339,202694,203458,202688,2200,201149,201166,202710,2399
226,2,202693,202339,202694,201148,202688,2200,201149,201166,202710,2399
233,3,200782,202693,203458,101123,202339,2399,2200,201149,202710,201565
281,3,200782,202693,203458,202688,202339,2399,2200,201149,202710,201565
300,3,200782,202693,203458,202688,202339,2399,2200,201959,202710,201565
311,3,200782,201148,203458,202688,202339,2399,2200,201959,202710,201565
319,3,200782,201148,203458,202688,202339,2399,2200,201959,202710,201166
326,3,203462,201148,203458,202688,202339,2399,2200,201959,202710,201166
327,3,203462,201148,203458,202688,202694,2399,2200,201959,202710,201166
348,3,203462,201148,203458,202688,202694,2399,2200,201959,203503,201166
358,4,202693,202688,202694,201148,203462,201149,201959,201166,203503,202703
393,4,202693,202688,202694,201148,203462,201149,201959,201565,203503,202703
394,4,202693,203458,202694,201148,203462,201149,201959,201565,203503,202703
395,4,202693,203458,202694,200782,203462,201149,201959,201565,203503,202703
396,4,202693,203458,202694,200782,202339,201149,201959,201565,203503,202703
401,4,202693,203458,202694,200782,202339,201149,201959,201565,203503,202710
433,4,202693,203458,202694,200782,202339,201149,2200,201565,203503,202710
