eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,202325,2430,201941,977,202391,202694,202693,203101,201609,202339
47,1,202325,2430,201941,977,202391,202694,202693,203458,201609,202339
75,1,202325,2430,201941,977,202391,202694,202693,203458,202738,202339
76,1,202325,2430,202334,977,202391,202694,202693,203458,202738,202339
82,1,202325,2430,202334,101179,202391,202694,202693,203458,202738,202339
101,1,202325,2430,202334,101179,202391,202694,202693,203458,202738,101123
116,1,202325,2430,202334,101179,202391,203462,202693,203458,202738,101123
118,1,202325,2430,202334,101179,201961,203462,202693,203458,202738,101123
137,2,201941,202334,101179,201961,203903,203101,202738,101123,203462,201229
159,2,201941,202334,101179,201961,203903,203101,202738,101123,201609,201229
169,2,201941,202334,101179,201961,977,203101,202738,101123,201609,201229
178,2,201941,202334,101179,201961,977,203101,202339,101123,201609,201229
179,2,201941,202334,101179,201961,977,203101,202339,202694,201609,201229
189,2,201941,202334,101179,201961,977,203458,202339,202694,201609,201229
195,2,201941,202334,101179,201961,977,203458,202339,202694,201609,202693
217,2,201941,202325,101179,201961,977,203458,202339,202694,201609,202693
218,2,201941,202325,101179,2430,977,203458,202339,202694,201609,202693
226,2,201941,202325,202391,2430,977,203458,202339,202694,201609,202693
232,2,202334,202325,202391,2430,977,203458,202339,202694,201609,202693
249,2,202334,202325,202391,2430,977,203458,202738,202694,201609,202693
262,3,202325,2430,201941,977,202391,202694,202693,203101,201609,202339
314,3,202325,2430,201941,977,202391,202694,202693,203458,201609,202339
324,3,202325,202334,201941,977,202391,202694,202693,203458,201609,202339
332,3,202325,202334,201941,977,101179,202694,202693,203458,201609,202339
333,3,202325,202334,201941,977,101179,202694,101183,203458,201609,202339
346,3,202325,202334,201941,977,101179,202694,101183,203458,202738,202339
356,3,202325,202334,201961,977,101179,202694,101183,203458,202738,202339
365,3,202325,202334,201961,977,101179,202694,101183,101123,202738,202339
395,3,202325,202334,201961,977,101179,202694,101183,101123,202738,203898
414,4,202334,101179,201961,203903,203135,203101,202738,101123,101183,203898
477,4,202334,101179,201961,203903,203135,203101,203462,101123,101183,203898
478,4,202334,101179,201961,203903,203135,203101,203462,101123,201229,203898
506,4,202334,101179,201961,203903,203135,101183,203462,101123,201229,203898
