eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,201936,203076,201582,201569,201950,200752,201574,202326,203463,201954
59,1,201936,203076,201583,201569,201950,200752,201574,202326,203463,201954
71,1,201936,203076,201583,203085,201950,200752,201574,202326,203463,201954
76,1,202337,203076,201583,203085,201950,200752,201574,202326,203463,201954
77,1,202337,203076,201583,203085,201950,203492,201574,202326,203463,201954
94,1,202337,203076,201583,203085,201950,203492,203917,202326,203463,201954
95,1,202337,203076,201583,203085,201950,203492,203917,202326,201171,201954
96,1,202337,203076,201583,203085,2422,203492,203917,202326,201171,201954
115,2,201582,201583,203085,202337,2422,201574,203492,203917,201171,201956
144,2,201582,201583,203085,202337,201569,201574,203492,203917,201171,201956
145,2,201582,201583,203085,202337,201569,200752,203492,203917,201171,201956
161,2,203076,201583,203085,202337,201569,200752,203492,203917,201171,201956
165,2,203076,201583,203085,202337,201569,200752,202326,203917,201171,201956
166,2,203076,201583,203085,202337,201569,200752,202326,201954,201171,201956
167,2,203076,201583,203085,202337,201569,200752,202326,201954,203463,201956
180,2,203076,201583,203085,201936,201569,200752,202326,201954,203463,201956
191,2,203076,202337,203085,201936,201569,200752,202326,201954,203463,201956
192,2,203076,202337,201950,201936,201569,200752,202326,201954,203463,201956
212,2,203076,202337,201950,201936,201569,200752,201574,201954,203463,201956
222,2,203076,201583,201950,201936,201569,200752,201574,201954,203463,201956
233,2,203076,201583,201950,201936,201569,200752,200797,201954,203463,201956
243,3,201936,203076,201582,201569,201950,200752,201574,202326,203463,201954
299,3,201936,203076,201582,201569,201950,200752,201574,202326,203917,201954
300,3,201936,203076,201583,201569,201950,200752,201574,202326,203917,201954
321,3,201936,203076,201583,201569,201950,203492,201574,202326,203917,201954
322,3,201936,203076,201583,201569,201950,203492,201956,202326,203917,201954
323,3,201936,203076,201583,201569,201950,203492,201956,202326,203917,201171
324,3,202337,203076,201583,201569,201950,203492,201956,202326,203917,201171
339,3,202337,203076,201583,203085,201950,203492,201956,202326,203917,201171
362,4,203076,201950,201583,203085,202337,200752,203492,203917,201171,201956
371,4,203076,201569,201583,203085,202337,200752,203492,203917,201171,201956
382,4,201582,201569,201583,203085,202337,200752,203492,203917,201171,201956
401,4,201936,201569,201583,203085,202337,200752,203492,203917,201171,201956
402,4,201936,201569,201583,203085,203076,200752,203492,203917,201171,201956
426,4,201936,201569,201583,203085,203076,200752,203492,203917,202326,201956
427,4,201936,201569,201583,201950,203076,200752,203492,203917,202326,201956
436,4,201936,201569,201583,201950,203076,200752,203492,203463,202326,201956
446,4,201936,201569,201583,201950,203076,200752,201954,203463,202326,201956
