eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2440,201933,201599,200755,101108,202323,101138,203092,202340,203935
40,1,2440,201933,201599,200755,101108,202323,101138,203092,202340,202738
41,1,2440,201933,201599,200755,101108,202323,203109,203092,202340,202738
90,1,2440,201933,201599,200755,101108,202323,203109,203482,202340,202738
91,1,2440,201933,201599,200755,101108,203540,203109,203482,202340,202738
92,1,2440,201933,201599,203085,101108,203540,203109,203482,202340,202738
105,1,201150,201933,201599,203085,101108,203540,203109,203482,202340,202738
106,1,201150,2045,201599,203085,101108,203540,203109,203482,202340,202738
115,1,201150,2045,201599,203085,101108,203540,201973,203482,202340,202738
116,1,201150,2045,201175,203085,101108,203540,201973,203482,202340,202738
127,2,200755,203085,201150,2045,201175,203935,202738,203482,203540,201973
141,2,200755,203085,201150,2045,201175,203935,202738,101138,203540,201973
160,2,200755,203085,201150,2045,201175,203935,202323,101138,203540,201973
161,2,200755,203085,201150,2045,201175,203935,202323,101138,203515,201973
180,2,200755,203085,201150,2045,201175,202340,202323,101138,203515,201973
181,2,200755,203085,201150,2045,201175,202340,202323,101138,203515,203092
188,2,200755,101108,201150,2045,201175,202340,202323,101138,203515,203092
189,2,200755,101108,201599,2045,201175,202340,202323,101138,203515,203092
190,2,200755,101108,201599,201933,201175,202340,202323,101138,203515,203092
191,2,200755,101108,201599,201933,2440,202340,202323,101138,203515,203092
209,2,200755,101108,201599,201933,2440,202340,202323,101138,203515,203482
210,2,200755,101108,201599,201933,2440,203109,202323,101138,203515,203482
211,2,200755,101108,201599,201933,2440,203109,202323,101138,202738,203482
222,2,203085,101108,201599,201933,2440,203109,202323,101138,202738,203482
261,2,203085,101108,201599,201933,2440,203109,202323,101138,202738,203092
262,2,200755,101108,201599,201933,2440,203109,202323,101138,202738,203092
274,2,200755,101108,201599,201933,2440,203109,202323,101138,202738,201973
275,2,2563,101108,201599,201933,2440,203109,202323,101138,202738,201973
281,2,2563,101108,201599,201933,2440,203109,202323,101138,202738,203092
282,2,2563,101108,200755,201933,2440,203109,202323,101138,202738,203092
293,3,2440,201933,201599,200755,101108,202323,101138,202340,203109,201973
319,3,2440,201933,201599,200755,101108,202323,101138,202340,203109,203092
328,3,2440,201933,201599,200755,101108,202323,101138,202340,202738,203092
331,3,2440,201933,201599,203085,101108,202323,101138,202340,202738,203092
369,3,2440,201933,201150,200755,101108,202323,101138,202340,202738,203092
381,3,2440,201933,201150,203085,101108,202323,101138,202340,202738,203092
382,3,2440,201933,201150,203085,101108,202323,101138,203935,202738,203092
383,3,2440,201933,201150,203085,101108,202323,203482,203935,202738,203092
410,3,2563,201933,201150,203085,101108,202323,203482,203935,202738,203092
416,4,200755,203085,201150,2045,201175,203935,202738,203482,203540,201973
445,4,200755,203085,201150,2045,201175,203935,203515,203482,203540,201973
455,4,203912,203085,201150,2045,201175,203935,203515,203482,203540,201973
487,4,203912,203085,201150,2045,201175,203109,203515,203482,203540,201973
501,4,201991,203085,201150,2045,201175,203109,203515,203482,203540,201973
511,4,201991,101108,201150,2045,201175,203109,203515,203482,203540,201973
512,4,201991,101108,200755,2045,201175,203109,203515,203482,203540,201973
513,4,201991,101108,200755,201599,201175,203109,203515,203482,203540,201973
514,4,201991,101108,200755,201599,2440,203109,203515,203482,203540,201973
515,4,201933,101108,200755,201599,2440,203109,203515,203482,203540,201973
534,4,201933,101108,200755,201599,2440,203109,202738,203482,203540,201973
