eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,home.6
0,1,2207,708,203486,203508,101127,201145,203096,203092,202340,203935,NA
47,1,2207,201572,203486,203508,101127,201145,203096,203092,202340,203935,NA
64,1,2207,201572,203486,203508,101127,201145,203096,203092,202340,2749,NA
65,1,2207,201572,203486,203508,101127,201145,203096,203482,202340,2749,NA
89,1,2207,201572,203486,203508,101127,201145,203096,203482,202323,2749,NA
93,1,101187,201572,203486,203508,101127,201145,203096,203482,202323,2749,NA
99,1,101187,201572,203486,203508,101127,201145,201148,203482,202323,2749,NA
111,1,101187,101114,203486,203508,101127,201145,201148,203482,202323,2749,NA
112,1,101187,101114,203486,203508,101127,203109,201148,203482,202323,2749,NA
118,2,708,101187,101114,202711,203141,2749,203482,202323,201148,203109,NA
140,2,708,101187,101114,202711,203141,203935,203482,202323,201148,203109,NA
185,2,203486,101187,101114,202711,203141,203935,203482,202323,201148,203109,NA
186,2,203486,101187,101114,2207,203141,203935,203482,202323,201148,203109,NA
187,2,203486,101187,101114,2207,203141,203935,203482,202323,203096,203109,NA
188,2,203486,101187,101114,2207,203141,203935,203482,202340,203096,203109,NA
212,2,203486,101187,101114,2207,203141,203935,203482,202340,203096,201145,NA
213,2,203486,101187,101114,2207,203141,203935,203092,202340,203096,201145,NA
214,2,203486,101187,101127,2207,203141,203935,203092,202340,203096,201145,NA
217,2,203486,203508,101127,2207,203141,203935,203092,202340,203096,201145,NA
226,2,203486,203508,101127,2207,203141,2749,203092,202340,203096,201145,NA
258,3,2207,708,203486,203508,101127,201145,203096,203092,202340,203935,NA
320,3,2207,201572,203486,203508,101127,201145,203096,203092,202340,203935,NA
321,3,2207,201572,203486,101114,101127,201145,203096,203092,202340,203935,NA
322,3,2207,201572,203141,101114,101127,201145,203096,203092,202340,203935,NA
335,3,2207,201572,203141,101114,101127,201145,203482,203092,202340,203935,NA
347,3,2207,201572,203141,101114,101127,201145,203482,203092,202323,203935,NA
358,3,101187,201572,203141,101114,101127,201145,203482,203092,202323,203935,NA
359,3,101187,201572,203141,101114,101127,201145,203482,203092,202323,2749,NA
376,4,101127,201572,101187,101114,203141,203092,2749,203482,202323,201148,203109
387,4,101127,203486,101187,101114,203141,203092,2749,203482,202323,201148,203109
388,4,202711,203486,101187,101114,203141,203092,2749,203482,202323,201148,203109
390,4,202711,203486,101187,101114,203141,101138,2749,203482,202323,201148,203109
412,4,202711,203486,101187,101114,2207,101138,2749,203482,202323,201148,203109
426,4,202711,203486,101187,101114,2207,101138,2749,203482,202340,201148,203109
427,4,202711,203486,101187,101114,2207,101138,203935,203482,202340,201148,203109
428,4,202711,203486,101187,101114,2207,101138,203935,203096,202340,201148,203109
429,4,202711,203486,101187,101114,2207,201145,203935,203096,202340,201148,203109
438,4,202711,203486,101187,101127,2207,201145,203935,203096,202340,201148,203109
446,4,203508,203486,101187,101127,2207,201145,203935,203096,202340,201148,203109
473,4,203508,203486,101187,101127,2207,201145,203482,203096,202340,201148,203109
483,4,203508,201572,101187,101127,2207,201145,203482,203096,202340,201148,203109
504,4,203508,203486,101187,101127,2207,201145,203482,203096,202340,203096,203109
508,4,203508,203486,101187,101127,2207,201145,203482,201148,202340,201148,203109
509,4,203508,203486,101187,101127,2207,201145,203935,201148,202340,201148,203109
