PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
2179,,,,,,,,None,,Undrafted,Undrafted,Undrafted,24,0,0,0,-7.7,0.0,0.0,0.0,0.0,0.0
775,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,1,2,-47.4,0.0,0.077,0.1,0.0,0.2
1049,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1489,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,5,3,3,9.2,0.0,0.1,0.108,0.434,0.15
920,A.C. Green,1610612742.0,DAL,33.0,6-9,81.0,225,Oregon State,USA,1985,1,23,83,597,656,69,-7.4,0.089,0.184,0.118,0.523,0.045
243,Aaron McKie,1610612765.0,DET,24.0,6-5,77.0,209,Temple,USA,1994,1,17,83,433,221,161,3.7,0.026,0.113,0.142,0.524,0.163
1425,Aaron Williams,1610612763.0,VAN,25.0,6-9,81.0,225,Xavier,USA,Undrafted,Undrafted,Undrafted,33,203,143,15,-9.3,0.113,0.144,0.161,0.599,0.051
768,Acie Earl,1610612749.0,MIL,27.0,6-11,83.0,240,Iowa,USA,1993,1,19,47,188,96,20,-6.4,0.067,0.122,0.22,0.435,0.077
228,Adam Keefe,1610612762.0,UTA,27.0,6-9,81.0,241,Stanford,USA,1992,1,10,62,235,216,32,7.2,0.096,0.158,0.124,0.572,0.051
154,Adrian Caldwell,1610612755.0,PHI,30.0,6-8,80.0,265,Lamar,USA,Undrafted,Undrafted,Undrafted,45,101,167,12,-6.5,0.094,0.18,0.102,0.443,0.03
673,Alan Henderson,1610612737.0,ATL,24.0,6-9,81.0,235,Indiana,USA,1995,1,16,30,199,116,23,-7.5,0.096,0.16,0.197,0.51,0.078
1059,Aleksandar Djordjevic,1610612757.0,POR,29.0,6-2,74.0,198,None,USA,Undrafted,Undrafted,Undrafted,8,25,5,5,5.1,0.017,0.063,0.168,0.687,0.135
275,Allan Houston,1610612752.0,NYK,26.0,6-6,78.0,200,Tennessee,USA,1993,1,11,81,1197,240,179,2.0,0.018,0.075,0.218,0.531,0.117
947,Allen Iverson,1610612755.0,PHI,22.0,6-0,72.0,165,Georgetown,USA,1996,1,1,76,1787,312,567,-7.1,0.035,0.064,0.281,0.513,0.32
297,Alonzo Mourning,1610612748.0,MIA,27.0,6-10,82.0,261,Georgetown,USA,1992,1,2,66,1310,656,104,11.2,0.089,0.204,0.274,0.578,0.086
175,Alton Lister,1610612738.0,BOS,38.0,7-0,84.0,245,Arizona State,USA,1981,1,21,53,87,168,13,-10.7,0.117,0.217,0.099,0.48,0.038
1043,Amal McCaskill,1610612753.0,ORL,23.0,6-11,83.0,235,Marquette,USA,1996,2,49,17,28,22,7,-16.2,0.033,0.191,0.198,0.376,0.146
692,Andrew DeClercq,1610612744.0,GSW,24.0,6-10,82.0,230,Florida,USA,1995,2,34,71,375,298,32,-4.7,0.114,0.17,0.17,0.552,0.05
457,Andrew Lang,1610612749.0,MIL,31.0,6-11,83.0,275,Arkansas,USA,1988,2,28,52,274,278,25,-0.9,0.086,0.163,0.122,0.498,0.031
358,Anfernee Hardaway,1610612753.0,ORL,25.0,6-7,79.0,215,Memphis,USA,1993,1,3,59,1210,263,332,4.5,0.037,0.084,0.25,0.554,0.27
924,Anthony Goldwire,1610612743.0,DEN,25.0,6-2,74.0,182,Houston,USA,1994,2,52,60,387,84,219,-2.9,0.01,0.059,0.166,0.531,0.305
193,Anthony Mason,1610612766.0,CHH,30.0,6-8,80.0,250,Tennessee State,USA,1988,3,53,73,1186,829,414,2.0,0.066,0.21,0.177,0.585,0.216
292,Anthony Miller,1610612737.0,ATL,25.0,6-9,81.0,255,Michigan State,USA,1994,2,39,1,0,7,0,-51.4,0.095,0.455,0.147,0.0,0.0
324,Anthony Peeler,1610612763.0,VAN,27.0,6-4,76.0,208,Missouri,USA,1992,1,15,72,1041,247,256,-10.2,0.024,0.086,0.244,0.487,0.208
156,Antoine Carr,1610612762.0,UTA,35.0,6-9,81.0,255,Wichita State,USA,1983,1,8,82,603,195,74,3.3,0.048,0.098,0.207,0.522,0.089
952,Antoine Walker,1610612738.0,BOS,20.0,6-9,81.0,224,Kentucky,USA,1996,1,6,82,1437,741,262,-8.4,0.092,0.167,0.249,0.474,0.15
213,Antonio Davis,1610612754.0,IND,28.0,6-9,81.0,230,Texas-El Paso,USA,1990,2,45,82,860,598,65,3.3,0.086,0.18,0.185,0.537,0.049
176,Antonio Harvey,1610612760.0,SEA,26.0,6-11,83.0,225,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,6,15,10,1,-5.0,0.069,0.2,0.221,0.55,0.063
226,Antonio Lang,1610612739.0,CLE,25.0,6-8,80.0,230,Duke,USA,1994,2,29,64,171,127,33,-0.2,0.069,0.101,0.131,0.467,0.068
686,Antonio McDyess,1610612743.0,DEN,22.0,6-9,81.0,220,Alabama,USA,1995,1,2,74,1352,537,106,-6.9,0.061,0.145,0.265,0.509,0.079
