PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1569,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1667,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1024,,,,,,,,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
920,A.C. Green,1610612742.0,DAL,34.0,6-9,81.0,225,Oregon State,USA,1985,1,23,82,600,668,123,-7.3,0.081,0.173,0.116,0.496,0.074
243,Aaron McKie,1610612755.0,PHI,25.0,6-5,77.0,209,Temple,USA,1994,1,17,81,332,231,175,1.8,0.032,0.098,0.117,0.41,0.159
1425,Aaron Williams,1610612760.0,SEA,26.0,6-9,81.0,225,Xavier,USA,Undrafted,Undrafted,Undrafted,65,298,148,14,5.2,0.072,0.128,0.179,0.577,0.029
228,Adam Keefe,1610612762.0,UTA,28.0,6-9,81.0,230,Stanford,USA,1992,1,10,80,620,438,89,11.0,0.103,0.131,0.131,0.605,0.063
1502,Adonal Foyle,1610612744.0,GSW,23.0,6-10,82.0,250,Colgate,St. Vincent & Grenadines,1997,1,8,55,165,184,14,-12.6,0.098,0.157,0.158,0.418,0.037
154,Adrian Caldwell,1610612742.0,DAL,31.0,6-8,80.0,265,Lamar,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
673,Alan Henderson,1610612737.0,ATL,25.0,6-9,81.0,235,Indiana,USA,1995,1,16,69,986,442,73,2.6,0.102,0.118,0.231,0.534,0.068
275,Allan Houston,1610612752.0,NYK,27.0,6-6,78.0,200,Tennessee,USA,1993,1,11,82,1509,274,212,2.1,0.016,0.084,0.261,0.53,0.14
947,Allen Iverson,1610612755.0,PHI,23.0,6-0,72.0,165,Georgetown,USA,1996,1,1,80,1758,296,494,-1.9,0.028,0.069,0.264,0.535,0.294
297,Alonzo Mourning,1610612748.0,MIA,28.0,6-10,82.0,261,Georgetown,USA,1992,1,2,58,1117,559,52,12.2,0.108,0.19,0.269,0.596,0.052
175,Alton Lister,1610612757.0,POR,39.0,7-0,84.0,245,Arizona State,USA,1981,1,21,7,6,11,1,-4.1,0.045,0.191,0.105,0.375,0.04
1541,Alvin Williams,1610612761.0,TOR,23.0,6-5,77.0,185,Villanova,USA,1997,2,47,54,324,81,103,0.1,0.024,0.049,0.155,0.504,0.156
692,Andrew DeClercq,1610612738.0,BOS,25.0,6-10,82.0,230,Florida,USA,1995,2,34,81,439,392,59,-1.2,0.11,0.158,0.14,0.53,0.061
457,Andrew Lang,1610612749.0,MIL,32.0,6-11,83.0,270,Arkansas,USA,1988,2,28,57,152,153,16,-10.6,0.08,0.149,0.131,0.452,0.04
358,Anfernee Hardaway,1610612753.0,ORL,26.0,6-7,79.0,215,Memphis,USA,1993,1,3,19,311,76,68,-5.5,0.013,0.108,0.27,0.479,0.216
194,Anthony Bowie,1610612752.0,NYK,34.0,6-6,78.0,200,Oklahoma,USA,1986,3,66,27,75,26,11,-3.6,0.044,0.081,0.145,0.586,0.078
924,Anthony Goldwire,1610612743.0,DEN,26.0,6-2,74.0,182,Houston,USA,1994,2,52,82,751,147,277,-13.0,0.018,0.053,0.162,0.524,0.226
1533,Anthony Johnson,1610612758.0,SAC,23.0,6-3,75.0,190,College of Charleston,USA,1997,2,39,77,574,171,329,-7.8,0.022,0.054,0.151,0.437,0.222
193,Anthony Mason,1610612766.0,CHH,31.0,6-8,80.0,250,Tennessee State,USA,1988,3,53,81,1039,826,342,2.6,0.062,0.221,0.159,0.552,0.174
292,Anthony Miller,1610612737.0,ATL,26.0,6-9,81.0,255,Michigan State,USA,1994,2,39,37,79,70,3,-2.7,0.126,0.182,0.147,0.571,0.02
1515,Anthony Parker,1610612755.0,PHI,23.0,6-6,78.0,215,Bradley,USA,1997,1,21,37,72,26,19,-6.8,0.038,0.094,0.169,0.501,0.179
324,Anthony Peeler,1610612750.0,MIN,28.0,6-4,76.0,208,Missouri,USA,1992,1,15,38,469,123,137,0.5,0.031,0.071,0.181,0.532,0.17
156,Antoine Carr,1610612762.0,UTA,36.0,6-9,81.0,270,Wichita State,USA,1983,1,8,66,378,131,48,4.6,0.045,0.085,0.177,0.513,0.075
952,Antoine Walker,1610612738.0,BOS,21.0,6-9,81.0,245,Kentucky,USA,1996,1,6,82,1840,836,273,-3.9,0.078,0.198,0.289,0.481,0.154
1498,Antonio Daniels,1610612763.0,VAN,23.0,6-4,76.0,195,Bowling Green,USA,1997,1,4,74,579,143,334,-12.6,0.012,0.063,0.177,0.465,0.268
213,Antonio Davis,1610612754.0,IND,29.0,6-9,81.0,230,Texas-El Paso,USA,1990,2,45,82,785,560,61,4.5,0.098,0.171,0.173,0.558,0.049
226,Antonio Lang,1610612748.0,MIA,26.0,6-8,80.0,205,Duke,USA,1994,2,29,6,12,5,1,-15.2,0.08,0.075,0.171,0.704,0.063
686,Antonio McDyess,1610612756.0,PHX,23.0,6-9,81.0,220,Alabama,USA,1995,1,2,81,1225,613,106,4.4,0.089,0.168,0.226,0.571,0.076
288,Armen Gilliam,1610612749.0,MIL,34.0,6-9,81.0,260,Nevada-Las Vegas,USA,1987,1,2,82,921,439,104,-3.4,0.073,0.146,0.207,0.56,0.087
717,Arvydas Sabonis,1610612757.0,POR,33.0,7-3,87.0,292,None,Lithuania,1986,1,24,73,1167,729,218,6.0,0.068,0.253,0.23,0.581,0.161
1506,Austin Croshere,1610612754.0,IND,23.0,6-9,81.0,235,Providence,USA,1997,1,12,26,76,45,8,-1.0,0.042,0.152,0.188,0.412,0.052
422,Avery Johnson,1610612759.0,SAS,33.0,5-11,71.0,180,Southern,USA,Undrafted,Undrafted,Undrafted,75,766,150,591,5.1,0.012,0.042,0.157,0.514,0.351
769,B.J. Armstrong,1610612766.0,CHH,30.0,6-2,74.0,185,Iowa,USA,1989,1,18,66,261,76,150,-0.5,0.019,0.075,0.143,0.555,0.278
989,Ben Davis,1610612752.0,NYK,25.0,6-9,81.0,240,Arizona,USA,1996,2,43,7,4,6,0,-12.8,0.3,0.0,0.244,0.2,0.0
1112,Ben Wallace,1610612764.0,WAS,23.0,6-9,81.0,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,67,205,324,18,6.6,0.096,0.181,0.088,0.495,0.023
104,Benoit Benjamin,1610612755.0,PHI,33.0,7-0,84.0,265,Creighton,USA,1985,1,3,14,63,53,3,3.2,0.094,0.21,0.146,0.581,0.024
223,Bill Curley,1610612750.0,MIN,26.0,6-9,81.0,245,Boston College,USA,1994,1,22,11,34,28,4,8.5,0.074,0.125,0.112,0.495,0.037
82,Bill Wennington,1610612741.0,CHI,35.0,7-0,84.0,277,St. John's (NY),USA,1985,1,16,48,167,80,19,2.4,0.065,0.099,0.188,0.461,0.071
182,Billy Owens,1610612758.0,SAC,29.0,6-9,81.0,225,Syracuse,USA,1991,1,3,78,818,582,219,-5.4,0.07,0.177,0.18,0.502,0.151
902,Bimbo Coles,1610612744.0,GSW,30.0,6-2,74.0,182,Virginia Tech,USA,1990,2,40,53,423,123,248,-11.9,0.01,0.069,0.163,0.444,0.28
183,Bison Dele,1610612765.0,DET,29.0,6-11,83.0,260,Arizona,USA,1991,1,10,78,1261,695,94,0.6,0.091,0.196,0.237,0.542,0.068
898,Blue Edwards,1610612763.0,VAN,32.0,6-4,76.0,229,East Carolina,USA,1989,1,21,81,872,217,201,-4.7,0.033,0.083,0.216,0.521,0.17
448,Bo Outlaw,1610612753.0,ORL,27.0,6-8,80.0,210,Houston,USA,Undrafted,Undrafted,Undrafted,82,781,637,216,-0.1,0.089,0.135,0.133,0.575,0.122
737,Bob McCann,1610612761.0,TOR,34.0,6-6,78.0,244,Morehead State,USA,1987,2,32,1,0,1,0,-18.9,0.0,0.143,0.091,0.0,0.0
682,Bob Sura,1610612739.0,CLE,25.0,6-5,77.0,200,Florida State,USA,1995,1,17,46,267,94,171,0.4,0.029,0.079,0.183,0.463,0.305
310,Bobby Hurley,1610612763.0,VAN,27.0,6-0,72.0,165,Duke,USA,1993,1,7,61,250,66,177,-7.9,0.014,0.065,0.177,0.461,0.33
1517,Bobby Jackson,1610612743.0,DEN,25.0,6-1,73.0,185,Minnesota,USA,1997,1,23,68,790,302,317,-12.7,0.038,0.114,0.229,0.453,0.288
184,Bobby Phills,1610612766.0,CHH,28.0,6-5,77.0,226,Southern University,USA,1991,2,45,62,642,216,187,3.7,0.035,0.089,0.175,0.523,0.155
38,Brad Lohaus,1610612759.0,SAS,33.0,6-11,83.0,230,Iowa,USA,1987,2,45,9,19,12,5,-19.2,0.028,0.096,0.117,0.426,0.088
1585,Brandon Williams,1610612744.0,GSW,23.0,6-6,78.0,215,Davidson,USA,Undrafted,Undrafted,Undrafted,9,37,15,3,-0.5,0.026,0.067,0.177,0.357,0.031
699,Brent Barry,1610612748.0,MIA,26.0,6-6,78.0,195,Oregon State,USA,1995,1,15,58,631,171,153,-5.8,0.018,0.09,0.179,0.558,0.153
85,Brent Price,1610612745.0,HOU,29.0,6-1,73.0,185,Oklahoma,USA,1992,2,32,72,406,107,192,-0.2,0.03,0.053,0.152,0.575,0.229
1510,Brevin Knight,1610612739.0,CLE,22.0,5-10,70.0,173,Stanford,USA,1997,1,16,80,723,253,656,6.9,0.029,0.077,0.163,0.515,0.418
967,Brian Evans,1610612751.0,NJN,24.0,6-8,80.0,220,Indiana,USA,1996,1,27,72,321,137,55,-2.6,0.052,0.109,0.178,0.476,0.105
258,Brian Grant,1610612757.0,POR,26.0,6-9,81.0,254,Xavier,USA,1994,1,8,61,737,555,86,3.5,0.107,0.188,0.178,0.561,0.077
1680,Brian Oliver,1610612737.0,ATL,30.0,6-4,76.0,210,Georgia Tech,USA,1990,2,32,5,15,9,2,5.0,0.045,0.098,0.145,0.361,0.047
216,Brian Shaw,1610612755.0,PHI,32.0,6-6,78.0,200,California-Santa Barbara,USA,1988,1,24,59,372,215,261,-7.0,0.023,0.116,0.161,0.397,0.273
240,Brooks Thompson,1610612752.0,NYK,27.0,6-4,76.0,193,Oklahoma State,USA,1994,1,27,30,59,15,27,-9.1,0.006,0.085,0.189,0.496,0.245
1477,Bruce Bowen,1610612738.0,BOS,27.0,6-7,79.0,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,61,340,174,81,2.0,0.058,0.082,0.13,0.483,0.096
735,Bryant Reeves,1610612763.0,VAN,25.0,7-0,84.0,275,Oklahoma State,USA,1995,1,6,74,1207,585,155,-7.3,0.081,0.157,0.217,0.559,0.108
179,Bryant Stith,1610612743.0,DEN,27.0,6-5,77.0,208,Virginia,USA,1992,1,13,31,235,65,50,-15.0,0.021,0.077,0.185,0.447,0.122
935,Bryon Russell,1610612762.0,UTA,27.0,6-7,79.0,225,Long Beach State,USA,1993,2,45,82,738,326,101,5.3,0.041,0.114,0.152,0.57,0.075
1528,Bubba Wells,1610612742.0,DAL,23.0,6-5,77.0,230,Austin Peay,USA,1997,2,34,39,128,68,34,-11.2,0.052,0.119,0.179,0.474,0.142
433,Buck Williams,1610612752.0,NYK,38.0,6-8,80.0,225,Maryland,USA,1981,1,3,41,202,183,21,1.1,0.112,0.15,0.135,0.56,0.046
384,Calbert Cheaney,1610612764.0,WAS,26.0,6-7,79.0,215,Indiana,USA,1993,1,6,82,1050,324,173,0.4,0.029,0.09,0.182,0.488,0.096
61,Carl Herrera,1610612759.0,SAS,31.0,6-9,81.0,225,Houston,USA,1990,2,30,58,170,91,22,-8.4,0.051,0.125,0.204,0.437,0.083
1063,Carl Thomas,1610612739.0,CLE,28.0,6-4,76.0,195,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,43,148,47,19,-5.8,0.023,0.087,0.171,0.49,0.086
