PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
920,A.C. Green,1610612748,MIA,37.0,6-9,81.0,225,Oregon State,USA,1985,1,23,82,367,313,39,3.8,0.076,0.151,0.137,0.492,0.05
2062,A.J. Guyton,1610612741,CHI,23.0,6-1,73.0,180,Indiana,USA,2000,2,32,33,198,36,64,-11.0,0.016,0.046,0.167,0.495,0.198
243,Aaron McKie,1610612755,PHI,28.0,6-5,77.0,209,Temple,USA,1994,1,17,76,878,311,377,7.3,0.015,0.115,0.186,0.549,0.264
1425,Aaron Williams,1610612751,NJN,29.0,6-9,81.0,225,Xavier,USA,Undrafted,Undrafted,Undrafted,82,838,590,88,-7.9,0.089,0.176,0.177,0.533,0.068
228,Adam Keefe,1610612744,GSW,31.0,6-9,81.0,230,Stanford,USA,1992,1,10,67,168,209,36,-10.1,0.095,0.15,0.113,0.45,0.066
1502,Adonal Foyle,1610612744,GSW,26.0,6-10,82.0,250,Colgate,St. Vincent & Grenadines,1997,1,8,58,342,405,48,-10.6,0.089,0.171,0.138,0.422,0.051
1559,Adrian Griffin,1610612738,BOS,26.0,6-5,77.0,215,Seton Hall,USA,Undrafted,Undrafted,Undrafted,44,93,87,27,-2.5,0.066,0.179,0.145,0.432,0.125
1733,Al Harrington,1610612754,IND,21.0,6-9,81.0,254,None,USA,1998,1,25,78,586,381,130,-0.3,0.066,0.135,0.184,0.479,0.116
673,Alan Henderson,1610612737,ATL,28.0,6-9,81.0,235,Indiana,USA,1995,1,16,73,769,406,50,-8.0,0.097,0.131,0.22,0.487,0.05
275,Allan Houston,1610612752,NYK,30.0,6-6,78.0,200,Tennessee,USA,1993,1,11,78,1459,283,173,2.2,0.008,0.095,0.249,0.543,0.119
947,Allen Iverson,1610612755,PHI,26.0,6-0,72.0,165,Georgetown,USA,1996,1,1,71,2207,273,325,6.1,0.017,0.073,0.349,0.518,0.226
