PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
920,A.C. Green,1610612747.0,LAL,36.0,6-9,81.0,225,Oregon State,USA,1985,1,23,82,413,486,80,8.3,0.08,0.16,0.11,0.482,0.058
1920,A.J. Bramlett,1610612739.0,CLE,23.0,6-10,82.0,227,Arizona,USA,1999,2,39,8,8,22,0,-30.7,0.141,0.189,0.141,0.19,0.0
243,Aaron McKie,1610612755.0,PHI,27.0,6-5,77.0,209,Temple,USA,1994,1,17,82,653,246,240,1.5,0.023,0.101,0.168,0.497,0.202
1425,Aaron Williams,1610612764.0,WAS,28.0,6-9,81.0,225,Xavier,USA,Undrafted,Undrafted,Undrafted,81,616,409,58,1.7,0.106,0.162,0.175,0.572,0.062
228,Adam Keefe,1610612762.0,UTA,30.0,6-9,81.0,230,Stanford,USA,1992,1,10,62,135,136,34,-3.4,0.084,0.165,0.144,0.463,0.093
1502,Adonal Foyle,1610612744.0,GSW,25.0,6-10,82.0,250,Colgate,St. Vincent & Grenadines,1997,1,8,76,420,424,42,-9.4,0.094,0.146,0.125,0.5,0.04
1559,Adrian Griffin,1610612738.0,BOS,25.0,6-5,77.0,215,Seton Hall,USA,Undrafted,Undrafted,Undrafted,72,485,372,177,-0.2,0.063,0.14,0.127,0.503,0.135
1733,Al Harrington,1610612754.0,IND,20.0,6-9,81.0,254,None,USA,1998,1,25,50,328,159,38,6.4,0.058,0.133,0.197,0.524,0.073
673,Alan Henderson,1610612737.0,ATL,27.0,6-9,81.0,235,Indiana,USA,1995,1,16,82,1083,571,77,-6.8,0.094,0.109,0.192,0.503,0.045
1893,Aleksandar Radojevic,1610612761.0,TOR,23.0,7-3,87.0,245,Barton County C.C.,USA,1999,1,12,3,7,8,1,-17.0,0.053,0.231,0.227,0.363,0.077
275,Allan Houston,1610612752.0,NYK,29.0,6-6,78.0,200,Tennessee,USA,1993,1,11,82,1614,271,224,2.3,0.013,0.074,0.233,0.569,0.13
947,Allen Iverson,1610612755.0,PHI,25.0,6-0,72.0,165,Georgetown,USA,1996,1,1,70,1989,267,328,2.0,0.024,0.07,0.334,0.496,0.22
297,Alonzo Mourning,1610612748.0,MIA,30.0,6-10,82.0,261,Georgetown,USA,1992,1,2,79,1718,753,123,5.1,0.084,0.189,0.279,0.596,0.086
1541,Alvin Williams,1610612761.0,TOR,25.0,6-5,77.0,185,Villanova,USA,1997,2,47,55,292,85,126,-4.7,0.031,0.073,0.193,0.463,0.258
1754,Andrae Patterson,1610612750.0,MIN,24.0,6-9,81.0,238,Indiana,USA,1998,2,46,5,6,2,1,0.0,0.045,0.059,0.094,0.75,0.063
1889,Andre Miller,1610612739.0,CLE,24.0,6-2,74.0,203,Utah,USA,1999,1,8,82,914,280,476,-1.9,0.041,0.092,0.218,0.517,0.386
692,Andrew DeClercq,1610612739.0,CLE,27.0,6-10,82.0,230,Florida,USA,1995,2,34,82,544,439,58,-3.1,0.085,0.152,0.146,0.53,0.05
457,Andrew Lang,1610612752.0,NYK,34.0,6-11,83.0,275,Arkansas,USA,1988,2,28,19,59,60,3,0.6,0.069,0.176,0.136,0.44,0.021
358,Anfernee Hardaway,1610612756.0,PHX,28.0,6-7,79.0,215,Memphis,USA,1993,1,3,60,1015,347,315,8.5,0.042,0.107,0.209,0.549,0.23
1712,Antawn Jamison,1610612744.0,GSW,24.0,6-9,81.0,223,North Carolina,USA,1998,1,4,43,841,359,90,-7.9,0.096,0.118,0.252,0.496,0.102
138,Anthony Avent,1610612746.0,LAC,30.0,6-9,81.0,240,Seton Hall,USA,1991,1,15,49,81,74,11,-8.6,0.056,0.139,0.152,0.368,0.046
1853,Anthony Carter,1610612748.0,MIA,25.0,6-1,73.0,190,Hawaii,USA,Undrafted,Undrafted,Undrafted,79,498,199,378,0.4,0.028,0.08,0.18,0.442,0.321
1533,Anthony Johnson,1610612753.0,ORL,25.0,6-3,75.0,190,College of Charleston,USA,1997,2,39,56,154,51,72,-1.4,0.032,0.046,0.139,0.425,0.167
193,Anthony Mason,1610612766.0,CHH,33.0,6-8,80.0,270,Tennessee State,USA,1988,3,53,82,948,699,367,3.0,0.048,0.177,0.144,0.56,0.184
