PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
201985,AJ Price,1610612754,IND,24.0,6-2,74,181,Connecticut,USA,2009,2,52,50,323,72,111,2.2,0.019,0.073,0.223,0.454,0.233
201166,Aaron Brooks,1610612756,PHX,26.0,6-0,72,161,Oregon,USA,2007,1,26,59,634,78,233,-6.6,0.015,0.046,0.251,0.489,0.289
201189,Aaron Gray,1610612740,NOH,26.0,7-0,84,270,Pittsburgh,USA,2007,2,49,41,129,171,16,3.9,0.121,0.236,0.13,0.566,0.044
201151,Acie Law,1610612744,GSW,26.0,6-3,75,202,Texas A&M,USA,2007,1,11,51,215,63,84,-8.7,0.017,0.072,0.156,0.502,0.182
1733,Al Harrington,1610612743,DEN,31.0,6-9,81,250,None,USA,1998,1,25,73,765,332,101,4.8,0.047,0.157,0.219,0.527,0.096
201143,Al Horford,1610612737,ATL,25.0,6-10,82,245,Florida,Dominican Republic,2007,1,3,77,1178,718,266,0.7,0.073,0.21,0.197,0.587,0.169
2744,Al Jefferson,1610612762,UTA,26.0,6-10,82,280,None,USA,2004,1,15,82,1528,794,149,-3.1,0.085,0.202,0.239,0.528,0.09
201154,Al Thornton,1610612744,GSW,27.0,6-8,80,235,Florida State,USA,2007,1,14,71,524,213,62,-5.0,0.042,0.122,0.179,0.531,0.072
202329,Al-Farouq Aminu,1610612746,LAC,20.0,6-9,81,215,Wake Forest,USA,2010,1,8,81,457,267,60,-6.4,0.052,0.135,0.168,0.499,0.067
201582,Alexis Ajinca,1610612761,TOR,23.0,7-2,86,248,None,France,2008,1,20,34,143,78,10,0.7,0.052,0.179,0.207,0.507,0.049
