PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
201985,AJ Price,1610612754,IND,25.0,6-2,74,185,Connecticut,USA,2009,2,52,44,172,61,86,1.2,0.021,0.092,0.171,0.454,0.264
201189,Aaron Gray,1610612761,TOR,27.0,7-0,84,270,Pittsburgh,USA,2007,2,49,49,191,281,27,-10.0,0.105,0.265,0.134,0.526,0.055
1733,Al Harrington,1610612743,DEN,32.0,6-9,81,250,None,USA,1998,1,25,64,910,390,88,5.0,0.042,0.181,0.241,0.535,0.083
201143,Al Horford,1610612737,ATL,26.0,6-10,82,250,Florida,Dominican Republic,2007,1,3,11,136,77,24,8.3,0.077,0.156,0.174,0.585,0.113
2744,Al Jefferson,1610612762,UTA,27.0,6-10,82,289,None,USA,2004,1,15,61,1170,585,134,4.1,0.067,0.223,0.258,0.52,0.113
202329,Al-Farouq Aminu,1610612740,NOH,21.0,6-9,81,215,Wake Forest,USA,2010,1,8,66,399,308,66,-0.2,0.07,0.148,0.159,0.481,0.074
101187,Alan Anderson,1610612761,TOR,29.0,6-6,78,220,Michigan State,USA,Undrafted,Undrafted,Undrafted,17,163,34,26,-2.7,0.018,0.057,0.186,0.519,0.1
202692,Alec Burks,1610612762,UTA,20.0,6-6,78,202,Colorado,USA,2011,1,12,59,425,132,55,-1.9,0.059,0.081,0.212,0.506,0.1
202087,Alonzo Gee,1610612739,CLE,25.0,6-6,78,219,Alabama,USA,Undrafted,Undrafted,Undrafted,63,665,322,113,-5.9,0.053,0.123,0.184,0.516,0.109
2405,Amar'e Stoudemire,1610612752,NYK,29.0,6-11,83,260,None,USA,2002,1,9,47,823,367,52,-1.9,0.069,0.176,0.248,0.541,0.063
101161,Amir Johnson,1610612761,TOR,25.0,6-9,81,210,None,USA,2005,2,56,64,452,408,79,0.6,0.102,0.166,0.141,0.6,0.085
2760,Anderson Varejao,1610612739,CLE,29.0,6-11,83,260,None,Brazil,2004,2,30,25,271,287,43,-1.0,0.135,0.241,0.163,0.542,0.086
101154,Andray Blatche,1610612764,WAS,25.0,6-11,83,260,None,USA,2005,2,49,26,221,150,28,-12.4,0.062,0.196,0.214,0.415,0.076
2765,Andre Emmett,1610612751,NJN,29.0,6-5,77,230,Texas Tech, ,2004,2,35,6,13,6,1,-5.9,0.061,0.078,0.14,0.618,0.036
