player.name,player.id,team.abbreviation,period
Michael Kidd-Gilchrist,203077,CHA,1
Byron Mullens,201957,CHA,1
Bismack Biyombo,202687,CHA,1
Gerald Henderson,201945,CHA,1
Kemba Walker,202689,CHA,1
Jared Dudley,201162,PHX,1
Luis Scola,2449,PHX,1
Marcin Gortat,101162,PHX,1
Shannon Brown,200769,PHX,1
Goran Dragic,201609,PHX,1
Michael Kidd-Gilchrist,203077,CHA,2
Ramon Sessions,201196,CHA,2
Ben Gordon,2732,CHA,2
Brendan Haywood,2217,CHA,2
Jeffery Taylor,203106,CHA,2
Markieff Morris,202693,PHX,2
Sebastian Telfair,2742,PHX,2
Michael Beasley,201563,PHX,2
P.J. Tucker,200782,PHX,2
Jermaine O'Neal,979,PHX,2
Michael Kidd-Gilchrist,203077,CHA,3
Byron Mullens,201957,CHA,3
Bismack Biyombo,202687,CHA,3
Gerald Henderson,201945,CHA,3
Kemba Walker,202689,CHA,3
Jared Dudley,201162,PHX,3
Luis Scola,2449,PHX,3
Marcin Gortat,101162,PHX,3
Shannon Brown,200769,PHX,3
Goran Dragic,201609,PHX,3
Michael Kidd-Gilchrist,203077,CHA,4
Kemba Walker,202689,CHA,4
Ben Gordon,2732,CHA,4
Brendan Haywood,2217,CHA,4
Jeffery Taylor,203106,CHA,4
Marcin Gortat,101162,PHX,4
Markieff Morris,202693,PHX,4
Sebastian Telfair,2742,PHX,4
Michael Beasley,201563,PHX,4
P.J. Tucker,200782,PHX,4
