player.name,player.id,team.abbreviation,period
Andrei Kirilenko,1905,MIN,1
Kevin Love,201567,MIN,1
Nikola Pekovic,201593,MIN,1
Malcolm Lee,202723,MIN,1
Luke Ridnour,2557,MIN,1
John Salmons,2422,SAC,1
Jason Thompson,201574,SAC,1
DeMarcus Cousins,202326,SAC,1
Tyreke Evans,201936,SAC,1
Aaron Brooks,201166,SAC,1
Andrei Kirilenko,1905,MIN,2
Kevin Love,201567,MIN,2
Nikola Pekovic,201593,MIN,2
J.J. Barea,200826,MIN,2
Alexey Shved,203144,MIN,2
Marcus Thornton,201977,SAC,2
Thomas Robinson,203080,SAC,2
Isaiah Thomas,202738,SAC,2
Chuck Hayes,101236,SAC,2
James Johnson,201949,SAC,2
Andrei Kirilenko,1905,MIN,3
Kevin Love,201567,MIN,3
Nikola Pekovic,201593,MIN,3
Malcolm Lee,202723,MIN,3
Luke Ridnour,2557,MIN,3
John Salmons,2422,SAC,3
Jason Thompson,201574,SAC,3
DeMarcus Cousins,202326,SAC,3
Tyreke Evans,201936,SAC,3
Aaron Brooks,201166,SAC,3
Andrei Kirilenko,1905,MIN,4
J.J. Barea,200826,MIN,4
Alexey Shved,203144,MIN,4
Dante Cunningham,201967,MIN,4
Tyreke Evans,201936,SAC,4
Marcus Thornton,201977,SAC,4
Thomas Robinson,203080,SAC,4
Isaiah Thomas,202738,SAC,4
Chuck Hayes,101236,SAC,4
