player.name,player.id,team.abbreviation,period
Mickael Pietrus,2554,TOR,1
Ed Davis,202334,TOR,1
Aaron Gray,201189,TOR,1
DeMar DeRozan,201942,TOR,1
Jose Calderon,101181,TOR,1
Maurice Harkless,203090,ORL,1
Andrew Nicholson,203094,ORL,1
Nikola Vucevic,202696,ORL,1
Arron Afflalo,201167,ORL,1
Ish Smith,202397,ORL,1
DeMar DeRozan,201942,TOR,2
Amir Johnson,101161,TOR,2
Kyle Lowry,200768,TOR,2
Terrence Ross,203082,TOR,2
Alan Anderson,101187,TOR,2
Andrew Nicholson,203094,ORL,2
Nikola Vucevic,202696,ORL,2
Arron Afflalo,201167,ORL,2
Ish Smith,202397,ORL,2
JJ Redick,200755,ORL,2
Mickael Pietrus,2554,TOR,3
Ed Davis,202334,TOR,3
Aaron Gray,201189,TOR,3
DeMar DeRozan,201942,TOR,3
Jose Calderon,101181,TOR,3
Maurice Harkless,203090,ORL,3
Andrew Nicholson,203094,ORL,3
Nikola Vucevic,202696,ORL,3
Arron Afflalo,201167,ORL,3
Ish Smith,202397,ORL,3
DeMar DeRozan,201942,TOR,4
Amir Johnson,101161,TOR,4
Kyle Lowry,200768,TOR,4
Terrence Ross,203082,TOR,4
Landry Fields,202361,TOR,4
Arron Afflalo,201167,ORL,4
Hedo Turkoglu,2045,ORL,4
JJ Redick,200755,ORL,4
Josh McRoberts,201177,ORL,4
DeQuan Jones,203199,ORL,4
