player.name,player.id,team.abbreviation,period
Al-Farouq Aminu,202329,NOH,1
Anthony Davis,203076,NOH,1
Robin Lopez,201577,NOH,1
Eric Gordon,201569,NOH,1
Greivis Vasquez,202349,NOH,1
Gordon Hayward,202330,UTA,1
Paul Millsap,200794,UTA,1
Al Jefferson,2744,UTA,1
Randy Foye,200751,UTA,1
Mo Williams,2590,UTA,1
Ryan Anderson,201583,NOH,2
Xavier Henry,202333,NOH,2
Brian Roberts,203148,NOH,2
Darius Miller,203121,NOH,2
Lou Amundson,200811,NOH,2
Paul Millsap,200794,UTA,2
Derrick Favors,202324,UTA,2
DeMarre Carroll,201960,UTA,2
Alec Burks,202692,UTA,2
Jamaal Tinsley,2224,UTA,2
Al-Farouq Aminu,202329,NOH,3
Anthony Davis,203076,NOH,3
Robin Lopez,201577,NOH,3
Eric Gordon,201569,NOH,3
Greivis Vasquez,202349,NOH,3
Gordon Hayward,202330,UTA,3
Paul Millsap,200794,UTA,3
Al Jefferson,2744,UTA,3
Randy Foye,200751,UTA,3
Mo Williams,2590,UTA,3
Al-Farouq Aminu,202329,NOH,4
Ryan Anderson,201583,NOH,4
Xavier Henry,202333,NOH,4
Brian Roberts,203148,NOH,4
Lou Amundson,200811,NOH,4
Paul Millsap,200794,UTA,4
Randy Foye,200751,UTA,4
Derrick Favors,202324,UTA,4
DeMarre Carroll,201960,UTA,4
Jamaal Tinsley,2224,UTA,4
