player.name,player.id,team.abbreviation,period
Caron Butler,2406,LAC,1
Blake Griffin,201933,LAC,1
DeAndre Jordan,201599,LAC,1
Willie Green,2584,LAC,1
Chris Paul,101108,LAC,1
Marquis Daniels,2605,MIL,1
Luc Mbah a Moute,201601,MIL,1
Larry Sanders,202336,MIL,1
Monta Ellis,101145,MIL,1
Brandon Jennings,201943,MIL,1
Eric Bledsoe,202339,LAC,2
Jamal Crawford,2037,LAC,2
Matt Barnes,2440,LAC,2
Lamar Odom,1885,LAC,2
Ronny Turiaf,101142,LAC,2
Luc Mbah a Moute,201601,MIL,2
Brandon Jennings,201943,MIL,2
Ekpe Udoh,202327,MIL,2
Ersan Ilyasova,101141,MIL,2
Doron Lamb,203117,MIL,2
Caron Butler,2406,LAC,3
Blake Griffin,201933,LAC,3
DeAndre Jordan,201599,LAC,3
Willie Green,2584,LAC,3
Chris Paul,101108,LAC,3
Marquis Daniels,2605,MIL,3
Luc Mbah a Moute,201601,MIL,3
Larry Sanders,202336,MIL,3
Monta Ellis,101145,MIL,3
Brandon Jennings,201943,MIL,3
Eric Bledsoe,202339,LAC,4
Jamal Crawford,2037,LAC,4
Matt Barnes,2440,LAC,4
Lamar Odom,1885,LAC,4
Ronny Turiaf,101142,LAC,4
Marquis Daniels,2605,MIL,4
Brandon Jennings,201943,MIL,4
Ekpe Udoh,202327,MIL,4
Ersan Ilyasova,101141,MIL,4
Doron Lamb,203117,MIL,4
