player.name,player.id,team.abbreviation,period
DeQuan Jones,203199,ORL,1
Andrew Nicholson,203094,ORL,1
Nikola Vucevic,202696,ORL,1
Arron Afflalo,201167,ORL,1
Jameer Nelson,2749,ORL,1
Nicolas Batum,201587,POR,1
LaMarcus Aldridge,200746,POR,1
JJ Hickson,201581,POR,1
Wesley Matthews,202083,POR,1
Damian Lillard,203081,POR,1
Andrew Nicholson,203094,ORL,2
JJ Redick,200755,ORL,2
Josh McRoberts,201177,ORL,2
Ish Smith,202397,ORL,2
Hedo Turkoglu,2045,ORL,2
Nicolas Batum,201587,POR,2
Damian Lillard,203081,POR,2
Joel Freeland,200777,POR,2
Victor Claver,201964,POR,2
Luke Babbitt,202337,POR,2
DeQuan Jones,203199,ORL,3
Andrew Nicholson,203094,ORL,3
Nikola Vucevic,202696,ORL,3
Arron Afflalo,201167,ORL,3
Jameer Nelson,2749,ORL,3
Nicolas Batum,201587,POR,3
LaMarcus Aldridge,200746,POR,3
JJ Hickson,201581,POR,3
Wesley Matthews,202083,POR,3
Damian Lillard,203081,POR,3
Nikola Vucevic,202696,ORL,4
Arron Afflalo,201167,ORL,4
Jameer Nelson,2749,ORL,4
JJ Redick,200755,ORL,4
Josh McRoberts,201177,ORL,4
Nicolas Batum,201587,POR,4
LaMarcus Aldridge,200746,POR,4
Victor Claver,201964,POR,4
Luke Babbitt,202337,POR,4
Ronnie Price,101179,POR,4
Nikola Vucevic,202696,ORL,5
Arron Afflalo,201167,ORL,5
Jameer Nelson,2749,ORL,5
JJ Redick,200755,ORL,5
Josh McRoberts,201177,ORL,5
Nicolas Batum,201587,POR,5
LaMarcus Aldridge,200746,POR,5
JJ Hickson,201581,POR,5
Wesley Matthews,202083,POR,5
Damian Lillard,203081,POR,5
