eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,203090,202699,202696,203094,2757,1536,1495,2564,201980,201986
45,1,203090,202699,202696,203199,2757,1536,1495,2564,201980,201986
56,1,203090,202699,202696,203199,2757,1536,1495,2564,202390,201986
57,1,203090,202699,202696,203199,202734,1536,1495,2564,202390,201986
63,1,203090,202699,202696,203199,202734,1536,201168,2564,202390,201986
64,1,203090,202699,202696,203199,202734,1536,201168,2564,202390,201988
76,1,203090,202699,203124,203199,202734,1536,201168,2564,202390,201988
93,1,203090,202699,203124,203199,202734,201980,201168,2564,202390,201988
94,1,203090,202696,203124,203199,202734,201980,201168,2564,202390,201988
110,1,203090,202696,203124,203199,202734,201980,201168,2588,202390,201988
111,1,203090,202696,202699,203199,202734,201980,201168,2588,202390,201988
116,2,202699,202696,2757,202734,203117,201980,202390,201168,201988,2588
136,2,202699,202696,2757,203090,203117,201980,202390,201168,201988,2588
161,2,202699,202696,2757,203090,203117,1536,202390,201168,201988,2588
162,2,202699,202696,2757,203090,203117,1536,201986,201168,201988,2588
166,2,202699,202696,2757,203090,203117,1536,201986,1495,201988,2588
169,2,202699,202696,2757,203090,203199,1536,201986,1495,201988,2588
175,2,202699,202696,2757,203090,203199,1536,201986,1495,201988,202390
187,2,202699,202696,2757,203090,203199,1536,201986,1495,2564,202390
208,2,202699,203124,2757,203090,203199,1536,201986,1495,2564,202390
217,2,202699,203124,2757,203090,203199,202709,201986,1495,2564,202390
218,2,202699,203124,2757,203090,202734,202709,201986,1495,2564,202390
237,3,203090,202699,202696,2757,203199,1536,2564,201980,201986,201168
264,3,203090,202699,202696,2757,203199,202390,2564,201980,201986,201168
277,3,203090,202699,202696,2757,202734,202390,2564,201980,201986,201168
285,3,203090,202699,202696,2757,202734,202390,2564,201980,201986,203382
286,3,203090,202699,202696,2757,202734,202390,2564,201988,201986,203382
299,3,203090,202699,203124,2757,202734,202390,2564,201988,201986,203382
303,3,203090,203094,203124,2757,202734,202390,2564,201988,201986,203382
304,3,203117,203094,203124,2757,202734,202390,2564,201988,201986,203382
305,3,203117,203094,203124,2757,202734,202390,2588,201988,201986,203382
310,3,203117,203094,203199,2757,202734,202390,2588,201988,201986,203382
322,3,203117,203094,203199,2757,202734,202390,2588,201988,201980,203382
338,3,203117,202696,203199,2757,202734,202390,2588,201988,201980,203382
339,3,203117,202696,203090,2757,202734,202390,2588,201988,201980,203382
340,3,202699,202696,203090,2757,202734,202390,2588,201988,201980,203382
349,4,203090,202699,202696,202734,203117,201980,202390,201988,2588,203382
372,4,203090,202699,202696,202734,203117,201980,202709,201988,2588,203382
386,4,203090,202699,202696,202734,203117,201980,202709,201986,2588,203382
387,4,203090,202699,203124,202734,203117,201980,202709,201986,2588,203382
388,4,203090,202699,203124,202734,2757,201980,202709,201986,2588,203382
414,4,203090,202699,203124,202734,2757,202390,202709,201986,2588,203382
415,4,203090,202699,202696,202734,2757,202390,202709,201986,2588,203382
441,4,203090,202699,202696,202734,2757,202390,202709,201988,2588,203382
442,4,203090,202699,202696,203117,2757,202390,202709,201988,2588,203382
470,4,203090,202699,203124,203117,2757,202390,202709,201988,2588,203382
471,4,203090,203094,203124,203117,2757,202390,202709,201988,2588,203382
