eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
0,1,1718,101138,708,1891,2571,2586,2743,201572,2207,101114,NA
31,1,1718,101138,2404,1891,2571,2586,2743,201572,2207,101114,NA
39,1,1718,101138,2404,1891,201584,2586,2743,201572,2207,101114,NA
56,1,1718,201145,2404,1891,201584,2586,2743,201572,2207,101114,NA
76,1,1718,201145,2404,1891,201584,201228,2743,201572,2207,101114,NA
77,1,1718,201145,2215,1891,201584,201228,2743,201572,2207,101114,NA
103,1,1718,201145,2215,1891,201584,201228,711,201572,2207,101114,NA
104,1,1718,201145,2215,1891,201584,201228,711,201572,2501,101114,NA
106,1,1718,201145,2215,203096,201584,201228,711,201572,2501,101114,NA
116,2,708,1891,2571,201584,201145,201228,711,2501,2735,101154,203096
140,2,708,1891,2571,201584,201145,201228,711,2501,2207,101154,203096
163,2,708,1891,2571,201584,201145,2586,711,2501,2207,101154,203096
164,2,708,1891,2571,201584,201145,2586,101114,2501,2207,101154,203096
165,2,708,1891,2571,201584,201145,2586,101114,2743,2207,101154,203096
188,2,708,1891,1718,201584,201145,2586,101114,2743,2207,101154,203096
189,2,708,1891,1718,2215,201145,2586,101114,2743,2207,101154,203096
192,2,708,1891,1718,2215,201145,2586,101114,2743,2207,201572,203096
209,2,708,1891,1718,2215,201145,2586,101114,2743,711,201572,203096
213,2,2571,1891,1718,2215,201145,2586,101114,2743,711,201572,203096
215,2,2571,1891,1718,2215,101138,2586,101114,2743,711,201572,203096
216,2,2571,201584,1718,2215,101138,2586,101114,2743,711,201572,203096
229,2,2571,201584,1718,2215,101138,2207,101114,2743,711,201572,203096
234,2,2571,201584,1718,2215,101138,2207,101114,2743,2735,201572,203096
250,2,2571,201584,201145,2215,101138,2207,101114,2743,2735,201572,203096
251,2,2571,1891,201145,2215,101138,2207,101114,2743,2735,201572,203096
256,2,2571,1891,201145,2215,101138,2207,101114,2743,711,201572,203096
270,3,1718,101138,708,1891,2571,2586,2743,201572,2207,101114,NA
308,3,1718,2404,708,1891,2571,2586,2743,201572,2207,101114,NA
319,3,1718,2404,708,1891,2571,2586,2743,101154,2207,101114,NA
320,3,1718,2404,708,1891,2571,2586,2501,101154,2207,101114,NA
321,3,1718,2404,708,1891,2571,201228,2501,101154,2207,101114,NA
326,3,1718,2404,708,1891,2571,201228,2501,101154,2735,101114,NA
342,3,1718,2404,708,1891,201584,201228,2501,101154,2735,101114,NA
343,3,1718,2404,101138,1891,201584,201228,2501,101154,2735,101114,NA
349,3,1718,2404,101138,1891,201584,201228,2501,101154,2735,711,NA
365,3,201145,2404,101138,1891,201584,201228,2501,101154,2735,711,NA
366,3,201145,2404,101138,1891,201584,201228,2501,101154,202705,711,NA
375,3,201145,2404,101138,1891,201584,201228,2501,201572,202705,711,NA
376,3,201145,2404,101138,2571,201584,201228,2501,201572,202705,711,NA
402,4,101138,708,2571,201584,201145,201572,101114,711,2501,202705,NA
439,4,101138,708,1718,201584,201145,201572,101114,711,2501,202705,NA
440,4,101138,708,1718,201584,201145,201572,101114,711,2501,2207,NA
447,4,101138,708,1718,201584,201145,201572,101114,711,2743,2207,NA
465,4,101138,708,1718,201584,1891,201572,101114,711,2743,2207,NA
471,4,101138,708,1718,201584,1891,201572,101114,201228,2743,2207,NA
476,4,101138,708,1718,201584,1891,201572,101114,201228,2501,2207,NA
495,4,101138,708,1718,201145,1891,201572,101114,201228,2501,2207,NA
496,4,2571,708,1718,201145,1891,201572,101114,201228,2501,2207,NA
504,4,2571,708,1718,201145,1891,201572,101114,2735,2501,2207,NA
505,4,2571,708,1718,201145,1891,2743,101114,2735,2501,2207,NA
510,4,2571,708,1718,201145,1891,201228,101114,2735,2501,2207,NA
514,4,2571,708,1718,201145,1891,201228,101114,201572,2501,2207,NA
515,4,2571,708,1718,201145,1891,201228,101114,201572,2743,2207,NA
