eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
516,4,2571,708,1718,201145,1891,711,101114,201572,2743,2207,NA
523,4,2571,708,1718,201145,1891,711,101114,2735,2743,2207,NA
524,4,2571,708,1718,201145,1891,2501,101114,2735,2743,2207,NA
525,4,2571,708,1718,201145,1891,2501,101114,2735,201228,2207,NA
526,4,2571,201584,1718,201145,1891,2501,101114,2735,201228,2207,NA
532,4,2571,201584,1718,201145,1891,2501,101114,201572,201228,2207,NA
533,4,2571,201584,1718,201145,1891,711,101114,201572,201228,2207,NA
535,4,2571,201584,101138,201145,1891,711,101114,201572,201228,2207,NA
538,4,2571,201584,101138,201145,1891,711,101114,2735,201228,2207,NA
539,4,2571,201584,101138,201145,1891,2501,101114,2735,201228,2207,NA
546,4,2571,201584,1718,201145,1891,201572,101114,2735,201228,2207,NA
547,4,2571,201584,1718,201145,1891,201572,101114,2743,201228,2207,NA
548,4,2571,201584,1718,201145,1891,201572,101114,2743,711,2207,NA
554,4,2571,201584,1718,201145,1891,201572,101114,201228,711,2207,NA
555,4,2571,201584,101138,201145,1891,201572,101114,201228,711,2207,NA
560,4,2571,201584,1718,201145,1891,201572,101114,201228,2501,2207,NA
561,4,2571,201584,1718,201145,1891,2735,101114,201228,2501,2207,NA
567,4,2571,201584,1718,201145,1891,2743,101114,201228,2501,2207,NA
568,4,2571,201584,1718,201145,1891,2743,101114,201572,2501,2207,NA
569,4,2571,201584,1718,201145,1891,2743,101114,201572,711,2207,NA
570,4,2571,708,1718,201145,1891,2743,101114,201572,711,2207,NA
571,4,2571,708,2404,201145,1891,2743,101114,201572,711,2207,NA
578,4,2571,708,2404,201145,1891,2743,101114,201572,2501,2207,NA
579,4,2571,708,2404,201145,1891,2743,101114,2735,2501,2207,NA
580,4,2571,708,2404,201145,1891,2743,201228,2735,2501,2207,NA
581,4,2571,201584,2404,201145,1891,2743,201228,2735,2501,2207,NA
