eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,202699,202734,203090,201167,2749,2546,202697,2030,101109,203143
37,1,202699,202734,203090,201167,2749,2546,2747,2030,101109,203143
52,1,202699,202734,203090,201167,2749,2546,2747,2030,101109,203142
53,1,202699,203124,203090,201167,2749,2546,2747,2030,101109,203142
59,1,202699,203124,203090,201167,2749,2546,2747,948,101109,203142
71,1,202699,203124,203090,201167,2749,2546,2747,948,467,203142
96,2,202734,203124,203094,203199,2757,2747,203142,948,467,200779
128,2,202734,203124,203094,203199,2757,2747,2546,948,467,200779
129,2,202734,203124,203094,203199,2757,2747,2546,202697,467,200779
136,2,202734,202699,203094,203199,2757,2747,2546,202697,467,200779
154,2,202734,202699,203094,203199,2757,2747,2546,202697,101109,200779
167,2,203090,202699,203094,203199,2757,2747,2546,202697,101109,200779
168,2,203090,202699,203124,203199,2757,2747,2546,202697,101109,200779
169,2,203090,202699,203124,201167,2757,2747,2546,202697,101109,200779
170,2,203090,202699,203124,201167,2757,2030,2546,202697,101109,200779
179,2,203090,202699,203124,201167,2757,2030,2546,202697,101109,203143
196,2,203090,202734,203124,201167,2757,2030,2546,202697,101109,203143
223,2,203090,202734,203124,201167,2757,2747,2546,202697,101109,203143
232,3,202699,202734,203090,201167,2749,2546,2030,101109,203143,2747
272,3,202699,202734,203090,201167,2749,2546,2030,101109,200779,2747
307,3,202699,202734,203090,201167,2749,2546,467,101109,200779,2747
308,3,202699,202734,203090,201167,2749,2546,467,203142,200779,2747
338,4,203090,203124,203094,203199,2757,2030,2747,203142,467,200779
386,4,203090,203124,203094,203199,2757,200778,2747,203142,467,200779
392,4,203117,203124,203094,203199,2757,200778,2747,203142,467,200779
444,4,203117,203124,203094,203199,2757,200778,2747,203143,467,200779
