eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,1905,201567,201593,202723,2557,2422,201574,202326,201936,201166
65,1,1905,201567,201593,202723,2557,2422,201574,202326,201977,201166
81,1,1905,201567,201593,200826,2557,2422,201574,202326,201977,201166
82,1,1905,201567,201593,200826,203144,2422,201574,202326,201977,201166
97,2,1905,201567,201593,200826,203144,201977,203080,202738,101236,201949
110,2,1905,201567,201967,200826,203144,201977,203080,202738,101236,201949
123,2,2572,201567,201967,200826,203144,201977,203080,202738,101236,201949
155,2,2572,201593,201967,200826,203144,201977,203080,202738,101236,201949
163,2,2572,201593,201967,200826,203144,201977,203080,202738,202326,201949
164,2,2572,201593,201967,200826,203144,201977,203080,202738,202326,201936
172,2,2572,201593,201967,200826,203144,201977,201574,202738,202326,201936
180,2,2572,201593,201967,200826,203144,201977,201574,201166,202326,201936
186,2,2572,201593,201967,201567,203144,201977,201574,201166,202326,201936
187,2,2572,201593,1905,201567,203144,201977,201574,201166,202326,201936
188,2,2557,201593,1905,201567,203144,201977,201574,201166,202326,201936
218,2,2557,201593,1905,201567,203144,201977,201574,201166,101236,201936
223,3,1905,201567,201593,202723,2557,2422,201574,202326,201936,201166
241,3,1905,201567,201593,202723,2557,2422,201574,101236,201936,201166
308,3,1905,201567,201593,202723,2557,2422,201574,101236,201977,201166
318,3,1905,201567,201593,202723,2557,2422,203080,101236,201977,201166
319,3,1905,201567,201593,202723,2557,2422,203080,101236,201977,202738
320,3,1905,201567,201967,202723,2557,2422,203080,101236,201977,202738
334,3,1905,201567,201967,202723,200826,2422,203080,101236,201977,202738
335,3,1905,201567,201967,203144,200826,2422,203080,101236,201977,202738
345,3,1905,201567,201967,203144,200826,201936,203080,101236,201977,202738
360,4,1905,200826,203144,201967,NA,201936,201977,203080,202738,101236
402,4,1905,200826,203144,201967,NA,201936,2422,203080,202738,101236
403,4,1905,200826,203144,201967,NA,201936,2422,202326,202738,101236
415,4,1905,2557,203144,201967,NA,201936,2422,202326,202738,101236
416,4,1905,2557,203144,201567,NA,201936,2422,202326,202738,101236
431,4,1905,2557,203144,201593,NA,201936,2422,202326,202738,101236
460,4,1905,2557,203144,201593,NA,201936,2422,202326,202738,201977
466,4,1905,2557,203144,201593,NA,201936,2422,202326,101236,201977
485,4,1905,2557,203144,201593,NA,201166,2422,202326,101236,201977
486,4,1905,2557,203144,201593,NA,201166,2422,202326,202738,201977
487,4,1905,2557,203144,201967,NA,201166,2422,202326,202738,201977
