eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,home.6
0,1,201568,202702,201585,2738,201951,2563,1890,2549,201564,201954,NA
58,1,201568,202702,201585,2738,201951,1713,1890,2549,201564,201954,NA
59,1,201568,202702,201585,2738,201951,1713,1882,2549,201564,201954,NA
60,1,201568,202702,201585,2738,201951,1713,1882,1717,201564,201954,NA
70,1,201568,202702,201580,2738,201951,1713,1882,1717,201564,201954,NA
86,1,201568,202702,201580,2738,1889,1713,1882,1717,201564,201954,NA
99,1,201568,202702,201580,2738,1889,1713,1882,1717,201564,202346,NA
100,1,201147,202702,201580,2738,1889,1713,1882,1717,201564,202346,NA
120,1,201147,202702,201580,2738,1889,1713,1882,1717,201604,202346,NA
125,2,201568,201580,1889,201147,202706,1713,1882,1717,202346,201604,201958
172,2,201568,201580,1889,201147,202706,1713,201564,1717,202346,201604,201958
173,2,201568,201580,1889,201147,202706,1890,201564,1717,202346,201604,201958
174,2,201568,201580,1889,201147,202706,1890,201564,2549,202346,201604,201958
175,2,201568,201585,1889,201147,202706,1890,201564,2549,202346,201604,201958
184,2,201951,201585,1889,201147,202706,1890,201564,2549,202346,201604,201958
205,2,201951,201585,1889,201147,202706,1890,201564,2549,201958,201604,201958
206,2,201951,201585,1889,201147,202702,1890,201564,2549,201958,201604,201958
228,2,201951,201585,1889,201147,202702,1717,201564,2549,201958,201604,201958
229,2,201951,201585,1889,201147,202702,1717,201564,201148,201958,201604,201958
230,2,201951,201585,1889,201147,202702,1717,201564,201148,201958,1713,201958
231,2,201951,201585,1889,2738,202702,1717,201564,201148,201958,1713,201958
238,2,201951,201585,201568,2738,202702,1717,201564,201148,201958,1713,201958
261,2,201951,201580,201568,2738,202702,1717,201564,201148,201958,1713,201958
268,2,1889,201580,201568,2738,202702,1717,201564,201148,201958,1713,201958
269,2,1889,201580,201568,201147,202702,1717,201564,201148,201958,1713,201958
279,2,1889,201580,201568,201147,202702,1890,201564,201148,201958,1713,201958
280,2,1889,201951,201568,201147,202702,1890,201564,201148,201958,1713,201958
281,2,1889,201951,201568,201147,202702,1890,2563,201148,201958,1713,201958
295,3,201568,202702,201585,2738,201951,1890,2549,201564,201954,203109,NA
350,3,201568,202702,201585,2738,201951,1713,2549,201564,201954,203109,NA
351,3,201568,202702,201585,2738,201951,1713,2549,201564,201954,1717,NA
364,3,201568,202702,201585,2738,201951,1713,201148,201564,201954,1717,NA
365,3,201568,1889,201585,2738,201951,1713,201148,201564,201954,1717,NA
366,3,201568,1889,201580,2738,201951,1713,201148,201564,201954,1717,NA
367,3,201568,1889,201580,2738,201147,1713,201148,201564,201954,1717,NA
371,3,201568,1889,201580,2738,201147,1713,201148,201604,201954,1717,NA
384,3,201568,1889,201580,2738,201147,1890,201148,201604,201954,1717,NA
403,4,2738,201951,201580,1889,201147,1890,201564,1713,202346,201148,NA
440,4,2738,201951,201585,1889,201147,1890,201564,1713,202346,201148,NA
451,4,2738,201951,201585,1889,201147,1890,201564,201954,202346,201148,NA
452,4,2738,201951,201585,1889,201147,1890,201564,201954,203109,201148,NA
453,4,201568,201951,201585,1889,201147,1890,201564,201954,203109,201148,NA
473,4,201568,201951,202702,1889,201147,1890,201564,201954,203109,201148,NA
492,4,201568,201951,202702,1889,2738,1890,201564,201954,203109,201148,NA
499,4,201568,201951,202702,1889,2738,201604,201564,201954,203109,201148,NA
503,4,201568,201951,202702,1889,2738,201604,201958,201954,203109,201148,NA
508,4,201568,201951,202702,1889,2738,201604,201958,2563,203109,201148,NA
510,4,201568,201951,202702,203095,2738,201604,201958,2563,203109,201148,NA
520,4,202706,201951,202702,203095,2738,201604,201958,2563,203109,201148,NA
521,4,202706,201951,202702,203095,201576,201604,201958,2563,203109,201148,NA
