eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,201568,202702,201585,2738,201951,201142,201586,2570,200757,201566
39,1,201568,201580,201585,2738,201951,201142,201586,2570,200757,201566
40,1,201568,201580,201585,2738,1889,201142,201586,2570,200757,201566
58,1,201568,201580,201585,2738,1889,201142,201586,2570,2755,201566
59,1,201147,201580,201585,2738,1889,201142,201586,2570,2755,201566
63,1,201147,201580,201585,2738,1889,201142,201586,2555,2755,201566
84,1,201147,201580,201585,2738,1889,202732,201586,2555,2755,201566
85,1,201147,201580,201585,2738,1889,202732,201934,2555,2755,201566
95,1,201147,201580,202702,2738,1889,202732,201934,2555,2755,201566
96,1,201147,201580,202702,2738,1889,202732,201934,2555,2755,202704
105,1,201147,201580,202702,201568,1889,202732,201934,2555,2755,202704
122,2,201568,202702,201580,1889,201147,2755,2555,202732,201934,202704
129,2,201568,202702,201951,1889,201147,2755,2555,202732,201934,202704
143,2,201568,202702,201951,1889,201147,2755,2555,202732,201142,202704
149,2,201568,202702,203095,1889,201147,2755,2555,202732,201142,202704
159,2,201568,201585,203095,1889,201147,2755,2555,202732,201142,202704
170,2,201568,201585,203095,1889,201147,2755,2555,202732,201142,201566
175,2,201568,201585,203095,1889,201147,2755,2570,202732,201142,201566
185,2,201568,201585,203095,1889,201580,2755,2570,202732,201142,201566
186,2,201568,201585,203095,1889,201580,2755,2570,201586,201142,201566
192,2,201568,201585,2738,1889,201580,2755,2570,201586,201142,201566
206,2,201568,201585,2738,201951,201580,2755,2570,201586,201142,201566
223,2,201568,201585,2738,201951,201580,200757,2570,201586,201142,201566
224,2,201568,201585,2738,201951,202702,200757,2570,201586,201142,201566
271,2,201568,201585,2738,1889,201580,200757,2570,201586,201142,201566
278,2,201147,201585,2738,1889,201580,200757,2570,201586,201142,201566
299,3,201568,202702,201585,2738,201951,201142,201586,2570,200757,201566
347,3,201568,202702,201580,2738,201951,201142,201586,2570,200757,201566
365,3,201147,202702,201580,2738,201951,201142,201586,2570,200757,201566
366,3,201147,201576,201580,2738,201951,201142,201586,2570,200757,201566
380,3,201147,201576,201580,2738,201951,2755,201586,2570,200757,201566
381,3,201147,201576,201580,2738,1889,2755,201586,2570,200757,201566
392,3,201147,201576,201580,2738,1889,2755,201586,201934,200757,201566
399,3,201147,201576,201580,2738,1889,2755,201586,201934,200757,202704
412,3,201147,201576,201580,2738,1889,2755,203103,201934,200757,202704
444,4,201580,1889,201147,203095,201576,2755,202732,201934,202704,203103
473,4,202389,1889,201147,203095,201576,2755,202732,201934,202704,203103
474,4,202389,1889,201147,203095,201576,203087,202732,201934,202704,203103
481,4,202389,1889,202706,203095,201576,203087,202732,201934,202704,203103
521,4,202389,202933,202706,203095,201576,203087,202732,201934,202704,203103
