PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Evan Turner,202323,POR,1
Al-Farouq Aminu,202329,POR,1
Jusuf Nurkic,203994,POR,1
CJ McCollum,203468,POR,1
Shabazz Napier,203894,POR,1
Denzel Valentine,1627756,CHI,1
Lauri Markkanen,1628374,CHI,1
Robin Lopez,201577,CHI,1
Justin Holiday,203200,CHI,1
Kris Dunn,1627739,CHI,1
Shabazz Napier,203894,POR,2
Pat Connaughton,1626192,POR,2
Zach Collins,1628380,POR,2
Ed Davis,202334,POR,2
Maurice Harkless,203090,POR,2
Jerian Grant,1626170,CHI,2
David Nwaba,1628021,CHI,2
Nikola Mirotic,202703,CHI,2
Bobby Portis,1626171,CHI,2
Paul Zipser,1627835,CHI,2
Evan Turner,202323,POR,3
Al-Farouq Aminu,202329,POR,3
Jusuf Nurkic,203994,POR,3
CJ McCollum,203468,POR,3
Shabazz Napier,203894,POR,3
Lauri Markkanen,1628374,CHI,3
Robin Lopez,201577,CHI,3
Justin Holiday,203200,CHI,3
Kris Dunn,1627739,CHI,3
David Nwaba,1628021,CHI,3
Shabazz Napier,203894,POR,4
Pat Connaughton,1626192,POR,4
Zach Collins,1628380,POR,4
Ed Davis,202334,POR,4
Maurice Harkless,203090,POR,4
Denzel Valentine,1627756,CHI,4
Jerian Grant,1626170,CHI,4
Nikola Mirotic,202703,CHI,4
Bobby Portis,1626171,CHI,4
Paul Zipser,1627835,CHI,4
Evan Turner,202323,POR,5
Al-Farouq Aminu,202329,POR,5
Jusuf Nurkic,203994,POR,5
CJ McCollum,203468,POR,5
Shabazz Napier,203894,POR,5
Denzel Valentine,1627756,CHI,5
Lauri Markkanen,1628374,CHI,5
Robin Lopez,201577,CHI,5
Justin Holiday,203200,CHI,5
Kris Dunn,1627739,CHI,5
