player.name,player.id,team.abbreviation,period
Brandon Ingram,1627742,LAL,1
Julius Randle,203944,LAL,1
Brook Lopez,201572,LAL,1
Kentavious Caldwell-Pope,203484,LAL,1
Tyler Ennis,203898,LAL,1
Justin Holiday,203200,CHI,1
Lauri Markkanen,1628374,CHI,1
Robin Lopez,201577,CHI,1
Zach LaVine,203897,CHI,1
Jerian Grant,1626170,CHI,1
Jordan Clarkson,203903,LAL,2
Kyle Kuzma,1628398,LAL,2
Alex Caruso,1627936,LAL,2
Larry Nance Jr.,1626204,LAL,2
Josh Hart,1628404,LAL,2
Denzel Valentine,1627756,CHI,2
David Nwaba,1628021,CHI,2
Nikola Mirotic,202703,CHI,2
Ryan Arcidiacono,1627853,CHI,2
Bobby Portis,1626171,CHI,2
Brandon Ingram,1627742,LAL,3
Julius Randle,203944,LAL,3
Brook Lopez,201572,LAL,3
Kentavious Caldwell-Pope,203484,LAL,3
Tyler Ennis,203898,LAL,3
Justin Holiday,203200,CHI,3
Lauri Markkanen,1628374,CHI,3
Robin Lopez,201577,CHI,3
Zach LaVine,203897,CHI,3
Jerian Grant,1626170,CHI,3
Jordan Clarkson,203903,LAL,4
Kyle Kuzma,1628398,LAL,4
Alex Caruso,1627936,LAL,4
Larry Nance Jr.,1626204,LAL,4
Josh Hart,1628404,LAL,4
Zach LaVine,203897,CHI,4
Denzel Valentine,1627756,CHI,4
David Nwaba,1628021,CHI,4
Nikola Mirotic,202703,CHI,4
Bobby Portis,1626171,CHI,4
