PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Taurean Prince,1627752,ATL,1
John Collins,1628381,ATL,1
Dewayne Dedmon,203473,ATL,1
Damion Lee,1627814,ATL,1
Isaiah Taylor,1627819,ATL,1
Trevor Ariza,2772,HOU,1
P.J. Tucker,200782,HOU,1
Clint Capela,203991,HOU,1
Eric Gordon,201569,HOU,1
James Harden,201935,HOU,1
John Collins,1628381,ATL,2
Tyler Dorsey,1628416,ATL,2
Mike Muscala,203488,ATL,2
Josh Magette,203705,ATL,2
Andrew White III,1628510,ATL,2
P.J. Tucker,200782,HOU,2
Eric Gordon,201569,HOU,2
Gerald Green,101123,HOU,2
Joe Johnson,2207,HOU,2
Nene,2403,HOU,2
Taurean Prince,1627752,ATL,3
John Collins,1628381,ATL,3
Dewayne Dedmon,203473,ATL,3
Damion Lee,1627814,ATL,3
Isaiah Taylor,1627819,ATL,3
Trevor Ariza,2772,HOU,3
P.J. Tucker,200782,HOU,3
Clint Capela,203991,HOU,3
Eric Gordon,201569,HOU,3
James Harden,201935,HOU,3
John Collins,1628381,ATL,4
Damion Lee,1627814,ATL,4
Tyler Dorsey,1628416,ATL,4
Mike Muscala,203488,ATL,4
Josh Magette,203705,ATL,4
P.J. Tucker,200782,HOU,4
Eric Gordon,201569,HOU,4
Gerald Green,101123,HOU,4
Joe Johnson,2207,HOU,4
Nene,2403,HOU,4
