PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Robert Covington,203496,PHI,1
Ersan Ilyasova,101141,PHI,1
Amir Johnson,101161,PHI,1
JJ Redick,200755,PHI,1
Ben Simmons,1627732,PHI,1
Michael Kidd-Gilchrist,203077,CHA,1
Marvin Williams,101107,CHA,1
Dwight Howard,2730,CHA,1
Nicolas Batum,201587,CHA,1
Kemba Walker,202689,CHA,1
Robert Covington,203496,PHI,2
Ersan Ilyasova,101141,PHI,2
JJ Redick,200755,PHI,2
Richaun Holmes,1626158,PHI,2
Markelle Fultz,1628365,PHI,2
Jeremy Lamb,203087,CHA,2
Frank Kaminsky,1626163,CHA,2
Malik Monk,1628370,CHA,2
Julyan Stone,202933,CHA,2
Willy Hernangomez,1626195,CHA,2
Robert Covington,203496,PHI,3
Ersan Ilyasova,101141,PHI,3
Amir Johnson,101161,PHI,3
JJ Redick,200755,PHI,3
Ben Simmons,1627732,PHI,3
Michael Kidd-Gilchrist,203077,CHA,3
Marvin Williams,101107,CHA,3
Dwight Howard,2730,CHA,3
Nicolas Batum,201587,CHA,3
Kemba Walker,202689,CHA,3
Ersan Ilyasova,101141,PHI,4
Amir Johnson,101161,PHI,4
JJ Redick,200755,PHI,4
Marco Belinelli,201158,PHI,4
Markelle Fultz,1628365,PHI,4
Jeremy Lamb,203087,CHA,4
Frank Kaminsky,1626163,CHA,4
Malik Monk,1628370,CHA,4
Julyan Stone,202933,CHA,4
Willy Hernangomez,1626195,CHA,4
