PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Bojan Bogdanovic,202711,IND,1
Thaddeus Young,201152,IND,1
Myles Turner,1626167,IND,1
Darren Collison,201954,IND,1
Victor Oladipo,203506,IND,1
Tim Hardaway Jr.,203501,NYK,1
Kristaps Porzingis,204001,NYK,1
Enes Kanter,202683,NYK,1
Jarrett Jack,101127,NYK,1
Courtney Lee,201584,NYK,1
Darren Collison,201954,IND,2
Domantas Sabonis,1627734,IND,2
Lance Stephenson,202362,IND,2
Cory Joseph,202709,IND,2
Alex Poythress,1627816,IND,2
Tim Hardaway Jr.,203501,NYK,2
Doug McDermott,203926,NYK,2
Frank Ntilikina,1628373,NYK,2
Kyle O'Quinn,203124,NYK,2
Michael Beasley,201563,NYK,2
Bojan Bogdanovic,202711,IND,3
Thaddeus Young,201152,IND,3
Myles Turner,1626167,IND,3
Darren Collison,201954,IND,3
Victor Oladipo,203506,IND,3
Tim Hardaway Jr.,203501,NYK,3
Kristaps Porzingis,204001,NYK,3
Enes Kanter,202683,NYK,3
Jarrett Jack,101127,NYK,3
Courtney Lee,201584,NYK,3
Thaddeus Young,201152,IND,4
Myles Turner,1626167,IND,4
Darren Collison,201954,IND,4
Lance Stephenson,202362,IND,4
Cory Joseph,202709,IND,4
Kristaps Porzingis,204001,NYK,4
Doug McDermott,203926,NYK,4
Frank Ntilikina,1628373,NYK,4
Kyle O'Quinn,203124,NYK,4
Lance Thomas,202498,NYK,4
