player.name,player.id,team.abbreviation,period
Dillon Brooks,1628415,MEM,1
JaMychal Green,203210,MEM,1
Marc Gasol,201188,MEM,1
Ben McLemore,203463,MEM,1
Tyreke Evans,201936,MEM,1
E'Twaun Moore,202734,NOP,1
Anthony Davis,203076,NOP,1
DeMarcus Cousins,202326,NOP,1
Jrue Holiday,201950,NOP,1
Rajon Rondo,200765,NOP,1
JaMychal Green,203210,MEM,2
Marc Gasol,201188,MEM,2
Ben McLemore,203463,MEM,2
Tyreke Evans,201936,MEM,2
Wayne Selden,1627782,MEM,2
DeMarcus Cousins,202326,NOP,2
Jrue Holiday,201950,NOP,2
Darius Miller,203121,NOP,2
Dante Cunningham,201967,NOP,2
Ian Clark,203546,NOP,2
Dillon Brooks,1628415,MEM,3
JaMychal Green,203210,MEM,3
Marc Gasol,201188,MEM,3
Ben McLemore,203463,MEM,3
Tyreke Evans,201936,MEM,3
E'Twaun Moore,202734,NOP,3
Anthony Davis,203076,NOP,3
DeMarcus Cousins,202326,NOP,3
Jrue Holiday,201950,NOP,3
Rajon Rondo,200765,NOP,3
Dillon Brooks,1628415,MEM,4
Wayne Selden,1627782,MEM,4
Jarell Martin,1626185,MEM,4
Myke Henry,1627988,MEM,4
Deyonta Davis,1627738,MEM,4
DeMarcus Cousins,202326,NOP,4
Jrue Holiday,201950,NOP,4
Darius Miller,203121,NOP,4
Dante Cunningham,201967,NOP,4
Ian Clark,203546,NOP,4
