player.name,player.id,team.abbreviation,period
Norman Powell,1626181,TOR,1
Serge Ibaka,201586,TOR,1
Lucas Nogueira,203512,TOR,1
DeMar DeRozan,201942,TOR,1
Kyle Lowry,200768,TOR,1
Kyle Anderson,203937,SAS,1
LaMarcus Aldridge,200746,SAS,1
Pau Gasol,2200,SAS,1
Danny Green,201980,SAS,1
Dejounte Murray,1627749,SAS,1
Jakob Poeltl,1627751,TOR,2
CJ Miles,101139,TOR,2
OG Anunoby,1628384,TOR,2
Delon Wright,1626153,TOR,2
Fred VanVleet,1627832,TOR,2
Pau Gasol,2200,SAS,2
Joffrey Lauvergne,203530,SAS,2
Patty Mills,201988,SAS,2
Manu Ginobili,1938,SAS,2
Rudy Gay,200752,SAS,2
Norman Powell,1626181,TOR,3
Serge Ibaka,201586,TOR,3
Lucas Nogueira,203512,TOR,3
DeMar DeRozan,201942,TOR,3
Kyle Lowry,200768,TOR,3
Kyle Anderson,203937,SAS,3
LaMarcus Aldridge,200746,SAS,3
Pau Gasol,2200,SAS,3
Danny Green,201980,SAS,3
Dejounte Murray,1627749,SAS,3
Jakob Poeltl,1627751,TOR,4
CJ Miles,101139,TOR,4
OG Anunoby,1628384,TOR,4
Delon Wright,1626153,TOR,4
Fred VanVleet,1627832,TOR,4
Kyle Anderson,203937,SAS,4
Joffrey Lauvergne,203530,SAS,4
Patty Mills,201988,SAS,4
Manu Ginobili,1938,SAS,4
Rudy Gay,200752,SAS,4
