player.name,player.id,team.abbreviation,period
Luc Mbah a Moute,201601,HOU,1
Ryan Anderson,201583,HOU,1
Clint Capela,203991,HOU,1
Chris Paul,101108,HOU,1
James Harden,201935,HOU,1
Joe Harris,203925,BKN,1
DeMarre Carroll,201960,BKN,1
Jarrett Allen,1628386,BKN,1
Allen Crabbe,203459,BKN,1
Spencer Dinwiddie,203915,BKN,1
Ryan Anderson,201583,HOU,2
Chris Paul,101108,HOU,2
Eric Gordon,201569,HOU,2
Gerald Green,101123,HOU,2
Nene,2403,HOU,2
D'Angelo Russell,1626156,BKN,2
Jahlil Okafor,1626143,BKN,2
Nik Stauskas,203917,BKN,2
James Webb III,1627821,BKN,2
Caris LeVert,1627747,BKN,2
Luc Mbah a Moute,201601,HOU,3
Clint Capela,203991,HOU,3
Chris Paul,101108,HOU,3
James Harden,201935,HOU,3
P.J. Tucker,200782,HOU,3
Joe Harris,203925,BKN,3
DeMarre Carroll,201960,BKN,3
Jarrett Allen,1628386,BKN,3
Allen Crabbe,203459,BKN,3
Spencer Dinwiddie,203915,BKN,3
Luc Mbah a Moute,201601,HOU,4
Chris Paul,101108,HOU,4
Eric Gordon,201569,HOU,4
Gerald Green,101123,HOU,4
Nene,2403,HOU,4
Allen Crabbe,203459,BKN,4
D'Angelo Russell,1626156,BKN,4
Jahlil Okafor,1626143,BKN,4
Nik Stauskas,203917,BKN,4
James Webb III,1627821,BKN,4
