player.name,player.id,team.abbreviation,period
T.J. Warren,203933,PHX,1
Marquese Chriss,1627737,PHX,1
Tyson Chandler,2199,PHX,1
Devin Booker,1626164,PHX,1
Mike James,1628455,PHX,1
Kelly Oubre Jr.,1626162,WAS,1
Jason Smith,201160,WAS,1
Marcin Gortat,101162,WAS,1
Bradley Beal,203078,WAS,1
John Wall,202322,WAS,1
Josh Jackson,1628367,PHX,2
Dragan Bender,1627733,PHX,2
Alex Len,203458,PHX,2
Tyler Ulis,1627755,PHX,2
Troy Daniels,203584,PHX,2
Tomas Satoransky,203107,WAS,2
Mike Scott,203118,WAS,2
Ian Mahinmi,101133,WAS,2
Tim Frazier,204025,WAS,2
Jodie Meeks,201975,WAS,2
T.J. Warren,203933,PHX,3
Marquese Chriss,1627737,PHX,3
Tyson Chandler,2199,PHX,3
Devin Booker,1626164,PHX,3
Mike James,1628455,PHX,3
Kelly Oubre Jr.,1626162,WAS,3
Jason Smith,201160,WAS,3
Marcin Gortat,101162,WAS,3
Bradley Beal,203078,WAS,3
John Wall,202322,WAS,3
Tyson Chandler,2199,PHX,4
Josh Jackson,1628367,PHX,4
Dragan Bender,1627733,PHX,4
Tyler Ulis,1627755,PHX,4
Troy Daniels,203584,PHX,4
Tomas Satoransky,203107,WAS,4
Mike Scott,203118,WAS,4
Ian Mahinmi,101133,WAS,4
Tim Frazier,204025,WAS,4
Jodie Meeks,201975,WAS,4
