eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,101122,201177,201579,2399,201954,2566,202324,201572,201627,2734
32,1,101122,201177,201579,2399,201954,2566,202324,201572,201627,202386
39,1,101122,201177,201579,2399,201954,2566,202324,101130,201627,202386
53,1,101122,201177,201579,2399,201954,2566,2743,101130,201627,202386
54,1,101122,201177,201579,2399,201954,2756,2743,101130,201627,202386
69,1,101122,201946,201579,2399,201954,2756,2743,101130,201627,202386
76,1,101122,201946,201579,202331,201954,2756,2743,101130,201627,202386
85,1,101122,201946,1902,202331,201954,2756,2743,101130,201627,202386
89,1,101122,201946,1902,202331,201954,2756,2743,202324,201627,202386
93,1,2563,201946,1902,202331,201954,2756,2743,202324,201627,202386
112,2,201954,201946,202331,1902,2563,2566,201572,202386,2743,2756
126,2,201985,201946,202331,1902,2563,2566,201572,202386,2743,2756
139,2,201985,201946,202331,1902,2563,2566,201572,2734,2743,2756
140,2,201985,201946,202331,1902,2563,2566,201572,2734,2743,2624
141,2,201985,201177,202331,1902,2563,2566,201572,2734,2743,2624
147,2,201985,201177,202331,1902,2563,2566,201572,2734,202324,2624
180,2,201985,201177,202331,1902,2563,201627,201572,2734,202324,2624
181,2,201985,201177,202331,201579,2563,201627,201572,2734,202324,2624
182,2,201985,201177,202331,201579,101122,201627,201572,2734,202324,2624
208,2,201985,201177,202331,201579,101122,201627,101130,2734,202324,2624
209,2,201985,201177,202331,201579,101122,201627,101130,202386,202324,2624
210,2,201985,201177,202331,201579,101122,201627,101130,202386,202324,2756
211,2,201985,201177,202331,201579,2399,201627,101130,202386,202324,2756
212,2,201954,201177,202331,201579,2399,201627,101130,202386,202324,2756
214,2,201954,201177,202331,201579,2399,201627,101130,202386,2743,2756
223,2,201954,201177,101122,201579,2399,201627,101130,202386,2743,2756
224,2,201954,201177,101122,1902,2399,201627,101130,202386,2743,2756
241,2,201954,201177,101122,1902,2399,201627,2566,202386,2743,2756
247,2,201954,201177,101122,1902,2399,201627,2566,202386,2743,2624
248,2,201954,201177,101122,1902,2399,201627,202324,202386,2743,2624
253,3,101122,201177,201579,2399,201954,2566,202324,201572,201627,2734
282,3,101122,201177,201579,2399,201954,2566,2743,201572,201627,2734
283,3,101122,201177,201579,2399,201954,2624,2743,201572,201627,2734
316,3,101122,201946,201579,2399,201954,2624,2743,201572,201627,2734
324,3,101122,201946,201579,2399,201954,2624,2743,201572,2756,2734
349,3,101122,201946,201579,2399,201954,2624,2743,101130,2756,2734
350,3,101122,201946,1902,2399,201954,2624,2743,101130,2756,2734
351,3,101122,201946,1902,202331,201954,2624,2743,101130,2756,2734
361,3,101122,201946,1902,202331,201985,2624,2743,101130,2756,2734
375,3,101122,201946,1902,202331,201985,2624,2743,101130,2756,202386
376,3,101122,201946,1902,202331,201985,2566,2743,101130,2756,202386
390,3,2563,201946,1902,202331,201985,2566,2743,101130,2756,202386
391,3,2563,201946,1902,202331,201985,2566,201627,101130,2756,202386
401,4,201946,202331,1902,2563,201985,2566,201627,202386,101130,2756
415,4,201946,202331,1902,2563,201985,2566,201627,2734,101130,2756
416,4,201946,202331,1902,2563,201985,2566,201627,2734,201572,2756
449,4,201946,202331,1902,2563,201985,2566,201627,2734,201572,2743
453,4,201946,202331,1902,2563,201954,2566,201627,2734,201572,2743
454,4,201946,202331,201579,2563,201954,2566,201627,2734,201572,2743
469,4,201946,202331,201579,2563,201954,2756,201627,2734,201572,2743
478,4,201946,202331,201579,2563,201954,2756,201627,2734,101130,2743
483,4,201946,202331,201579,2563,201954,2756,201627,2734,101130,202324
491,4,201946,202331,201579,2563,201954,2756,201627,202386,101130,202324
492,4,201946,202331,201579,2563,201954,101211,201627,202386,101130,202324
493,4,201946,202331,201579,2563,201954,101211,2624,202386,101130,202324
494,4,201946,202331,201579,2563,201985,101211,2624,202386,101130,202324
502,4,201946,202331,201579,2563,201985,101211,2624,202386,101158,202324
505,4,201946,202331,201177,2563,201985,101211,2624,202386,101158,202324
