eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,home.6
0,1,200752,2216,201188,202333,201144,255,101112,2853,2202,959,NA
61,1,200752,2216,201188,202333,201144,255,101112,2853,2202,201609,NA
71,1,200752,2216,201188,202333,201144,201162,101112,2853,2202,201609,NA
81,1,200752,201589,201188,202333,201144,201162,101112,2853,2202,201609,NA
82,1,200752,201589,201188,202333,202349,201162,101112,2853,2202,201609,NA
83,1,200752,201589,201188,201564,202349,201162,101112,2853,2202,201609,NA
84,1,200752,201589,201188,201564,202349,201162,101112,101124,2202,201609,NA
103,2,200752,201188,201589,202349,201564,101112,201609,201162,101124,2045,NA
107,2,200752,201970,201589,202349,201564,101112,201609,201162,101124,2045,NA
125,2,200752,201970,201589,202349,201564,2735,201609,201162,101124,2045,NA
131,2,200752,201970,201589,2216,201564,2735,201609,201162,101124,2045,NA
132,2,201144,201970,201589,2216,201564,2735,201609,201162,101124,2045,NA
167,2,201144,201970,201589,2216,201564,2735,201609,255,101124,2045,NA
181,2,201144,201970,201589,2216,201564,2735,2853,255,101124,2045,NA
182,2,201144,201970,201589,2216,201564,2735,2853,255,959,2045,NA
196,2,201144,200752,201589,2216,201564,2735,2853,255,959,2045,NA
197,2,201144,200752,201589,2216,201564,2202,2853,255,959,2045,NA
198,2,201144,200752,201589,2216,201564,2202,2853,255,959,101112,NA
208,2,201144,200752,201589,2216,202333,2202,2853,255,959,101112,NA
214,2,201144,200752,201188,2216,202333,2202,2853,255,959,101112,NA
254,2,201144,200752,201564,2216,202333,2202,2853,255,959,101112,NA
266,3,200752,2216,201188,202333,201144,255,101112,2853,2202,959,NA
288,3,200752,2216,201589,202333,201144,255,101112,2853,2202,959,NA
307,3,200752,2216,201589,202333,201144,255,101112,2853,201609,959,NA
314,3,200752,2216,201589,202333,201144,255,101112,2735,201609,959,NA
341,3,200752,2216,201589,202333,201144,201162,101112,2735,201609,959,NA
390,4,200752,201188,201589,202349,201564,255,201609,201162,101124,2045,2735
423,4,200752,201188,201589,201144,201564,255,201609,201162,101124,2045,2735
435,4,200752,201188,2216,201144,201564,255,201609,201162,101124,2045,2735
436,4,200752,201188,2216,201144,202333,255,201609,201162,101124,2045,2735
450,4,200752,201564,2216,201144,202333,255,201609,201162,101124,2045,2735
498,4,200752,201188,2216,201144,202333,255,201609,959,101124,2045,2735
499,4,200752,201589,2216,201144,202333,255,201609,959,101124,2045,2735
503,4,200752,201589,2216,201144,202333,255,201609,2735,101124,2045,2735
504,4,200752,201589,2216,201144,202333,255,201609,2735,101124,201162,2735
505,4,200752,201589,2216,201144,201188,255,201609,2735,101124,201162,2735
506,4,200752,201564,2216,201144,201188,255,201609,2735,101124,201162,2735
508,4,200752,201564,2216,201144,201188,255,201609,2735,101124,2853,2735
509,4,200752,201564,2216,201144,201188,255,201609,959,101124,2853,2735
527,4,200752,201564,2216,201144,201188,2735,201609,959,101124,2853,2735
528,4,200752,201564,2216,201144,201188,2735,201609,959,101124,255,2735
529,4,200752,201564,2216,201144,201188,2735,201609,201162,101124,255,2735
535,5,200752,2216,201144,201589,201564,959,201609,201162,101124,2045,NA
540,4,200752,201564,2216,201144,201188,2735,201609,201162,255,255,2735
551,5,200752,2216,201144,201589,201564,959,201609,201162,101124,101112,NA
564,5,200752,2216,201144,201589,201564,959,201609,201162,2045,101112,NA
573,5,200752,2216,201144,201589,201564,101124,201609,201162,2045,101112,NA
574,5,200752,2216,201144,201589,201564,101124,201609,201162,255,101112,NA
575,5,200752,2216,201144,201188,201564,101124,201609,201162,255,101112,NA
583,5,200752,2216,201144,201188,201564,101124,201609,959,255,101112,NA
584,5,200752,2216,201144,201188,201564,2045,201609,959,255,101112,NA
585,5,200752,2216,201144,201589,201564,2045,201609,959,255,101112,NA
586,5,200752,2216,201144,202333,201564,2045,201609,959,255,101112,NA
