eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
0,1,101107,2746,201143,2207,1710,101122,201177,201579,2399,2551,NA
54,1,101107,2746,201143,2207,2037,101122,201177,201579,2399,2551,NA
59,1,101107,2746,201143,2207,2037,101122,1899,201579,2399,2551,NA
60,1,101107,2746,201143,2207,2037,201575,1899,201579,2399,2551,NA
61,1,2230,2746,201143,2207,2037,201575,1899,201579,2399,2551,NA
75,1,2230,2746,201143,2207,2037,201575,1899,200780,2399,2551,NA
76,1,2230,2746,201143,2207,2037,201575,1899,200780,101122,2551,NA
77,1,2230,201952,201143,2207,2037,201575,1899,200780,101122,2551,NA
78,1,2230,201952,201143,101107,2037,201575,1899,200780,101122,2551,NA
95,2,101107,2037,2230,201952,2585,101122,1899,201575,200780,201985,2694
123,2,101107,2037,2230,201952,201143,101122,1899,201575,200780,201985,2694
129,2,101107,2037,2230,201952,201143,101122,201177,201575,200780,201985,2694
130,2,101107,2037,2230,201952,2207,101122,201177,201575,200780,201985,2694
131,2,101107,2746,2230,201952,2207,101122,201177,201575,200780,201985,2694
132,2,101107,2746,2230,1710,2207,101122,201177,201575,200780,201985,2694
148,2,101107,2746,2230,1710,2207,2399,201177,201575,200780,201985,2694
149,2,101107,2746,2230,1710,2207,2399,201177,201575,201579,201985,2694
150,2,101107,2746,2230,1710,2207,2399,201177,201575,201579,2551,2694
183,2,101107,2746,2230,1710,2207,2399,201177,101122,201579,2551,2694
184,2,101107,2746,2230,1710,2207,2399,1899,101122,201579,2551,2694
186,2,2694,2746,2230,1710,2207,2399,1899,101122,201579,2551,2694
237,3,101107,2746,201143,2207,1710,101122,201177,201579,2399,2551,NA
274,3,101107,2746,201143,2207,1710,101122,1899,201579,2399,2551,NA
275,3,101107,2746,201143,2207,1710,101122,1899,201579,201575,2551,NA
287,3,101107,2746,201143,2207,1710,101122,1899,201579,2399,201985,NA
291,3,101107,2746,201143,2207,1710,101122,1899,201579,201575,201985,NA
312,3,101107,2746,201143,2207,2037,101122,1899,201579,201575,201985,NA
313,3,101107,2746,201143,2207,2037,101122,1899,200780,201575,201985,NA
314,3,2230,2746,201143,2207,2037,101122,1899,200780,201575,201985,NA
320,3,2230,2746,2585,2207,2037,101122,1899,200780,201575,201985,NA
321,3,2230,2746,2585,2207,2037,2399,1899,200780,201575,201985,NA
324,3,2230,2746,2585,201952,2037,2399,1899,200780,201575,201985,NA
352,3,2230,2746,2207,201952,2037,2399,1899,200780,201575,201985,NA
353,3,2230,2746,2207,201952,2037,101122,1899,200780,201575,201985,NA
360,4,101107,2037,2230,201952,2585,101122,201177,201579,2551,201575,NA
380,4,201143,2037,2230,201952,2585,101122,201177,201579,2551,201575,NA
404,4,201143,2037,2207,201952,2585,101122,201177,201579,2551,201575,NA
405,4,201143,2037,2207,1710,2585,101122,201177,201579,2551,201575,NA
417,4,201143,2037,2207,1710,2746,101122,201177,201579,2551,201575,NA
418,4,201143,2037,2207,1710,2746,101122,201177,200780,2551,201575,NA
421,4,201143,2037,2207,1710,2746,101122,1899,200780,2551,201575,NA
432,4,201143,2037,2207,1710,2746,101122,1899,200780,2551,2399,NA
442,4,201143,2037,2207,1710,2746,101122,1899,201579,2551,2399,NA
480,4,201143,2037,2207,1710,2746,101122,1899,201575,2551,2399,NA
