eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2738,1882,201150,201975,201950,1905,202324,2744,101139,2734
47,1,2738,1882,201150,201975,201950,1905,201178,2744,101139,2734
57,1,2738,201152,201150,201975,201950,1905,201178,2744,101139,2734
58,1,2738,201152,201150,101150,201950,1905,201178,2744,101139,2734
82,1,2738,201152,201150,101150,201950,1905,202379,2744,101139,2734
83,1,2738,201152,201150,101150,201950,1905,202379,2744,1952,2734
84,1,202323,201152,201150,101150,201950,1905,202379,2744,1952,2734
89,1,202323,201152,201150,101150,201950,101139,202379,2744,1952,2734
103,1,202323,201152,201150,101150,201950,101139,202379,201178,1952,2734
104,1,202323,201152,1882,101150,201950,101139,202379,201178,1952,2734
114,1,202323,201152,201975,101150,201950,101139,202379,201178,1952,2734
121,2,1882,201975,201152,101150,202323,101139,201178,202379,1952,2248
146,2,1882,201975,201152,101150,202323,1905,201178,202379,1952,2248
147,2,1882,201975,201152,101150,202323,1905,2744,202379,1952,2248
152,2,1882,201975,201152,101150,2738,1905,2744,202379,1952,2248
155,2,1882,201975,201150,101150,2738,1905,2744,202379,1952,2248
165,2,1882,201975,201150,101150,2738,1905,2744,202324,1952,2248
178,2,1882,201975,201150,201950,2738,1905,2744,202324,1952,2248
195,2,201152,201975,201150,201950,2738,1905,2744,202324,1952,2248
202,2,201152,201975,201150,201950,2738,101139,2744,202324,1952,2248
203,2,201152,201975,201150,201950,2738,101139,2744,202324,1952,2734
204,2,201152,201975,201150,201950,2738,101139,2744,202379,1952,2734
205,2,201152,201975,201578,201950,2738,101139,2744,202379,1952,2734
226,2,201152,101150,201578,201950,2738,101139,2744,202379,1952,2734
237,2,201152,101150,201150,201950,2738,101139,2744,202379,1952,2734
250,3,2738,1882,201150,201975,201950,1905,202324,2744,101139,2734
318,3,2738,1882,201150,201975,201950,1905,202379,2744,101139,2734
319,3,2738,1882,201150,201975,101150,1905,202379,2744,101139,2734
320,3,2738,1882,201150,202323,101150,1905,202379,2744,101139,2734
321,3,2738,1882,201152,202323,101150,1905,202379,2744,101139,2734
322,3,2738,1499,201152,202323,101150,1905,202379,2744,101139,2734
339,3,2738,1499,201152,202323,101150,1905,202379,2744,1952,2734
342,3,201975,1499,201152,202323,101150,1905,202379,2744,1952,2734
343,3,201975,1499,201152,202323,101150,1905,202379,202324,1952,2734
349,3,201975,1499,201152,202323,101150,1905,202379,202324,1952,2248
364,3,201975,1499,201152,202323,101150,101139,202379,202324,1952,2248
380,3,201975,1499,1882,202323,101150,101139,202379,202324,1952,2248
381,3,201975,201950,1882,202323,101150,101139,202379,202324,1952,2248
386,4,1882,201975,101150,202323,1499,2744,101139,202379,1952,2248
412,4,1882,201975,101150,202323,1499,2744,101139,1905,1952,2248
413,4,1882,201975,101150,202323,1499,2744,101139,1905,1952,2734
414,4,1882,201975,101150,2738,1499,2744,101139,1905,1952,2734
426,4,1882,201975,101150,2738,1499,2744,2248,1905,1952,2734
427,4,1882,201975,201950,2738,1499,2744,2248,1905,1952,2734
443,4,1882,201975,201950,2738,1499,2744,202324,1905,1952,2734
444,4,1882,201975,201950,2738,201150,2744,202324,1905,1952,2734
451,4,1882,201975,201950,2738,201150,2744,202324,1905,1952,2248
460,4,1882,201975,101150,2738,201150,2744,202324,1905,1952,2248
467,4,1882,201950,101150,2738,201150,2744,202324,1905,1952,2248
486,4,1882,201950,101150,2738,201150,2744,202324,1905,1952,2734
487,4,1882,201975,101150,2738,201150,2744,202324,1905,1952,2734
493,4,1882,201975,101150,2738,201950,2744,202324,1905,1952,2734
494,4,1882,201975,101150,2738,201950,2744,202324,1905,1952,2248
495,4,1882,201975,101150,2738,201950,2744,101139,1905,1952,2248
523,4,1882,201975,101150,2738,101150,2744,101139,1905,1952,2248
529,5,2738,1882,201975,201152,101150,1905,2744,101139,1952,2248
541,5,2738,1882,201950,201152,101150,1905,2744,101139,1952,2248
564,5,2738,1882,201975,2574,101150,1905,2744,101139,1952,2248
573,4,1882,1499,101150,2738,101150,2744,101139,1905,1952,2248
574,4,1882,1499,201975,2738,201975,2744,101139,1905,1952,2248
