GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0020700313,0,12,0,1,10:41 PM,12:00,,,,,
0020700313,1,10,0,1,10:41 PM,12:00,Jump Ball Harrington vs. Elson: Tip to Bonner,,,,
0020700313,2,1,1,1,10:41 PM,11:44,,,Finley 7' Jump Shot (2 PTS) (Parker 1 AST),2 - 0,-2
0020700313,3,1,47,1,10:42 PM,11:21,Harrington 6' Turnaround Jump Shot (2 PTS) (Ellis 1 AST),,,2 - 2,TIE
0020700313,4,2,1,1,10:42 PM,11:01,,,MISS Finley 20' Jump Shot,,
0020700313,5,4,0,1,10:42 PM,10:59,,,Bonner REBOUND (Off:1 Def:0),,
0020700313,6,2,1,1,10:42 PM,10:36,,,MISS Parker 22' Jump Shot,,
0020700313,7,4,0,1,10:42 PM,10:34,,,Bonner REBOUND (Off:2 Def:0),,
0020700313,8,2,56,1,10:42 PM,10:32,,,MISS Bonner 4' Running Hook Shot,,
0020700313,9,4,0,1,10:42 PM,10:32,,,Bonner REBOUND (Off:3 Def:0),,
0020700313,10,6,2,1,10:42 PM,10:32,Harrington S.FOUL (P1.T1),,,,
0020700313,11,3,11,1,10:43 PM,10:32,,,Bonner Free Throw 1 of 2 (1 PTS),3 - 2,-1
0020700313,12,3,12,1,10:43 PM,10:32,,,Bonner Free Throw 2 of 2 (2 PTS),4 - 2,-2
0020700313,13,2,80,1,10:43 PM,10:22,MISS Davis 19' Step Back Jump Shot,,,,
0020700313,14,4,0,1,10:43 PM,10:21,,,Elson REBOUND (Off:0 Def:1),,
0020700313,15,2,1,1,10:44 PM,10:04,,,MISS Elson 14' Jump Shot,,
0020700313,16,4,0,1,10:44 PM,10:02,Harrington REBOUND (Off:0 Def:1),,,,
0020700313,17,1,63,1,10:44 PM,9:56,Barnes 17' Fadeaway Jumper (2 PTS) (Harrington 1 AST),,,4 - 4,TIE
0020700313,18,1,1,1,10:44 PM,9:32,,,Finley 26' 3PT Jump Shot (5 PTS) (Parker 2 AST),7 - 4,-3
0020700313,19,5,4,1,10:44 PM,9:24,Ellis Traveling Turnover (P1.T1),,,,
0020700313,20,1,46,1,10:45 PM,9:04,,,Parker 8' Running Jump Shot (2 PTS),9 - 4,-5
0020700313,21,2,1,1,10:45 PM,8:47,MISS Ellis 16' Jump Shot,,,,
0020700313,22,4,0,1,10:45 PM,8:46,Barnes REBOUND (Off:1 Def:0),,,,
0020700313,23,2,1,1,10:45 PM,8:35,MISS Harrington  3PT Jump Shot,,,,
0020700313,24,4,0,1,10:45 PM,8:34,,,Bonner REBOUND (Off:3 Def:1),,
