EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,203585,202337,202355,203079,201609,202083,203084,1717,203552,1627812
53,1,203585,202337,202355,203079,201609,202083,203084,1626188,203552,1627812
54,1,203585,202337,202355,203079,201609,202083,203084,1626188,203552,203457
55,1,203585,202337,202355,203079,204020,202083,203084,1626188,203552,203457
76,1,203585,201949,202355,203079,204020,202083,203084,1626188,203552,203457
87,1,203585,201949,202355,203079,204020,202083,2734,1626188,203552,203457
88,1,203585,201949,202355,203079,204020,202083,2734,1626188,1627812,203457
89,1,203585,201949,202355,203079,204020,202083,2734,1717,1627812,203457
90,1,203585,201949,202355,201609,204020,202083,2734,1717,1627812,203457
100,1,203585,201949,202355,201609,204020,1627827,2734,1717,1627812,203457
101,1,201961,201949,202355,201609,204020,1627827,2734,1717,1627812,203457
118,2,201609,201949,201961,1627855,1626196,1717,1627812,203457,2734,1627827
137,2,201609,201949,201961,1627855,1626196,1717,1627812,203939,2734,1627827
158,2,201609,201949,201961,1627855,1626196,203084,1627812,203939,2734,1627827
159,2,201609,201949,201961,1627855,1626196,203084,1627812,203939,203552,1627827
160,2,201609,201949,201961,1627855,1626196,203084,1626188,203939,203552,1627827
167,2,204020,201949,201961,1627855,1626196,203084,1626188,203939,203552,1627827
168,2,204020,201949,203079,1627855,1626196,203084,1626188,203939,203552,1627827
169,2,204020,201949,203079,202355,1626196,203084,1626188,203939,203552,1627827
170,2,204020,201949,203079,202355,1626196,203084,1626188,203457,203552,1627827
186,2,204020,201949,203079,202355,1626196,203084,1626188,1626257,203552,1627827
187,2,204020,202337,203079,202355,1626196,203084,1626188,1626257,203552,1627827
190,2,204020,202337,203079,202355,1626196,203084,1626188,1626257,203552,202083
203,2,204020,202337,203079,202355,203585,203084,1626188,1626257,203552,202083
223,2,204020,202337,203079,202355,201609,203084,1626188,1626257,203552,202083
228,2,204020,201949,203079,202355,201609,203084,1626188,1626257,203552,202083
233,2,204020,201949,203079,202355,201609,203084,1626188,1717,203552,202083
250,2,204020,201949,203079,202355,201609,203084,2734,1717,203552,202083
252,2,203585,201949,203079,202355,201609,203084,2734,1717,203552,202083
253,2,203585,1627855,203079,202355,201609,203084,2734,1717,203552,202083
266,2,203585,1627855,203079,1626196,201609,203084,2734,1717,203552,202083
270,3,203585,202337,202355,203079,201609,202083,203084,1717,203552,1627812
324,3,203585,202337,202355,203079,201609,202083,203084,203457,203552,1627812
325,3,203585,202337,202355,203079,201609,202083,203084,203457,203552,1626188
326,3,203585,201949,202355,203079,201609,202083,203084,203457,203552,1626188
332,3,203585,201949,202355,203079,204020,202083,203084,203457,203552,1626188
350,3,203585,201949,202355,201609,204020,202083,203084,203457,203552,1626188
388,4,201609,204020,201949,201961,1627855,1717,1627812,203457,2734,1627827
393,4,201609,204020,201949,201961,1627855,1717,1627812,203939,2734,1627827
427,4,201609,203079,201949,201961,1627855,1717,1627812,203939,2734,1627827
428,4,201609,203079,201949,201961,202355,1717,1627812,203939,2734,1627827
431,4,201609,203079,201949,201961,202355,1717,1627812,203457,2734,1627827
444,4,201609,203079,201949,201961,202355,203552,1627812,203457,2734,1627827
445,4,201609,203079,201949,201961,202355,203552,1627812,203457,202083,1627827
446,4,201609,203079,201949,201961,202355,203552,1627812,203457,202083,203084
490,4,201609,203079,201949,201961,202355,203552,1627812,1717,202083,203084
491,4,201609,203079,201949,204020,202355,203552,1627812,1717,202083,203084
496,4,201609,203079,201949,204020,202355,203552,1627812,203457,202083,203084
524,4,201609,203079,201949,204020,201961,203552,1627812,203457,202083,203084
