EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,2546,1627851,203124,1627758,201565,203109,101161,201143,203935,202738
46,1,2546,1627851,1627850,1627758,201565,203109,101161,201143,203935,202738
47,1,2546,1627851,1627850,201584,201565,203109,101161,201143,203935,202738
50,1,2546,1627851,1627850,201584,201565,203109,1627759,201143,203935,202738
77,1,2546,1627851,1627850,201584,201565,203109,1627759,203482,203935,202738
78,1,2546,1627851,1627850,201584,201565,203109,1627759,203482,1626179,202738
92,1,2546,203200,1627850,201584,201565,203109,1627759,203482,1626179,202738
93,1,2546,203200,1627850,201584,201565,203109,1627759,203482,1626179,201973
103,1,201943,203200,1627850,201584,201565,203109,1627759,203482,1626179,201973
104,1,201943,203200,1627850,201584,1626195,203109,1627759,203482,1626179,201973
120,2,1627851,201584,203200,201943,1626195,1627759,203482,1626179,201973,101123
168,2,1627851,201584,203200,201943,1626195,101161,203482,1626179,201973,101123
169,2,1627851,201584,203200,201943,1626195,101161,201143,1626179,201973,101123
170,2,1627851,201584,203200,201943,1626195,101161,201143,1626179,203935,101123
171,2,1627851,201584,203200,201943,1626195,101161,201143,1626179,203935,202738
196,2,1627851,201584,203200,201943,1626195,101161,201143,203109,203935,202738
197,2,1627851,201584,1627758,201943,1626195,101161,201143,203109,203935,202738
207,2,2546,201584,1627758,201943,1626195,101161,201143,203109,203935,202738
208,2,2546,201584,201565,201943,1626195,101161,201143,203109,203935,202738
221,2,2546,201584,201565,201943,1627850,101161,201143,203109,203935,202738
222,2,2546,201584,201565,201943,1627850,201973,201143,203109,203935,202738
229,2,2546,201584,201565,203200,1627850,201973,201143,203109,203935,202738
253,3,2546,1627851,203124,1627758,201565,203109,101161,201143,203935,202738
290,3,2546,1627851,1627850,1627758,201565,203109,101161,201143,203935,202738
296,3,2546,1627851,1627850,201584,201565,203109,101161,201143,203935,202738
313,3,2546,1627851,1627850,201584,201565,203109,101161,203482,203935,202738
337,3,2546,1627851,1627850,201584,201565,203109,1626175,203482,203935,202738
354,3,2546,1627851,1626195,201584,201565,203109,1626175,203482,203935,202738
355,3,2546,1627851,1626195,201584,201943,203109,1626175,203482,203935,202738
365,3,2546,1627851,1626195,201584,201943,203109,1626175,203482,203935,1626179
383,3,2546,203200,1626195,201584,201943,203109,1626175,203482,203935,1626179
384,3,2546,203200,1626195,201584,201943,203109,1626175,203482,1627759,1626179
385,3,2546,203200,1626195,201584,201943,203109,1626175,201143,1627759,1626179
396,3,2546,203200,1626195,201584,201943,203109,203482,201143,1627759,1626179
397,3,2546,203200,1626195,201584,201943,203109,203482,201143,202738,1626179
404,4,1627851,201584,203200,201943,1626195,201143,202738,1627759,1626179,201973
424,4,201565,201584,203200,201943,1626195,201143,202738,1627759,1626179,201973
441,4,201565,201584,203200,201943,1627850,201143,202738,1627759,1626179,201973
462,4,201565,201584,203200,201943,1627850,101161,202738,1627759,1626179,201973
463,4,201565,201584,203200,201943,1627850,101161,202738,203935,1626179,201973
464,4,201565,201584,203200,201943,1627850,101161,202738,203935,203109,201973
480,4,201565,201584,203200,201943,1627850,101161,202738,203935,203109,1626179
481,4,201565,201584,2546,201943,1627850,101161,202738,203935,203109,1626179
487,4,201565,201584,2546,201943,1627850,201143,202738,203935,203109,1626179
504,4,201565,201584,2546,201943,1626195,201143,202738,203935,203109,1626179
521,4,201565,201584,2546,201943,1626195,201143,202738,1627759,203109,1626179
522,4,201565,201584,2546,201943,1627850,201143,202738,1627759,203109,1626179
