eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2546,204001,203124,201584,201565,203952,203476,1626157,203897,201937
44,1,2546,204001,1626195,201584,201565,203952,203476,1626157,203897,201937
80,1,2546,204001,1626195,203200,201565,203952,203476,1626157,203897,201937
81,1,2546,204001,1626195,203200,201565,203952,202357,1626157,203897,201937
82,1,2546,1626254,1626195,203200,201565,203952,202357,1626157,203897,201937
100,1,2546,1626254,1626195,203200,201943,203952,202357,1626157,203897,201937
102,1,2546,1626254,1626195,203200,201943,203952,202357,1626157,203897,1627739
127,2,204001,1626195,203200,201943,1627851,203952,202357,1627739,203498,202332
139,2,204001,1627850,203200,201943,1627851,203952,202357,1627739,203498,202332
160,2,204001,1627850,203200,201943,1627851,203897,202357,1627739,203498,202332
193,2,204001,1627850,203200,201943,1627851,203897,202357,201937,203498,202332
194,2,204001,1627850,203200,201943,1627851,203897,202357,201937,203498,1626157
195,2,204001,1627850,203200,201943,1627851,203897,203476,201937,203498,1626157
196,2,204001,1627850,201565,201943,1627851,203897,203476,201937,203498,1626157
217,2,204001,1627850,201565,201943,1627851,203897,203476,201937,203952,1626157
218,2,2546,1627850,201565,201943,1627851,203897,203476,201937,203952,1626157
233,2,2546,204001,201565,201943,1627851,203897,203476,201937,203952,1626157
234,2,2546,204001,201565,201943,203124,203897,203476,201937,203952,1626157
262,3,2546,204001,203124,201565,203200,203952,203476,1626157,203897,201937
300,3,2546,204001,203124,201943,203200,203952,203476,1626157,203897,201937
336,3,2546,204001,203124,201943,2756,203952,203476,1626157,203897,201937
337,3,2546,204001,1627850,201943,2756,203952,203476,1626157,203897,201937
354,3,2546,204001,1627850,201943,2756,203952,202332,1626157,203897,201937
355,3,2546,1627851,1627850,201943,2756,203952,202332,1626157,203897,201937
365,3,2546,1627851,1627850,201943,2756,203952,202357,1626157,203897,201937
371,3,2546,1627851,1627850,201943,2756,203952,202357,1626157,1626145,201937
399,4,204001,201943,1627851,1627850,2756,1626157,203897,202357,1627739,1626145
419,4,204001,201943,1627851,1627850,2756,203476,203897,202357,1627739,1626145
430,4,204001,201943,1627851,1627850,2756,203476,203897,202357,201937,1626145
437,4,204001,201943,1627851,1627850,2756,203476,203897,1626157,201937,1626145
438,4,204001,201943,1627851,1627850,2756,203476,203897,1626157,201937,203952
456,4,204001,201943,1627851,1627850,201565,203476,203897,1626157,201937,203952
457,4,204001,201943,1627851,2546,201565,203476,203897,1626157,201937,203952
474,4,204001,201943,1627850,2546,201565,203476,203897,1626157,201937,203952
492,4,204001,201943,203124,2546,201565,203476,203897,1626157,201937,203952
493,4,204001,201943,203124,2546,203200,203476,203897,1626157,201937,203952
540,4,204001,201943,1627851,2546,203200,203476,203897,1626157,201937,203952
