EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,202330,202324,203497,204060,201588,201568,202702,203999,203914,2749
44,1,202330,1626168,203497,204060,201588,201568,202702,203999,203914,2749
45,1,202330,1626168,203497,204060,203526,201568,202702,203999,203914,2749
55,1,202330,1626168,203497,2207,203526,201568,202702,203999,203914,2749
56,1,202330,1626168,203497,2207,203526,201568,201163,203999,203914,2749
66,1,202330,1626168,203497,2207,203526,201568,201163,203999,203115,2749
70,1,202692,1626168,203497,2207,203526,201568,201163,203999,203115,2749
77,1,202692,1626168,202324,2207,203526,201568,201163,203999,203115,2749
86,1,202692,1626168,202324,2207,203526,201589,201163,203999,203115,2749
87,1,202692,1626168,202324,2207,203526,201589,201163,203999,203115,1627750
88,1,202692,1626168,202324,2207,201588,201589,201163,203999,203115,1627750
106,1,202692,1626168,202324,2207,201588,201589,201163,203994,203115,1627750
122,2,202330,201588,1626168,202692,2564,201163,203115,201589,1627750,203994
133,2,202330,201588,1626168,204060,2564,201163,203115,201589,1627750,203994
140,2,202330,201588,2207,204060,2564,201163,203115,201589,1627750,203994
141,2,202330,202714,2207,204060,2564,201163,203115,201589,1627750,203994
166,2,202330,202714,2207,203497,2564,201163,203115,201589,1627750,203994
179,2,202330,202714,2207,203497,2564,201163,203115,202702,1627750,203994
183,2,202330,202714,2207,203497,2564,201568,203115,202702,1627750,203994
196,2,204060,202714,2207,203497,2564,201568,203115,202702,1627750,203994
197,2,204060,202714,202692,203497,2564,201568,203115,202702,1627750,203994
198,2,204060,202714,202692,203497,1626168,201568,203115,202702,1627750,203994
199,2,204060,202714,202692,203497,1626168,201568,203115,202702,1627750,203999
213,2,204060,202714,202692,203497,1626168,201568,203914,202702,1627750,203999
219,2,204060,202714,202692,203497,1626168,201568,203914,202702,2749,203999
220,2,204060,201588,202692,203497,1626168,201568,203914,202702,2749,203999
226,2,204060,201588,202692,202324,1626168,201568,203914,202702,2749,203999
239,2,204060,201588,202330,202324,1626168,201568,203914,202702,2749,203999
240,2,204060,201588,202330,202324,2564,201568,203914,202702,2749,203999
249,2,204060,201588,202330,203497,2564,201568,203914,202702,2749,203999
277,3,202330,202324,203497,204060,201588,201568,202702,203999,203914,2749
297,3,202330,202324,1626168,204060,201588,201568,202702,203999,203914,2749
316,3,202330,202324,1626168,204060,202714,201568,202702,203999,203914,2749
317,3,202330,202324,1626168,202692,202714,201568,202702,203999,203914,2749
330,3,2207,202324,1626168,202692,202714,201568,202702,203999,203914,2749
338,3,2207,202324,1626168,202692,202714,201568,201589,203999,203914,2749
355,3,2207,2564,1626168,202692,202714,201568,201589,203999,203914,2749
356,3,2207,2564,1626168,202692,202714,203115,201589,203999,203914,2749
357,3,2207,2564,1626168,202692,202714,203115,201589,203999,201163,2749
374,3,2207,2564,1626168,201588,202714,203115,201589,203999,201163,2749
384,3,2207,2564,1626168,201588,202714,203115,201589,203999,201163,1627750
385,3,2207,2564,202324,201588,202714,203115,201589,203999,201163,1627750
395,4,202330,202324,201588,2207,2564,202702,201163,203115,201589,1627750
429,4,202330,202692,201588,2207,2564,202702,201163,203115,201589,1627750
430,4,202330,202692,201588,203497,2564,202702,201163,203115,201589,1627750
445,4,202330,202692,201588,203497,2564,202702,201163,203115,203999,1627750
450,4,202330,202692,201588,203497,2564,202702,201163,203115,203999,201568
451,4,202330,202692,201588,203497,2564,202702,2749,203115,203999,201568
456,4,202330,202692,201588,203497,2564,202702,2749,203914,203999,201568
465,4,202330,202692,201588,203497,2564,201589,2749,203914,203999,201568
523,4,202330,202692,201588,203497,2564,203115,2749,203914,203999,201568
