EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,201601,201933,201599,200755,203085,202330,202324,203497,204060,201588
62,1,201601,201933,201599,200755,203085,202330,2564,203497,204060,201588
85,1,201601,201933,201599,200755,203085,202330,2564,203497,204060,203957
86,1,201601,201933,201599,200755,101109,202330,2564,203497,204060,203957
87,1,201601,201933,201599,200755,101109,2207,2564,203497,204060,203957
90,1,201601,201933,201599,2037,101109,2207,2564,203497,204060,203957
99,1,201601,201933,201599,2037,101109,2207,2564,202324,204060,203957
100,1,101187,201933,201599,2037,101109,2207,2564,202324,204060,203957
108,1,101187,201933,201578,2037,101109,2207,2564,202324,204060,203957
109,1,101187,201933,201578,2037,101109,2207,2564,202324,202692,203957
120,1,101187,202325,201578,2037,101109,2207,2564,202324,202692,203957
132,2,101109,2037,101187,201578,202325,202324,2564,203957,2207,202692
147,2,101109,2037,101187,201578,202325,202324,2564,201588,2207,202692
148,2,101109,2037,101187,201578,202325,202324,202330,201588,2207,202692
164,2,101109,2037,101187,201578,202325,203497,202330,201588,2207,202692
179,2,101109,2037,101187,201578,202325,203497,202330,201588,2564,202692
180,2,101109,2037,101187,201578,202325,203497,202330,201588,2564,204060
181,2,101109,2037,101187,201599,202325,203497,202330,201588,2564,204060
182,2,101109,2037,201933,201599,202325,203497,202330,201588,2564,204060
183,2,203085,2037,201933,201599,202325,203497,202330,201588,2564,204060
185,2,203085,2037,201933,201599,201601,203497,202330,201588,2564,204060
190,2,203085,200755,201933,201599,201601,203497,202330,201588,2564,204060
200,2,203085,200755,201933,201599,201601,203497,202330,201588,2207,204060
207,2,203085,200755,201933,201599,201601,202324,202330,201588,2207,204060
241,2,101109,200755,201933,201599,201601,203497,202330,201588,2207,204060
252,2,2037,200755,201933,201599,201601,203497,202330,201588,2207,204060
259,3,201601,201933,201599,200755,203085,202330,202324,203497,204060,201588
289,3,201601,201933,201599,200755,203085,202330,2564,203497,204060,201588
304,3,201601,201933,201599,200755,203085,202330,2564,203497,202692,201588
305,3,201601,201933,201599,200755,203085,2207,2564,203497,202692,201588
327,3,201601,201933,201599,200755,203085,2207,2564,203497,202692,203957
328,3,201601,201933,201599,200755,203085,2207,2564,202324,202692,203957
329,3,201601,201933,201599,200755,203085,2207,1626168,202324,202692,203957
341,3,201601,201933,201599,2037,203085,2207,1626168,202324,202692,203957
342,3,201601,201933,201599,2037,101109,2207,1626168,202324,202692,203957
359,4,101109,2037,101187,201578,202325,202330,202324,203957,2207,1626168
388,4,101109,2037,101187,201578,202325,202330,2564,203957,2207,1626168
389,4,101109,2037,201601,201578,202325,202330,2564,203957,2207,1626168
390,4,101109,2037,201601,201578,203085,202330,2564,203957,2207,1626168
411,4,101109,2037,201601,201578,203085,202330,2564,203957,2207,202692
425,4,101109,2037,201601,201578,203085,203526,2564,203957,2207,202692
426,4,101109,2037,201601,201578,203085,203526,203497,203957,2207,202692
429,4,101109,2037,201601,201578,203085,203526,203481,203957,2207,202692
437,4,101109,2037,201601,201578,203085,203526,203481,203957,1626168,202692
441,4,101109,2037,201601,201933,203085,203526,203481,203957,1626168,202692
462,4,201599,2037,201601,201933,203085,203526,203481,203957,1626168,202692
474,4,201599,2037,201601,101109,203085,203526,203481,203957,1626168,202692
475,4,201578,2037,201601,101109,203085,203526,203481,203957,1626168,202692
476,4,201578,2037,201601,101109,202325,203526,203481,203957,1626168,202692
477,4,201578,1627754,201601,101109,202325,203526,203481,203957,1626168,202692
